param n := 16.0;
param numVehicles := 4.0;
set Origin := 33 35 36 37 38;
set O := 35 36 37 38;
param Ok := 1 35 2 36 3 37 4 38;
set S := 44 45 46 47 48;
set F := 34 39 40 41 42 43;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48:=
11 8.4498 6.0276 6.1318 3.03 3.1566 6.3142 4.392 2.0914 1.72044 3.8526 0.0 5.8406 4.5866 3.526 6.8406 2.0632 4.9816 5.5852 5.293 1.78394 4.4702 5.1322 5.7842 2.0914 2.6734 5.3428 1.30102 5.4954 4.2546 4.667 5.4206 4.9196 0.0 0.0 7.1184 7.1184 3.565 6.5534 2.6574 5.9616 7.1184 3.565 6.5534 2.6574 5.9616 7.1184 3.565 6.5534
12 4.1008 2.5686 3.3348 3.6872 3.0056 1.96524 1.273 4.3366 4.5294 2.8736 4.983 0.0 3.4016 2.547 2.4918 3.6342 1.60272 3.7282 1.62804 4.029 1.35132 1.75326 1.43528 4.3366 3.9604 0.5579 4.7162 1.14642 3.0696 1.84704 1.23962 3.0626 0.0 0.0 2.7694 2.7694 2.586 2.2046 2.8996 1.61254 2.7694 2.586 2.2046 2.8996 1.61254 2.7694 2.586 2.2046
13 4.8134 2.8438 1.92932 2.5622 3.0348 3.8398 3.7342 3.9776 4.8666 2.6808 4.6202 3.2982 0.0 2.3542 3.2042 3.4654 4.0638 2.2494 4.0892 4.0422 3.8124 4.2144 3.8964 3.9776 2.9156 3.019 5.0534 3.6076 0.35872 4.3082 3.7008 1.58382 0.0 0.0 3.482 3.482 3.4392 4.079 3.0496 4.0736 3.482 3.4392 4.079 3.0496 4.0736 3.482 3.4392 4.079
14 5.6434 2.7852 3.0474 1.49174 1.87018 3.5078 2.3156 2.8812 3.77 0.42818 3.5236 3.0342 2.0162 0.0 4.0344 2.3008 2.9054 2.3428 3.1706 2.9456 2.394 3.0558 2.978 2.8812 1.84498 2.1006 3.9568 2.689 1.6842 3.1496 2.7822 1.6773 0.0 0.0 4.312 4.312 1.65862 3.7472 1.88514 3.1552 4.312 1.65862 3.7472 1.88514 3.1552 4.312 1.65862 3.7472
15 3.3502 2.972 3.7382 4.7366 4.581 0.82664 2.8224 5.864 6.0568 4.391 6.5584 1.89504 3.805 4.0644 0.0 5.2016 1.85012 4.1316 1.87544 5.5564 2.9008 2.0006 1.68268 5.864 5.0898 2.2132 6.2436 1.39382 3.473 2.0944 1.48702 3.466 0.0 0.0 0.27764 0.27764 4.1034 1.06592 4.475 1.85994 0.27764 4.1034 1.06592 4.475 1.85994 0.27764 4.1034 1.06592
16 7.2806 4.6204 4.8826 2.023 1.5674 5.145 3.2228 1.08434 2.0812 2.2634 1.97078 4.6714 3.4654 1.93688 5.6716 0.0 3.8126 4.178 4.1238 1.25678 3.3012 3.9632 4.6152 1.08434 2.2962 3.9358 2.268 4.3262 3.1334 3.4978 4.2514 3.5126 0.0 0.0 5.9492 5.9492 1.97584 5.3844 1.08438 4.7924 5.9492 1.97584 5.3844 1.08438 4.7924 5.9492 1.97584 5.3844
17 4.3224 3.7722 4.5384 4.4488 3.2432 3.1688 1.56662 4.5262 4.719 3.6352 5.2206 2.6952 4.6052 3.3086 2.9794 3.8638 0.0 4.9318 0.82766 4.2186 1.64496 1.46888 1.4309 4.5262 4.722 3.0136 4.9058 1.14206 4.2732 0.31866 0.95526 4.2664 0.0 0.0 3.257 3.257 3.3476 2.2502 3.1372 1.60816 3.257 3.3476 2.2502 3.1372 1.60816 3.257 3.3476 2.2502
18 4.1216 0.74744 1.51362 4.114 4.0504 2.0482 2.3218 5.3854 5.5784 3.7684 6.0278 1.2885 2.2944 3.442 2.5126 4.6792 2.6516 0.0 2.6768 5.0778 2.4002 2.8022 2.4842 5.3854 4.4672 1.60676 5.765 2.1952 2.2784 2.8958 2.2884 1.75954 0.0 0.0 2.7902 2.7902 3.4808 2.2874 3.9444 2.6614 2.7902 3.4808 2.2874 3.9444 2.6614 2.7902 3.4808 2.2874
19 3.629 3.3562 4.1224 4.7568 3.6332 2.7528 1.87462 4.9162 5.109 3.9432 5.6106 2.2792 4.1892 3.6166 2.286 4.2538 0.90234 4.5158 0.0 4.6086 1.95294 1.05288 0.73752 4.9162 5.03 2.5976 5.2958 0.72604 3.8572 1.14666 0.53924 3.8502 0.0 0.0 2.5636 2.5636 3.6556 1.55676 3.5272 0.91478 2.5636 3.6556 1.55676 3.5272 0.91478 2.5636 3.6556 1.55676
20 8.373 5.5148 5.619 2.5172 2.6438 6.2374 4.4192 1.61068 2.4176 3.3398 1.35312 5.7638 4.0738 3.0132 6.7638 1.5824 5.0088 5.0724 5.3202 0.0 4.4974 5.1594 5.7074 1.61068 1.9405 4.83 1.99822 5.4186 3.7418 4.6942 5.4478 4.4068 0.0 0.0 7.0416 7.0416 3.0522 6.4766 2.1446 5.8846 7.0416 3.0522 6.4766 2.1446 5.8846 7.0416 3.0522 6.4766
21 4.913 4.1628 4.929 4.5192 3.3958 3.5594 1.63714 4.6786 4.8716 3.7058 5.3732 3.0858 4.9958 3.3792 3.5698 4.0164 0.66486 5.3224 1.41818 4.3712 0.0 0.8154 2.0214 4.6786 4.7924 3.404 5.0584 1.73258 4.6638 0.90918 1.54578 4.6568 0.0 0.0 3.8476 3.8476 3.4182 2.8406 3.2898 2.1986 3.8476 3.4182 2.8406 3.2898 2.1986 3.8476 3.4182 2.8406
22 4.9792 3.535 4.3012 3.8916 2.768 2.9316 1.00938 4.051 4.2438 3.078 4.7454 2.458 4.368 2.7514 3.4582 3.3886 1.5991 4.6946 1.48442 3.7434 1.08772 0.0 2.0876 4.051 4.1648 2.7762 4.4306 1.7988 4.036 0.85836 1.612 4.029 0.0 0.0 3.7358 3.7358 2.7904 2.907 2.662 2.265 3.7358 2.7904 2.907 2.662 2.265 3.7358 2.7904 2.907
23 5.0284 4.8622 5.6284 5.5288 4.3232 4.259 2.6466 5.6062 5.7992 4.7152 6.3006 3.7854 5.6952 4.3888 3.6854 4.944 2.5184 6.0218 1.69234 5.2986 2.725 2.669 0.0 5.6062 5.802 4.1036 5.986 2.342 5.3632 1.78566 2.1552 5.3564 0.0 0.0 3.963 3.963 4.4276 2.9562 4.2172 0.17726 3.963 4.4276 2.9562 4.2172 0.17726 3.963 4.4276 2.9562
24 7.3384 4.4802 4.5844 1.48278 1.60922 5.203 3.3846 0.0 2.4092 2.3052 2.1626 4.7294 3.0392 1.9787 5.7294 1.49188 3.9744 4.0378 4.2856 1.58462 3.463 4.125 4.673 0.0 1.756 3.7956 2.5958 4.384 2.7072 3.6596 4.4132 3.3724 0.0 0.0 6.007 6.007 2.0176 5.4422 1.11018 4.8502 6.007 2.0176 5.4422 1.11018 4.8502 6.007 2.0176 5.4422
25 8.3918 5.5336 5.6378 2.4282 3.5326 6.2564 5.496 3.7136 4.2686 3.6086 2.672 5.7826 4.0926 3.282 6.7828 3.6852 5.8938 5.0912 5.919 3.778 5.5744 6.0444 5.7264 3.7136 0.0 4.849 3.8492 5.4374 3.7606 5.929 5.5306 4.4258 0.0 0.0 7.0604 7.0604 3.941 6.4956 3.3796 5.9036 7.0604 3.941 6.4956 3.3796 5.9036 7.0604 3.941 6.4956
26 3.7118 2.1796 2.9458 3.9442 3.8686 1.57626 2.136 5.1996 5.3924 3.5986 5.846 1.10264 3.0126 3.272 2.1028 4.4972 1.21372 3.3392 1.23904 4.892 2.2144 1.36426 1.04628 5.1996 4.2974 0.0 5.5792 0.75742 2.6806 1.45804 0.85062 2.6736 0.0 0.0 2.3804 2.3804 3.311 1.81554 3.7626 1.22354 2.3804 3.311 1.81554 3.7626 1.22354 2.3804 3.311 1.81554
27 8.4346 6.1984 6.3026 3.201 3.1914 6.299 4.3768 2.2624 0.87528 3.8874 2.4848 5.8254 4.7574 3.5608 6.8256 2.234 4.9666 5.756 5.2778 1.95478 4.4552 5.117 5.769 2.2624 3.0722 5.5138 0.0 5.4802 4.4254 4.6518 5.4054 5.0904 0.0 0.0 7.1032 7.1032 3.5998 6.5384 2.8284 5.9464 7.1032 3.5998 6.5384 2.8284 5.9464 7.1032 3.5998 6.5384
28 3.3676 3.2014 3.9676 4.966 4.3524 2.598 2.5938 5.6354 5.8282 4.6204 6.3298 2.1244 4.0344 4.2938 2.0246 4.973 1.62152 4.361 0.79546 5.3278 2.6722 1.77206 0.47608 5.6354 5.3192 2.4428 6.015 0.0 3.7024 1.86584 1.25842 3.6954 0.0 0.0 2.3022 2.3022 4.3328 1.29534 4.2464 0.65334 2.3022 4.3328 1.29534 4.2464 0.65334 2.3022 4.3328 1.29534
29 5.076 2.5118 2.192 2.2302 2.7028 3.8124 3.4022 3.6456 4.5346 2.3488 4.2882 3.0528 0.35872 2.0222 3.4668 3.1334 3.7318 1.91732 3.7572 3.7102 3.4804 3.8824 3.5644 3.6456 2.5836 2.687 4.7214 3.2756 0.0 3.9762 3.3688 1.25184 0.0 0.0 3.7446 3.7446 3.1072 4.0516 2.7176 3.7416 3.7446 3.1072 4.0516 2.7176 3.7416 3.7446 3.1072 4.0516
30 4.1854 3.6352 4.4014 4.1946 2.9892 3.0318 1.31256 4.272 4.465 3.3812 4.9666 2.5582 4.4682 3.0546 2.8424 3.6098 1.18134 4.7948 0.69066 3.9646 1.3909 1.33188 1.2939 4.272 4.468 2.8766 4.6518 1.00504 4.1362 0.0 0.81824 4.1292 0.0 0.0 3.12 3.12 3.0936 2.1132 2.8832 1.47116 3.12 3.0936 2.1132 2.8832 1.47116 3.12 3.0936 2.1132
31 4.5004 2.9682 3.7344 4.4848 3.8032 2.365 2.0706 5.1342 5.3272 3.6712 5.7806 1.89132 3.8012 3.3448 2.8914 4.432 2.0024 4.1278 2.0278 4.8266 2.149 2.153 1.83496 5.1342 4.758 2.2096 5.514 1.5461 3.4692 2.2468 0.0 3.4624 0.0 0.0 3.169 3.169 3.3836 2.6042 3.6972 2.0122 3.169 3.3836 2.6042 3.6972 2.0122 3.169 3.3836 2.6042
32 4.3508 2.5246 1.46688 4.0672 4.0036 3.3774 3.7292 5.3386 5.9096 3.7216 5.981 2.8358 2.2476 3.3952 2.7418 4.6324 4.0588 1.93028 4.0842 5.403 3.8074 4.2094 3.8914 5.3386 4.4204 3.014 6.0964 3.6026 2.2316 4.3032 3.6958 0.0 0.0 0.0 3.0194 3.0194 3.434 3.6166 3.8976 4.0686 3.0194 3.434 3.6166 3.8976 4.0686 3.0194 3.434 3.6166
33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
35 3.0726 2.6944 3.4606 4.4588 4.3034 0.54902 2.5448 5.5862 5.7792 4.1134 6.2808 1.6174 3.5274 3.7868 1.7295 4.924 1.57248 3.854 1.5978 5.2788 2.623 1.72302 1.40504 5.5862 4.8122 1.93566 5.966 1.11618 3.1954 1.8168 1.20938 3.1884 0.0 0.0 0.0 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
36 3.0726 2.6944 3.4606 4.4588 4.3034 0.54902 2.5448 5.5862 5.7792 4.1134 6.2808 1.6174 3.5274 3.7868 1.7295 4.924 1.57248 3.854 1.5978 5.2788 2.623 1.72302 1.40504 5.5862 4.8122 1.93566 5.966 1.11618 3.1954 1.8168 1.20938 3.1884 0.0 0.0 0.0 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
37 6.7224 3.8642 4.1264 1.3628 1.30724 4.587 3.4726 2.3182 3.2072 1.58524 2.9606 4.1134 2.4232 1.25872 5.1134 1.73794 4.0624 3.4218 4.2498 2.3826 3.551 4.213 4.057 2.3182 1.63602 3.1796 3.394 3.768 2.0912 3.8536 3.8612 2.7564 0.0 0.0 5.391 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
38 3.596 3.3258 4.092 4.7264 3.6028 2.7226 1.84428 4.8858 5.0788 3.9128 5.5802 2.249 4.1588 3.5864 2.253 4.2236 0.872 4.4854 0.89732 4.5782 1.92262 1.02254 0.70456 4.8858 4.9996 2.5672 5.2656 0.4157 3.8268 1.11632 0.5089 3.82 0.0 0.0 2.5306 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
39 6.6658 3.8858 4.148 1.73722 0.8327 4.5304 2.6082 1.77464 2.6636 1.5287 2.417 4.0568 3.0496 1.20218 5.0568 1.08438 3.1978 3.4434 3.5092 1.83908 2.6864 3.3484 4.0004 1.77464 2.0104 3.201 2.8504 3.7116 2.7176 2.8832 3.6368 2.7778 0.0 0.0 5.3346 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
40 4.8512 4.685 5.4512 5.3516 4.146 4.0816 2.4694 5.429 5.6218 4.538 6.1234 3.608 5.518 4.2114 3.5082 4.7666 2.3412 5.8446 1.51508 5.1214 2.5478 2.4916 1.9597 5.429 5.6248 3.9264 5.8086 2.1648 5.186 1.6084 1.97804 5.179 0.0 0.0 3.7858 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
41 3.0726 2.6944 3.4606 4.4588 4.3034 0.54902 2.5448 5.5862 5.7792 4.1134 6.2808 1.6174 3.5274 3.7868 1.7295 4.924 1.57248 3.854 1.5978 5.2788 2.623 1.72302 1.40504 5.5862 4.8122 1.93566 5.966 1.11618 3.1954 1.8168 1.20938 3.1884 0.0 0.0 0.0 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
42 6.7224 3.8642 4.1264 1.3628 1.30724 4.587 3.4726 2.3182 3.2072 1.58524 2.9606 4.1134 2.4232 1.25872 5.1134 1.73794 4.0624 3.4218 4.2498 2.3826 3.551 4.213 4.057 2.3182 1.63602 3.1796 3.394 3.768 2.0912 3.8536 3.8612 2.7564 0.0 0.0 5.391 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
43 3.596 3.3258 4.092 4.7264 3.6028 2.7226 1.84428 4.8858 5.0788 3.9128 5.5802 2.249 4.1588 3.5864 2.253 4.2236 0.872 4.4854 0.89732 4.5782 1.92262 1.02254 0.70456 4.8858 4.9996 2.5672 5.2656 0.4157 3.8268 1.11632 0.5089 3.82 0.0 0.0 2.5306 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
44 6.6658 3.8858 4.148 1.73722 0.8327 4.5304 2.6082 1.77464 2.6636 1.5287 2.417 4.0568 3.0496 1.20218 5.0568 1.08438 3.1978 3.4434 3.5092 1.83908 2.6864 3.3484 4.0004 1.77464 2.0104 3.201 2.8504 3.7116 2.7176 2.8832 3.6368 2.7778 0.0 0.0 5.3346 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
45 4.8512 4.685 5.4512 5.3516 4.146 4.0816 2.4694 5.429 5.6218 4.538 6.1234 3.608 5.518 4.2114 3.5082 4.7666 2.3412 5.8446 1.51508 5.1214 2.5478 2.4916 1.9597 5.429 5.6248 3.9264 5.8086 2.1648 5.186 1.6084 1.97804 5.179 0.0 0.0 3.7858 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
46 3.0726 2.6944 3.4606 4.4588 4.3034 0.54902 2.5448 5.5862 5.7792 4.1134 6.2808 1.6174 3.5274 3.7868 1.7295 4.924 1.57248 3.854 1.5978 5.2788 2.623 1.72302 1.40504 5.5862 4.8122 1.93566 5.966 1.11618 3.1954 1.8168 1.20938 3.1884 0.0 0.0 0.0 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
47 6.7224 3.8642 4.1264 1.3628 1.30724 4.587 3.4726 2.3182 3.2072 1.58524 2.9606 4.1134 2.4232 1.25872 5.1134 1.73794 4.0624 3.4218 4.2498 2.3826 3.551 4.213 4.057 2.3182 1.63602 3.1796 3.394 3.768 2.0912 3.8536 3.8612 2.7564 0.0 0.0 5.391 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
48 3.596 3.3258 4.092 4.7264 3.6028 2.7226 1.84428 4.8858 5.0788 3.9128 5.5802 2.249 4.1588 3.5864 2.253 4.2236 0.872 4.4854 0.89732 4.5782 1.92262 1.02254 0.70456 4.8858 4.9996 2.5672 5.2656 0.4157 3.8268 1.11632 0.5089 3.82 0.0 0.0 2.5306 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
;
param arr := 1 0.0 2 0.0 3 0.0 4 0.0 5 0.0 6 0.0 7 0.0 8 0.0 9 0.0 10 0.0 11 0.0 12 0.0 13 0.0 14 0.0 15 0.0 16 0.0 17 0.0 18 1.0 19 2.0 20 13.0 21 23.0 22 25.0 23 29.0 24 31.0 25 31.0 26 38.0 27 49.0 28 52.0 29 54.0 30 61.0 31 71.0 32 74.0 33 0.0 34 0.0 35 0.0 36 0.0 37 0.0 38 0.0 39 0.0 40 0.0 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0 47 0.0 48 0.0;
param dep := 1 93.0 2 93.0 3 93.0 4 93.0 5 93.0 6 93.0 7 93.0 8 93.0 9 93.0 10 93.0 11 93.0 12 93.0 13 93.0 14 93.0 15 93.0 16 93.0 17 15.0 18 16.0 19 17.0 20 28.0 21 38.0 22 40.0 23 44.0 24 46.0 25 46.0 26 53.0 27 64.0 28 67.0 29 69.0 30 76.0 31 86.0 32 89.0 33 93.0 34 93.0 35 93.0 36 93.0 37 93.0 38 93.0 39 93.0 40 93.0 41 93.0 42 93.0 43 93.0 44 93.0 45 93.0 46 93.0 47 93.0 48 93.0;
param d := 1 0.6 2 0.6 3 0.6 4 0.6 5 0.6 6 0.6 7 0.6 8 0.6 9 0.6 10 0.6 11 0.6 12 0.6 13 0.6 14 0.6 15 0.6 16 0.6 17 0.6 18 0.6 19 0.6 20 0.6 21 0.6 22 0.6 23 0.6 24 0.6 25 0.6 26 0.6 27 0.6 28 0.6 29 0.6 30 0.6 31 0.6 32 0.6 33 0.0 34 0.0 35 0.0 36 0.0 37 0.0 38 0.0 39 0.0 40 0.0 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0 47 0.0 48 0.0;
param l := 1 1.0 2 1.0 3 1.0 4 1.0 5 1.0 6 1.0 7 1.0 8 1.0 9 1.0 10 1.0 11 1.0 12 1.0 13 1.0 14 1.0 15 1.0 16 1.0 17 -1.0 18 -1.0 19 -1.0 20 -1.0 21 -1.0 22 -1.0 23 -1.0 24 -1.0 25 -1.0 26 -1.0 27 -1.0 28 -1.0 29 -1.0 30 -1.0 31 -1.0 32 -1.0 33 0.0 34 0.0 35 0.0 36 0.0 37 0.0 38 0.0 39 0.0 40 0.0 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0 47 0.0 48 0.0;
param u := 1 8 2 8 3 8 4 8 5 8 6 8 7 8 8 8 9 8 10 8 11 8 12 8 13 8 14 8 15 8 16 8;
param c := 1 3 2 3 3 3 4 3;
param Q := 3.5;
param Binit := 1 3.5 2 3.5 3 3.5 4 3.5;
param r := 0.0;
param beta:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48:=
1 0.0 0.24616877999999998 0.31738707 0.49049714999999994 0.47603413 0.12818920399999997 0.31257226 0.59528898 0.61322833 0.45837363 0.6598334599999999 0.22638901999999997 0.38996242999999997 0.42803475 0.06911761999999999 0.53373749 0.22220626999999998 0.36046009999999995 0.17609749299999997 0.5666975599999999 0.31985953999999994 0.23620453999999996 0.14641112199999998 0.59528898 0.52332709 0.25596570999999996 0.63059139 0.17979318499999997 0.37304552999999996 0.24492324999999995 0.18844682999999998 0.34025277 0.0 0.0 0.09492425799999998 0.09492425799999998 0.43164120999999994 0.14931487999999998 0.4661814299999999 0.162887439 0.09492425799999998 0.43164120999999994 0.14931487999999998 0.4661814299999999 0.162887439 0.09492425799999998 0.43164120999999994 0.14931487999999998
2 0.49750558 0.0 0.08554932099999998 0.32725835999999997 0.32134673999999996 0.30476445999999996 0.29582266999999995 0.44543499 0.49849085 0.29513483999999995 0.5051460699999999 0.23415963999999997 0.15812653999999998 0.26477736999999996 0.34794902999999994 0.37977510999999997 0.32647758 0.128622351 0.32881991999999993 0.45142097 0.30310994999999996 0.34045725999999993 0.31091775 0.44543499 0.3600883 0.22936341999999998 0.51585391 0.28405519999999995 0.15663934 0.34917597 0.29271813999999996 0.10840758499999997 0.0 0.0 0.37375194999999994 0.37375194999999994 0.26840242 0.32701669 0.31149403999999997 0.32738849 0.37375194999999994 0.26840242 0.32701669 0.31149403999999997 0.32738849 0.37375194999999994 0.26840242 0.32701669
3 0.42967067 0.11603320299999999 0.0 0.25940485999999996 0.25351182999999994 0.23692954999999996 0.22798775999999996 0.37758148999999996 0.43065594 0.22729992999999996 0.4373111599999999 0.16632473 0.172825653 0.19694245999999996 0.28009553 0.31194019999999995 0.25862408 0.06078186399999999 0.26098500999999996 0.38358606 0.23525644999999998 0.27262234999999996 0.24306425 0.37758148999999996 0.29225339 0.16151549699999998 0.448019 0.21622028999999998 0.141966253 0.28134106 0.22488323 0.14132489799999998 0.0 0.0 0.30591704 0.30591704 0.20056750999999998 0.25916318999999993 0.24365912999999997 0.25955358 0.30591704 0.20056750999999998 0.25916318999999993 0.24365912999999997 0.25955358 0.30591704 0.20056750999999998 0.25916318999999993
