param n := 16.0;
param numVehicles := 2.0;
set Origin := 33 35 36;
set O := 35 36;
param Ok := 1 35 2 36;
set S := 42 43 44 45 46;
set F := 34 37 38 39 40 41;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46:=
11 2.7468 3.9094 3.1184 5.4932 1.952 1.84052 3.569 5.1566 4.649 3.5882 0.0 3.2856 3.2426 4.202 2.6208 4.3992 2.4002 4.9656 2.7418 1.20194 4.865 1.52748 3.6592 5.2012 4.2756 2.7016 2.4424 4.7802 1.50498 1.89236 2.6208 3.3376 0.0 0.0 1.80942 5.1474 1.80942 4.5554 5.7122 2.3708 5.1474 1.80942 4.5554 5.7122 2.3708 5.1474
12 3.79 0.79258 2.9296 2.3764 3.5052 2.9558 3.3802 2.0398 1.53218 2.2474 3.6888 0.0 4.2958 1.08526 4.2092 1.28246 5.8314 1.84878 3.785 4.4012 1.74814 4.9588 1.8624 2.0844 2.4848 5.6008 2.9256 1.66336 4.5562 5.1676 4.2092 3.2852 0.0 0.0 3.9776 2.0306 3.9776 1.43868 2.5954 3.5262 2.0306 3.9776 1.43868 2.5954 3.5262 2.0306
13 1.89342 4.406 4.249 5.9898 2.6848 2.9712 4.6996 5.6532 5.1456 2.987 2.3004 4.4164 0.0 4.6988 1.57354 4.7126 3.531 5.4622 1.88848 1.33866 5.3616 2.6582 4.1778 5.6978 5.4062 1.56638 3.573 5.2768 2.6356 2.105 1.57354 2.0142 0.0 0.0 1.94614 5.6442 1.94614 5.0522 6.209 2.7056 5.6442 1.94614 5.0522 6.209 2.7056 5.6442
14 2.8726 1.12732 2.0124 2.7112 2.588 2.0386 2.463 2.3746 0.61494 2.0062 2.7716 0.50364 3.3784 0.0 3.292 1.6172 4.9142 2.1836 2.8678 3.484 2.0828 4.0414 0.94514 2.4192 1.56754 4.6836 2.0084 1.9981 3.639 4.2504 3.292 2.3678 0.0 0.0 3.0604 2.3654 3.0604 1.77342 2.9302 2.6088 2.3654 3.0604 1.77342 2.9302 2.6088 2.3654
15 0.47444 3.457 3.237 5.0408 1.63862 2.9172 3.6876 4.7044 4.1966 2.038 1.82228 3.4042 1.36224 3.7498 0.0 3.7636 3.7608 4.5132 0.42418 1.56856 4.4126 2.8882 3.2158 4.7488 4.3942 2.3502 3.233 4.3278 2.8656 2.335 0.0 1.06524 0.0 0.0 1.14506 4.6952 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
16 3.6684 1.40634 3.6994 1.60416 3.9638 3.7256 4.15 1.26758 2.302 2.05 4.1474 2.1906 4.1262 1.85502 4.0876 0.0 6.298 1.02656 3.6636 4.2796 2.518 5.4252 2.299 2.8542 3.2546 5.4314 3.6954 0.84112 5.326 5.0462 4.0876 3.1156 0.0 0.0 3.8562 1.25844 3.8562 0.61644 2.2652 3.9846 1.25844 3.8562 0.61644 2.2652 3.9846 1.25844
17 2.3614 4.062 3.271 5.6458 1.96472 1.99324 3.7216 5.3094 4.8016 3.203 1.32238 3.4384 2.8572 4.3548 2.2356 4.552 0.0 5.1182 2.3564 0.81666 5.0176 0.7922 3.6378 5.3538 4.4282 2.3164 2.595 4.9328 0.7697 1.50708 2.2356 2.9522 0.0 0.0 1.42414 5.3002 1.42414 4.7082 5.865 1.9856 5.3002 1.42414 4.7082 5.865 1.9856 5.3002
18 3.7898 0.71652 3.0096 0.91432 3.5852 3.0356 3.4602 0.57776 1.61212 2.1714 3.7688 1.50084 4.2476 1.1652 4.2092 1.2064 5.9114 0.0 3.785 4.4012 1.82808 5.0386 1.94234 2.1644 2.5648 5.5528 3.0056 1.5873 4.6362 5.1676 4.2092 3.237 0.0 0.0 3.9776 0.5686 3.9776 1.3626 2.6754 3.606 0.5686 3.9776 1.3626 2.6754 3.606 0.5686
19 0.050262 3.033 3.5518 4.6168 1.95356 3.232 4.0026 4.2802 3.7726 1.61374 2.1372 3.4892 0.93806 3.3256 0.42418 3.3396 4.0758 4.0892 0.0 1.8835 3.9884 3.203 2.8048 4.3248 4.4792 2.2432 3.5478 3.9036 3.1806 2.65 0.42418 0.64108 0.0 0.0 1.46 4.271 1.46 3.679 4.8358 1.97444 4.271 1.46 3.679 4.8358 1.97444 4.271
20 1.69444 3.851 3.06 5.4348 1.64374 1.78226 3.5106 5.0984 4.5906 2.536 1.1114 3.2274 2.2662 4.1438 1.56856 4.2616 2.342 4.9072 1.6895 0.0 4.8066 1.46922 3.221 5.1428 4.2174 1.72538 2.384 4.7218 1.4467 0.9161 1.56856 2.2852 0.0 0.0 0.75716 5.0892 0.75716 4.4972 5.654 1.66462 5.0892 0.75716 4.4972 5.654 1.66462 5.0892
21 4.6496 1.5762 3.8692 1.774 4.4448 3.8954 4.3198 1.43744 2.4718 3.031 4.6286 2.3606 5.1074 2.0248 5.0688 1.41808 6.771 1.19642 4.6446 5.2608 0.0 5.8984 2.802 0.33624 3.3724 6.4126 3.8652 1.79898 5.4958 6.0272 5.0688 4.0968 0.0 0.0 4.8374 1.42828 4.8374 1.5743 1.65512 4.4658 1.42828 4.8374 1.5743 1.65512 4.4658 1.42828
22 3.2364 4.937 4.146 6.5208 2.8396 2.8682 4.5966 6.1842 5.6766 4.0778 2.1974 4.3134 3.7322 5.2298 3.1106 5.4268 1.13788 5.9932 3.2314 1.69162 5.8926 0.0 4.5128 6.2288 5.3032 3.0134 3.47 5.8078 1.64466 2.382 3.1106 3.8272 0.0 0.0 2.2992 6.1752 2.2992 5.5832 6.74 2.8606 6.1752 2.2992 5.5832 6.74 2.8606 6.1752
23 2.166 2.7186 3.6176 4.3024 2.0194 3.2978 4.0682 3.966 3.4584 1.29954 2.203 2.561 2.6718 3.0114 2.5852 3.0254 4.3536 3.775 2.1612 2.7772 3.6742 3.4808 0.0 4.0106 3.551 3.977 3.6136 3.5894 3.4584 3.5438 2.5852 1.66124 0.0 0.0 2.3538 3.9568 2.3538 3.3648 4.5216 2.0402 3.9568 2.3538 3.3648 4.5216 2.0402 3.9568
24 4.3134 1.23996 3.533 1.43776 4.1086 3.5592 3.9836 1.1012 2.1356 2.6948 4.2922 2.0242 4.7712 1.68864 4.7326 1.08184 6.4348 0.86018 4.3084 4.9246 1.63352 5.5622 2.4658 0.0 3.0362 6.0762 3.529 1.46274 5.1596 5.691 4.7326 3.7606 0.0 0.0 4.501 1.09204 4.501 1.23806 1.31888 4.1296 1.09204 4.501 1.23806 1.31888 4.1296 1.09204
25 4.3512 2.6058 2.3128 3.0056 4.0664 3.517 2.7634 2.669 2.0934 3.4846 4.2502 1.98212 4.857 2.8984 4.7704 3.0956 6.3926 3.42 4.3462 4.9624 2.3774 5.52 2.4236 2.7136 0.0 6.1622 3.2688 3.4766 5.1174 5.7288 4.7704 3.8464 0.0 0.0 4.539 2.6598 4.539 3.2518 2.0628 4.0874 2.6598 4.539 3.2518 2.0628 4.0874 2.6598
26 2.842 5.3546 4.9996 6.9384 3.5834 3.7218 5.4502 6.602 6.0942 3.9356 3.051 5.167 2.3458 5.6474 2.5222 5.6612 3.6516 6.4108 2.837 2.0892 6.3102 2.7788 5.1264 6.6464 6.1568 0.0 4.3236 6.2254 2.7562 2.8556 2.5222 2.9628 0.0 0.0 2.6968 6.5928 2.6968 6.0008 7.1576 3.6042 6.5928 2.6968 6.0008 7.1576 3.6042 6.5928
27 3.4128 3.1254 1.32246 4.4272 2.0702 1.05664 1.77306 4.0908 3.297 4.0044 1.84978 2.5018 4.3006 3.4182 3.559 3.6154 3.9324 4.1816 3.4078 2.734 3.799 3.0596 2.9432 4.1352 2.6316 4.2338 0.0 3.9962 2.657 3.4244 3.559 4.0036 0.0 0.0 2.7476 4.0816 2.7476 3.7716 3.7744 3.137 4.0816 2.7476 3.7716 3.7744 3.137 4.0816
28 3.6276 2.7022 4.9952 2.9 4.0048 5.0214 5.4458 2.5634 3.5978 2.009 4.1884 3.4864 4.0854 3.1508 4.0468 1.40278 6.339 2.3224 3.6226 4.2388 3.8138 5.4664 3.184 4.15 4.5504 5.3904 4.9912 0.0 5.4438 5.0052 4.0468 3.0748 0.0 0.0 3.8152 2.5542 3.8152 1.91226 3.561 4.0258 2.5542 3.8152 1.91226 3.561 4.0258 2.5542
29 4.2732 5.2138 4.4228 6.7976 3.2564 3.145 4.8734 6.461 5.9534 5.1146 3.036 4.59 4.769 5.5064 4.1472 5.7036 2.1746 6.27 4.2682 2.7284 6.1694 2.704 4.9636 6.5056 5.58 4.05 3.7468 6.0846 0.0 3.4188 4.1472 4.864 0.0 0.0 3.3358 6.4518 3.3358 5.8598 7.0166 3.8974 6.4518 3.3358 5.8598 7.0166 3.8974 6.4518
30 1.78782 4.4604 3.6694 6.0442 2.2532 2.3916 4.12 5.7076 5.2 3.1454 1.72078 3.8368 1.89962 4.7532 1.46794 4.871 2.9514 5.5166 1.78288 0.75906 5.416 2.0786 3.8302 5.7522 4.8266 1.35878 2.9934 5.3312 2.056 0.0 1.46794 2.3786 0.0 0.0 1.36654 5.6986 1.36654 5.1066 6.2634 2.274 5.6986 1.36654 5.1066 6.2634 2.274 5.6986
31 0.47444 3.457 3.237 5.0408 1.63862 2.9172 3.6876 4.7044 4.1966 2.038 1.82228 3.4042 1.36224 3.7498 0.0 3.7636 3.7608 4.5132 0.42418 1.56856 4.4126 2.8882 3.2158 4.7488 4.3942 2.3502 3.233 4.3278 2.8656 2.335 0.0 1.06524 0.0 0.0 1.14506 4.6952 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
32 1.76038 2.791 4.04 4.3748 2.4416 3.7202 4.4906 4.0382 3.5306 1.37186 2.6254 3.2474 1.40982 3.0836 1.55014 3.0976 4.5638 3.8472 1.75544 2.3716 3.7466 3.6912 2.5628 4.0828 4.2372 2.715 4.036 3.6618 3.6686 3.138 1.55014 0.0 0.0 0.0 1.94812 4.029 1.94812 3.4372 4.594 2.4626 4.029 1.94812 3.4372 4.594 2.4626 4.029
33 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
34 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
35 1.27094 3.5316 2.8186 5.1154 1.22024 2.1458 3.2692 4.7788 4.2712 2.1124 1.05088 2.986 2.1588 3.8242 1.14506 3.8382 2.9494 4.5878 1.266 0.75716 4.4872 2.0766 2.7974 4.8234 3.9758 2.3328 2.7476 4.4024 2.0542 1.52356 1.14506 1.86176 0.0 0.0 0.0 4.7696 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
36 3.309 0.23574 3.8608 1.86954 3.6044 3.887 4.3114 1.53298 2.4634 1.69058 3.788 2.352 3.7668 2.0164 3.7284 0.7256 5.9386 1.29194 3.3042 3.9204 2.6794 5.0658 1.93956 3.0156 3.416 5.072 3.8568 1.10652 5.0434 4.6868 3.7284 2.7562 0.0 0.0 3.4968 0.0 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
37 1.27094 3.5316 2.8186 5.1154 1.22024 2.1458 3.2692 4.7788 4.2712 2.1124 1.05088 2.986 2.1588 3.8242 1.14506 3.8382 2.9494 4.5878 1.266 0.75716 4.4872 2.0766 2.7974 4.8234 3.9758 2.3328 2.7476 4.4024 2.0542 1.52356 1.14506 1.86176 0.0 0.0 0.0 4.7696 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
38 3.8522 2.9268 5.2198 3.1246 4.2296 5.246 5.6704 2.788 3.8224 2.2338 4.4132 3.7112 4.31 3.3756 4.2714 1.62748 6.5638 2.547 3.8472 4.4634 4.0384 5.691 3.4086 4.3746 4.775 5.6152 5.2158 0.22468 5.6684 5.2298 4.2714 3.2994 0.0 0.0 4.04 2.779 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
39 4.0096 0.9362 3.2292 1.13402 3.8048 3.2554 3.6798 0.79744 1.83182 2.391 3.9886 1.72052 4.4674 1.38488 4.4288 1.42608 6.131 1.54842 4.0046 4.6208 0.50578 5.2584 2.162 0.84202 2.7844 5.7726 3.2252 1.80698 4.8558 5.3872 4.4288 3.4568 0.0 0.0 4.1974 0.78828 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
40 2.2594 3.5882 2.7972 5.172 1.27678 1.5193 3.2478 4.8354 4.3278 3.083 0.42444 2.9644 3.0752 3.8808 2.1336 4.078 2.575 4.6444 2.2546 1.37672 4.5436 1.70226 2.984 4.88 3.9544 2.8764 2.1212 4.459 1.67976 2.0672 2.1336 2.8502 0.0 0.0 1.3222 4.8262 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
41 3.309 0.23574 3.8608 1.86954 3.6044 3.887 4.3114 1.53298 2.4634 1.69058 3.788 2.352 3.7668 2.0164 3.7284 0.7256 5.9386 1.29194 3.3042 3.9204 2.6794 5.0658 1.93956 3.0156 3.416 5.072 3.8568 1.10652 5.0434 4.6868 3.7284 2.7562 0.0 0.0 3.4968 0.0 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
42 1.27094 3.5316 2.8186 5.1154 1.22024 2.1458 3.2692 4.7788 4.2712 2.1124 1.05088 2.986 2.1588 3.8242 1.14506 3.8382 2.9494 4.5878 1.266 0.75716 4.4872 2.0766 2.7974 4.8234 3.9758 2.3328 2.7476 4.4024 2.0542 1.52356 1.14506 1.86176 0.0 0.0 0.0 4.7696 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
43 3.8522 2.9268 5.2198 3.1246 4.2296 5.246 5.6704 2.788 3.8224 2.2338 4.4132 3.7112 4.31 3.3756 4.2714 1.62748 6.5638 2.547 3.8472 4.4634 4.0384 5.691 3.4086 4.3746 4.775 5.6152 5.2158 0.22468 5.6684 5.2298 4.2714 3.2994 0.0 0.0 4.04 2.779 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
44 4.0096 0.9362 3.2292 1.13402 3.8048 3.2554 3.6798 0.79744 1.83182 2.391 3.9886 1.72052 4.4674 1.38488 4.4288 1.42608 6.131 1.54842 4.0046 4.6208 0.50578 5.2584 2.162 0.84202 2.7844 5.7726 3.2252 1.80698 4.8558 5.3872 4.4288 3.4568 0.0 0.0 4.1974 0.78828 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
45 2.2594 3.5882 2.7972 5.172 1.27678 1.5193 3.2478 4.8354 4.3278 3.083 0.42444 2.9644 3.0752 3.8808 2.1336 4.078 2.575 4.6444 2.2546 1.37672 4.5436 1.70226 2.984 4.88 3.9544 2.8764 2.1212 4.459 1.67976 2.0672 2.1336 2.8502 0.0 0.0 1.3222 4.8262 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
46 3.309 0.23574 3.8608 1.86954 3.6044 3.887 4.3114 1.53298 2.4634 1.69058 3.788 2.352 3.7668 2.0164 3.7284 0.7256 5.9386 1.29194 3.3042 3.9204 2.6794 5.0658 1.93956 3.0156 3.416 5.072 3.8568 1.10652 5.0434 4.6868 3.7284 2.7562 0.0 0.0 3.4968 0.0 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
;
param arr := 1 0.0 2 0.0 3 0.0 4 0.0 5 0.0 6 0.0 7 0.0 8 0.0 9 0.0 10 0.0 11 0.0 12 0.0 13 0.0 14 0.0 15 0.0 16 0.0 17 0.0 18 3.0 19 4.0 20 16.0 21 17.0 22 40.0 23 41.0 24 50.0 25 61.0 26 62.0 27 77.0 28 77.0 29 98.0 30 105.0 31 106.0 32 107.0 33 0.0 34 0.0 35 0.0 36 0.0 37 0.0 38 0.0 39 0.0 40 0.0 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0;
param dep := 1 127.0 2 127.0 3 127.0 4 127.0 5 127.0 6 127.0 7 127.0 8 127.0 9 127.0 10 127.0 11 127.0 12 127.0 13 127.0 14 127.0 15 127.0 16 127.0 17 15.0 18 18.0 19 19.0 20 31.0 21 32.0 22 55.0 23 56.0 24 65.0 25 76.0 26 77.0 27 92.0 28 92.0 29 113.0 30 120.0 31 121.0 32 122.0 33 127.0 34 127.0 35 127.0 36 127.0 37 127.0 38 127.0 39 127.0 40 127.0 41 127.0 42 127.0 43 127.0 44 127.0 45 127.0 46 127.0;
param d := 1 0.5 2 0.5 3 0.5 4 0.5 5 0.5 6 0.5 7 0.5 8 0.5 9 0.5 10 0.5 11 0.5 12 0.5 13 0.5 14 0.5 15 0.5 16 0.5 17 0.5 18 0.5 19 0.5 20 0.5 21 0.5 22 0.5 23 0.5 24 0.5 25 0.5 26 0.5 27 0.5 28 0.5 29 0.5 30 0.5 31 0.5 32 0.5 33 0.0 34 0.0 35 0.0 36 0.0 37 0.0 38 0.0 39 0.0 40 0.0 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0;
param l := 1 1.0 2 1.0 3 1.0 4 1.0 5 1.0 6 1.0 7 1.0 8 1.0 9 1.0 10 1.0 11 1.0 12 1.0 13 1.0 14 1.0 15 1.0 16 1.0 17 -1.0 18 -1.0 19 -1.0 20 -1.0 21 -1.0 22 -1.0 23 -1.0 24 -1.0 25 -1.0 26 -1.0 27 -1.0 28 -1.0 29 -1.0 30 -1.0 31 -1.0 32 -1.0 33 0.0 34 0.0 35 0.0 36 0.0 37 0.0 38 0.0 39 0.0 40 0.0 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0;
param u := 1 8 2 8 3 8 4 8 5 8 6 8 7 8 8 8 9 8 10 8 11 8 12 8 13 8 14 8 15 8 16 8;
param c := 1 3 2 3;
param Q := 3.5;
param Binit := 1 3.5 2 3.5;
param r := 0.7;
param beta:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46:=
1 0.0 0.28262377 0.35278243 0.4298379799999999 0.20422974 0.32305702 0.39468428999999994 0.39855100999999993 0.35136958999999995 0.15070541199999998 0.22129535999999997 0.32502755999999994 0.08789909699999998 0.30982094 0.1009437 0.31112223999999994 0.39182142999999997 0.38079756 0.130217373 0.18805644 0.3714282 0.31069466999999995 0.26141257999999995 0.4026965799999999 0.41704805999999994 0.20921185999999997 0.35242921999999993 0.36354603999999996 0.30861258999999996 0.25929332 0.1009437 0.060294806 0.0 0.0 0.158351479 0.39769586999999995 0.158351479 0.34266947 0.45019402999999997 0.2061631 0.39769586999999995 0.158351479 0.34266947 0.45019402999999997 0.2061631 0.39769586999999995
2 0.34040149 0.0 0.35337730999999994 0.15862475199999998 0.36784032999999994 0.3558126 0.3952605799999999 0.12733964099999998 0.22348897999999998 0.18995262 0.38490594999999994 0.21313435 0.38295399999999996 0.18194218899999998 0.37936613 0.05229552899999999 0.5848042199999999 0.10493683199999998 0.33993673999999996 0.39721252999999995 0.24356618 0.5036774599999999 0.21309717 0.27481596999999997 0.31203315 0.50425375 0.35300550999999997 0.087702043 0.5015953799999999 0.4684494099999999 0.37936613 0.28900013999999996 0.0 0.0 0.35783890999999995 0.126490078 0.35783890999999995 0.06681617799999999 0.22006841999999996 0.36977369 0.126490078 0.35783890999999995 0.06681617799999999 0.22006841999999996 0.36977369 0.126490078
3 0.24085204 0.21413820999999997 0.0 0.36135241999999995 0.21328306999999996 0.16220332699999998 0.20164572999999997 0.33008403999999997 0.28288403 0.29584125999999994 0.23034869 0.15617458999999997 0.32337305 0.24135396999999997 0.27981668 0.25968370999999996 0.42950335999999995 0.312312 0.24040587999999996 0.29766307999999997 0.30296122999999997 0.3483766 0.19722130999999998 0.33421101999999997 0.24819508999999998 0.44413368999999997 0.159398096 0.29507906999999994 0.31097352 0.36889995999999997 0.27981668 0.29576689999999994 0.0 0.0 0.25830804999999996 0.32922889999999994 0.25830804999999996 0.2742025 0.38172705999999995 0.21521642999999996 0.32922889999999994 0.25830804999999996 0.2742025 0.38172705999999995 0.21521642999999996 0.32922889999999994
4 0.3061773 0.143955383 0.22622171 0.0 0.27972372999999995 0.22865699999999997 0.26810497999999994 0.14351108199999998 0.09632780299999999 0.22564541999999999 0.29678934999999995 0.08598432699999999 0.35319140999999993 0.05478473 0.34516052999999997 0.18948787 0.49594402 0.21332024999999996 0.30573113999999996 0.36300693 0.11640128499999998 0.4148172599999999 0.127021752 0.14765479299999998 0.184873832 0.47450975 0.22584991 0.22490181999999997 0.37741417999999993 0.43424380999999995 0.34516052999999997 0.25925613999999997 0.0 0.0 0.32363330999999995 0.142661519 0.32363330999999995 0.20400665999999998 0.19515781999999998 0.28165708999999994 0.142661519 0.32363330999999995 0.20400665999999998 0.19515781999999998 0.28165708999999994 0.142661519
5 0.26033436 0.23362052999999997 0.16009336199999996 0.38083473999999995 0.0 0.130925652 0.20198034999999998 0.34954777 0.30236635 0.31530498999999995 0.14664535599999998 0.17564761499999998 0.34285537 0.2608177 0.299299 0.27914743999999997 0.34021558999999996 0.33179432 0.25986961 0.2288429 0.32244354999999997 0.25910742 0.21668503999999997 0.35369333999999997 0.26765881999999996 0.36823071999999996 0.15972156199999998 0.31456138999999994 0.22168574999999996 0.29301558 0.299299 0.31524921999999994 0.0 0.0 0.23008842999999998 0.34869262999999995 0.23008842999999998 0.29366623 0.40119078999999996 0.23469874999999996 0.34869262999999995 0.23008842999999998 0.29366623 0.40119078999999996 0.23469874999999996 0.34869262999999995
6 0.25005408999999995 0.22334025999999998 0.14981495099999997 0.37055446999999997 0.22246653 0.0 0.19170007999999997 0.33926749999999994 0.29208607999999997 0.30502471999999997 0.22598004 0.16536734499999997 0.33257509999999996 0.25053742999999995 0.28901872999999995 0.26886716999999993 0.41953912 0.32151405 0.24958933999999997 0.30686513 0.31216328 0.33843094999999995 0.20640477 0.34341306999999993 0.25737855 0.44755425 0.149443151 0.30428111999999996 0.30100928 0.37233911 0.28901872999999995 0.30496894999999996 0.0 0.0 0.26749151 0.33841235999999997 0.26749151 0.28338596 0.39092910999999997 0.22441847999999998 0.33841235999999997 0.26749151 0.28338596 0.39092910999999997 0.22441847999999998 0.33841235999999997
