param n := 20.0;
param numVehicles := 2.0;
set Origin := 41 43 44;
set O := 43 44;
param Ok := 1 43 2 44;
set S := 50 51 52 53 54;
set F := 42 45 46 47 48 49;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54:=
11 3.79 1.48776 3.4358 1.93604 3.8856 4.2092 2.9558 2.0398 1.53218 2.2984 0.0 1.3408 2.435 1.36244 4.2092 4.0842 5.386 4.2138 4.2092 3.7738 5.8314 2.2158 5.5132 2.8586 3.3336 4.2092 4.9588 2.0844 2.4848 0.75116 1.66336 2.58 2.435 2.5722 4.2092 3.1838 6.1826 4.5228 4.2092 3.6382 0.0 0.0 3.9776 2.0306 3.9776 1.43868 2.5954 3.5262 2.0306 3.9776 1.43868 2.5954 3.5262 2.0306
12 2.6888 1.6386 2.3346 2.0868 3.3904 3.108 3.1026 2.1906 1.68302 2.4492 0.31974 0.0 1.33374 0.021644 3.108 2.983 4.2848 3.7366 3.108 3.9248 4.8762 2.3666 4.412 2.1174 2.5924 3.108 4.0036 2.2352 2.6356 0.902 1.8142 1.47894 1.33374 1.471 3.108 2.7066 5.0814 3.4216 3.108 2.537 0.0 0.0 2.8766 2.1816 2.8766 1.58952 2.7464 2.563 2.1816 2.8766 1.58952 2.7464 2.563 2.1816
13 2.9618 1.9736 2.6076 1.09588 3.0454 3.381 2.1156 2.5256 2.018 1.4582 0.65474 1.82664 0.0 1.84828 3.381 3.256 4.6198 3.3736 3.381 4.2596 4.9912 2.7016 4.747 2.0184 2.4934 3.381 4.1186 2.5702 1.64464 1.23698 2.1492 1.81392 0.0 1.806 3.381 2.3436 5.4164 3.6946 3.381 2.872 0.0 0.0 3.1496 2.5164 3.1496 1.9245 3.0814 2.686 2.5164 3.1496 1.9245 3.0814 2.686 2.5164
14 2.6672 1.61696 2.313 2.0652 3.3688 3.0864 3.081 2.169 1.66138 2.4276 0.2981 1.47 1.3121 0.0 3.0864 2.9614 4.2632 3.715 3.0864 3.903 4.8546 2.345 4.3904 2.0958 2.5708 3.0864 3.982 2.2136 2.614 0.88036 1.79256 1.45728 1.3121 1.44936 3.0864 2.685 5.0598 3.4 3.0864 2.5154 0.0 0.0 2.8548 2.1598 2.8548 1.56786 2.7246 2.5414 2.1598 2.8548 1.56786 2.7246 2.5414 2.1598
15 0.47444 4.1522 1.33518 3.7754 2.275 0.0 2.9172 4.7044 4.1966 2.8118 3.4042 4.0052 3.3562 4.027 0.0 1.2515 2.4524 3.0092 0.0 6.4384 3.7608 4.8802 2.2626 2.51 2.413 0.0 2.8882 4.7488 4.3942 3.4156 4.3278 3.5014 3.3562 3.4936 0.0 2.3286 2.932 1.6902 0.0 2.2616 0.0 0.0 1.14506 4.6952 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
16 1.37738 4.3332 1.02324 3.4634 1.23504 1.2515 1.9172 4.8852 4.3776 2.4998 3.0924 4.1862 3.0444 4.2078 1.2515 0.0 2.2134 1.96926 1.2515 6.6194 2.7208 5.0612 2.0166 2.198 2.101 1.2515 1.84816 4.9298 4.0822 3.5966 4.5088 3.1896 3.0444 3.1816 1.2515 1.32856 2.686 1.37826 1.2515 1.94962 0.0 0.0 0.4401 4.8762 0.4401 4.2842 5.441 1.34756 4.8762 0.4401 4.2842 5.441 1.34756 4.8762
17 2.3792 5.587 2.8672 5.2614 2.519 2.0594 3.445 6.1392 5.6314 4.2976 4.8902 5.4402 4.8042 5.4618 2.0594 2.1914 0.0 2.7812 2.0594 7.8732 3.5328 6.315 1.44054 4.042 3.8988 2.0594 2.66 6.1836 5.8802 4.8504 5.7626 4.9494 4.8042 4.9414 2.0594 3.2104 1.34582 3.2222 2.0594 3.7094 0.0 0.0 2.42 6.13 2.42 5.538 6.6948 3.1914 6.13 2.42 5.538 6.6948 3.1914 6.13
18 4.1582 5.794 3.804 4.8462 1.99578 4.0322 3.03 6.346 5.8384 3.8826 4.475 5.647 4.989 5.6686 4.0322 2.9922 3.8674 0.0 4.0322 8.08 2.0596 6.522 4.0254 4.0128 3.4838 4.0322 2.5888 6.3906 5.465 5.0574 5.9696 5.1342 4.989 5.1264 4.0322 2.7954 3.0866 3.813 4.0322 4.4804 0.0 0.0 3.2208 6.3368 3.2208 5.7448 6.9016 3.7822 6.3368 3.2208 5.7448 6.9016 3.7822 6.3368
19 0.47444 4.1522 1.33518 3.7754 2.275 0.0 2.9172 4.7044 4.1966 2.8118 3.4042 4.0052 3.3562 4.027 0.0 1.2515 2.4524 3.0092 0.0 6.4384 3.7608 4.8802 2.2626 2.51 2.413 0.0 2.8882 4.7488 4.3942 3.4156 4.3278 3.5014 3.3562 3.4936 0.0 2.3286 2.932 1.6902 0.0 2.2616 0.0 0.0 1.14506 4.6952 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
20 4.9808 1.16654 4.6266 3.2068 5.1564 5.4 4.2266 1.76858 2.803 3.5692 2.6916 2.6116 3.7056 2.6332 5.4 5.2748 6.5288 5.4846 5.4 0.0 7.1022 1.94452 6.656 4.1294 4.6044 5.4 6.2294 1.82516 2.8916 1.86592 2.1302 3.8508 3.7056 3.843 5.4 4.4546 7.3252 5.7136 5.4 4.829 0.0 0.0 5.1684 1.75944 5.1684 1.90544 1.17426 4.7968 1.75944 5.1684 1.90544 1.17426 4.7968 1.75944
21 2.3614 4.7572 2.0072 3.8096 1.06708 2.2356 1.99324 5.3094 4.8016 2.8458 3.4384 4.6102 3.7784 4.632 2.2356 1.1956 2.4254 0.9133 2.2356 7.0434 0.0 5.4852 2.2288 2.8362 2.447 2.2356 0.7922 5.3538 4.4282 4.0206 4.9328 3.9236 3.7784 3.9156 2.2356 1.75862 2.692 2.0164 2.2356 2.6836 0.0 0.0 1.42414 5.3002 1.42414 4.7082 5.865 1.9856 5.3002 1.42414 4.7082 5.865 1.9856 5.3002
22 3.4548 2.0946 3.1006 1.60082 3.5504 3.874 2.6206 1.7046 1.19696 1.96316 1.08568 1.00558 2.0996 1.02722 3.874 3.749 5.0508 3.8786 3.874 3.4386 5.4962 0.0 5.178 2.5234 2.9984 3.874 4.6236 1.74918 2.1496 1.66794 2.5802 2.2448 2.0996 2.237 3.874 2.8486 5.8474 4.1876 3.874 3.303 0.0 0.0 3.6424 1.69544 3.6424 2.3554 2.2602 3.191 1.69544 3.6424 2.3554 2.2602 3.191 1.69544
23 1.49682 4.7046 1.98468 4.425 2.6564 1.17694 3.5666 5.2566 4.749 3.4612 4.0538 4.5576 3.9218 4.5794 1.17694 1.901 1.26486 3.3906 1.17694 6.9908 4.1424 5.4326 0.0 3.1596 3.0624 1.17694 3.2696 5.3012 5.0436 3.968 4.8802 4.067 3.9218 4.059 1.17694 2.978 2.4354 2.3396 1.17694 2.827 0.0 0.0 1.79456 5.2476 1.79456 4.6556 5.8124 2.309 5.2476 1.79456 4.6556 5.8124 2.309 5.2476
24 1.1848 3.9726 0.83066 3.025 1.73646 1.60404 2.1666 4.5246 4.017 2.0612 2.6538 3.8256 2.3438 3.8474 1.60404 1.47898 3.1628 2.4706 1.60404 6.2588 3.2224 4.7006 3.284 0.0 1.66244 1.60404 2.3496 4.5692 3.6436 3.236 4.1482 2.489 2.3438 2.481 1.60404 1.578 3.9534 1.91768 1.60404 1.24904 0.0 0.0 1.37254 4.5156 1.37254 3.9236 5.0804 0.90898 4.5156 1.37254 3.9236 5.0804 0.90898 4.5156
25 3.323 3.7308 2.9688 1.47908 1.89664 3.469 0.9668 3.7088 2.9152 1.8194 2.412 2.7238 3.356 2.7454 3.469 2.4292 4.253 2.2248 3.469 5.0008 3.8424 3.8848 4.0562 2.3796 0.0 3.469 2.9698 3.7534 2.2498 2.9942 3.9064 3.5012 3.356 3.4932 3.469 1.19484 4.7256 3.0818 3.469 3.3872 0.0 0.0 2.6576 3.6996 2.6576 3.6818 3.8226 3.0472 3.6996 2.6576 3.6818 3.8226 3.0472 3.6996
26 0.47444 4.1522 1.33518 3.7754 2.275 0.0 2.9172 4.7044 4.1966 2.8118 3.4042 4.0052 3.3562 4.027 0.0 1.2515 2.4524 3.0092 0.0 6.4384 3.7608 4.8802 2.2626 2.51 2.413 0.0 2.8882 4.7488 4.3942 3.4156 4.3278 3.5014 3.3562 3.4936 0.0 2.3286 2.932 1.6902 0.0 2.2616 0.0 0.0 1.14506 4.6952 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
27 3.2364 5.6322 2.8822 4.6844 1.94204 3.1106 2.8682 6.1842 5.6766 3.7208 4.3134 5.4852 4.6534 5.5068 3.1106 2.0706 2.9456 1.78826 3.1106 7.9184 1.13788 6.3602 3.1036 3.711 3.322 3.1106 0.0 6.2288 5.3032 4.8956 5.8078 4.7986 4.6534 4.7906 3.1106 2.6336 2.165 2.8912 3.1106 3.5586 0.0 0.0 2.2992 6.1752 2.2992 5.5832 6.74 2.8606 6.1752 2.2992 5.5832 6.74 2.8606 6.1752
28 4.3134 0.49914 3.9592 2.5394 4.489 4.7326 3.5592 1.1012 2.1356 2.9018 2.0242 1.94418 3.0382 1.96582 4.7326 4.6076 5.8614 4.8172 4.7326 2.2312 6.4348 1.27714 5.9886 3.462 3.937 4.7326 5.5622 0.0 3.0362 1.19854 1.46274 3.1834 3.0382 3.1756 4.7326 3.7872 6.658 5.0462 4.7326 4.1616 0.0 0.0 4.501 1.09204 4.501 1.23806 1.31888 4.1296 1.09204 4.501 1.23806 1.31888 4.1296 1.09204
29 4.3512 3.059 3.997 2.4972 4.4468 4.7704 3.517 2.669 2.0934 2.8596 1.98212 1.90202 2.9962 1.92366 4.7704 4.6454 5.9472 4.775 4.7704 3.241 6.3926 2.845 6.0744 3.4198 3.8948 4.7704 5.52 2.7136 0.0 2.5644 3.4766 3.1414 2.9962 3.1334 4.7704 3.745 6.7438 5.084 4.7704 4.1994 0.0 0.0 4.539 2.6598 4.539 3.2518 2.0628 4.0874 2.6598 4.539 3.2518 2.0628 4.0874 2.6598
30 3.7036 0.80936 3.3494 2.8496 4.7992 4.1228 3.8694 1.4114 2.4458 3.212 2.3344 2.2544 2.9066 2.276 4.1228 3.9978 5.2516 5.1274 4.1228 3.3214 6.333 1.58734 5.3788 3.6902 4.1652 4.1228 5.4604 2.998 3.3984 0.0 0.98496 3.0516 2.9066 3.0438 4.1228 4.0974 6.0482 4.4364 4.1228 3.5518 0.0 0.0 3.8912 1.40226 3.8912 0.76026 2.409 4.0198 1.40226 3.8912 0.76026 2.409 4.0198 1.40226
31 3.6276 1.96136 3.2734 4.0016 4.8532 4.0468 5.0214 2.5634 3.5978 4.364 3.4864 3.4064 3.7566 3.428 4.0468 3.9218 5.1756 5.5874 4.0468 4.4734 6.339 2.7394 5.3028 4.5402 4.7792 4.0468 5.4664 4.15 4.5504 2.6608 0.0 3.9016 3.7566 3.8938 4.0468 4.6948 5.9722 4.3604 4.0468 3.4758 0.0 0.0 3.8152 2.5542 3.8152 1.91226 3.561 4.0258 2.5542 3.8152 1.91226 3.561 4.0258 2.5542
32 1.67408 3.516 1.31994 2.5682 2.0218 2.0934 1.7159 4.068 3.5604 1.60452 2.197 3.369 1.70704 3.3906 2.0934 1.96826 3.6522 2.35 2.0934 5.802 3.7116 4.2438 3.7734 0.73078 1.20572 2.0934 2.8388 4.1126 3.187 2.7792 3.6916 0.0 1.70704 1.8443 2.0934 1.31996 4.4426 2.407 2.0934 1.73832 0.0 0.0 1.86182 4.0588 1.86182 3.4668 4.6236 1.39826 4.0588 1.86182 3.4668 4.6236 1.39826 4.0588
33 2.9618 1.9736 2.6076 1.09588 3.0454 3.381 2.1156 2.5256 2.018 1.4582 0.65474 1.82664 0.0 1.84828 3.381 3.256 4.6198 3.3736 3.381 4.2596 4.9912 2.7016 4.747 2.0184 2.4934 3.381 4.1186 2.5702 1.64464 1.23698 2.1492 1.81392 0.0 1.806 3.381 2.3436 5.4164 3.6946 3.381 2.872 0.0 0.0 3.1496 2.5164 3.1496 1.9245 3.0814 2.686 2.5164 3.1496 1.9245 3.0814 2.686 2.5164
34 1.68202 3.5238 1.32788 2.5762 2.0296 2.1012 1.72384 4.0758 3.5682 1.61244 2.205 3.3768 1.71498 3.3986 2.1012 1.9762 3.66 2.3578 2.1012 5.81 3.7196 4.2518 3.7814 0.73872 1.21366 2.1012 2.8468 4.1204 3.1948 2.7872 3.6994 0.0079352 1.71498 0.0 2.1012 1.32788 4.4506 2.4148 2.1012 1.74624 0.0 0.0 1.86976 4.0668 1.86976 3.4748 4.6316 1.4062 4.0668 1.86976 3.4748 4.6316 1.4062 4.0668
35 0.47444 4.1522 1.33518 3.7754 2.275 0.0 2.9172 4.7044 4.1966 2.8118 3.4042 4.0052 3.3562 4.027 0.0 1.2515 2.4524 3.0092 0.0 6.4384 3.7608 4.8802 2.2626 2.51 2.413 0.0 2.8882 4.7488 4.3942 3.4156 4.3278 3.5014 3.3562 3.4936 0.0 2.3286 2.932 1.6902 0.0 2.2616 0.0 0.0 1.14506 4.6952 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
36 2.4944 3.4468 2.1402 2.4992 0.89004 2.3686 0.68288 3.999 3.4914 1.5355 2.128 3.3 2.7274 3.3216 2.3686 1.32856 3.2204 1.31694 2.3686 5.733 2.8098 4.1748 3.0236 1.75108 1.13672 2.3686 1.93716 4.0436 3.118 2.7102 3.6224 2.8726 2.7274 2.8646 2.3686 0.0 3.693 1.98126 2.3686 2.6486 0.0 0.0 1.5571 3.9898 1.5571 3.3978 4.5546 1.95056 3.9898 1.5571 3.3978 4.5546 1.95056 3.9898
37 2.9618 6.1696 3.3996 5.6578 2.9154 2.6418 3.8416 6.7216 6.214 4.6942 5.2866 6.0226 5.3866 6.0442 2.6418 2.588 2.0338 3.0196 2.6418 8.4556 3.7712 6.8976 1.83702 4.5744 4.2954 2.6418 2.8986 6.7662 6.2766 5.433 6.3452 5.5318 5.3866 5.524 2.6418 3.607 0.0 3.7546 2.6418 4.292 0.0 0.0 2.8164 6.7124 2.8164 6.1204 7.2772 3.724 6.7124 2.8164 6.1204 7.2772 3.724 6.7124
38 0.8672 3.715 0.51306 3.0114 2.1848 1.28644 2.827 4.267 3.7594 2.7216 2.5702 3.568 2.0262 3.5898 1.28644 1.16138 2.8452 2.919 1.28644 6.0012 3.6708 4.443 2.9664 2.42 2.3228 1.28644 2.798 4.3116 3.56 2.9784 3.8906 2.1714 2.0262 2.1634 1.28644 2.2384 3.6358 0.0 1.28644 0.93144 0.0 0.0 1.05496 4.258 1.05496 3.666 4.8228 1.56938 4.258 1.05496 3.666 4.8228 1.56938 4.258
39 0.47444 4.1522 1.33518 3.7754 2.275 0.0 2.9172 4.7044 4.1966 2.8118 3.4042 4.0052 3.3562 4.027 0.0 1.2515 2.4524 3.0092 0.0 6.4384 3.7608 4.8802 2.2626 2.51 2.413 0.0 2.8882 4.7488 4.3942 3.4156 4.3278 3.5014 3.3562 3.4936 0.0 2.3286 2.932 1.6902 0.0 2.2616 0.0 0.0 1.14506 4.6952 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
40 1.58582 3.1496 1.23168 2.272 2.1374 2.005 2.5676 3.7016 3.194 2.4622 1.83078 3.0026 1.28678 3.0244 2.005 1.88 3.5638 2.8716 2.005 5.4358 3.6234 3.8776 3.6852 2.0706 2.0634 2.005 2.7506 3.7462 2.8206 2.413 3.3252 1.43198 1.28678 1.42404 2.005 1.979 4.3544 2.3186 2.005 0.0 0.0 0.0 1.77356 3.6926 1.77356 3.1006 4.2574 1.31 3.6926 1.77356 3.1006 4.2574 1.31 3.6926
41 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
42 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
43 1.27094 4.2268 0.91682 3.357 1.46358 1.14506 2.1458 4.7788 4.2712 2.3934 2.986 4.0798 2.938 4.1014 1.14506 0.4401 2.442 2.1978 1.14506 6.5128 2.9494 4.9548 2.2452 2.0916 1.99458 1.14506 2.0766 4.8234 3.9758 3.4902 4.4024 3.083 2.938 3.0752 1.14506 1.5571 2.9144 1.27182 1.14506 1.84318 0.0 0.0 0.0 4.7696 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
44 3.309 0.93092 2.955 2.8672 4.4528 3.7284 3.887 1.53298 2.4634 3.2296 2.352 2.272 2.512 2.2936 3.7284 3.6032 4.8572 4.915 3.7284 3.443 5.9386 1.7089 4.9844 3.2958 3.7708 3.7284 5.0658 3.0156 3.416 0.194312 1.10652 2.6572 2.512 2.6494 3.7284 3.885 5.6536 4.042 3.7284 3.1574 0.0 0.0 3.4968 0.0 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
45 1.27094 4.2268 0.91682 3.357 1.46358 1.14506 2.1458 4.7788 4.2712 2.3934 2.986 4.0798 2.938 4.1014 1.14506 0.4401 2.442 2.1978 1.14506 6.5128 2.9494 4.9548 2.2452 2.0916 1.99458 1.14506 2.0766 4.8234 3.9758 3.4902 4.4024 3.083 2.938 3.0752 1.14506 1.5571 2.9144 1.27182 1.14506 1.84318 0.0 0.0 0.0 4.7696 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
46 3.8522 2.186 3.498 4.2264 5.0778 4.2714 5.246 2.788 3.8224 4.5886 3.7112 3.631 3.9812 3.6528 4.2714 4.1464 5.4002 5.8122 4.2714 4.6982 6.5638 2.964 5.5276 4.765 5.0038 4.2714 5.691 4.3746 4.775 2.8854 0.22468 4.1264 3.9812 4.1184 4.2714 4.9194 6.1968 4.5852 4.2714 3.7004 0.0 0.0 4.04 2.779 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
47 4.0096 1.1874 3.6554 2.2356 4.1852 4.4288 3.2554 0.79744 1.83182 2.598 1.72052 1.64042 2.7346 1.66208 4.4288 4.3038 5.5576 4.5134 4.4288 2.9194 6.131 0.97338 5.6848 3.1582 3.6332 4.4288 5.2584 0.84202 2.7844 0.89478 1.80698 2.8798 2.7346 2.8718 4.4288 3.4834 6.3542 4.7424 4.4288 3.8578 0.0 0.0 4.1974 0.78828 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
48 2.2594 4.2834 1.90536 3.3356 1.08914 2.1336 1.5193 4.8354 4.3278 2.372 2.9644 4.1364 3.1244 4.158 2.1336 1.09366 2.9856 1.82336 2.1336 6.5694 2.575 5.0112 2.7888 2.1482 1.97312 2.1336 1.70226 4.88 3.9544 3.5468 4.459 3.2696 3.1244 3.2618 2.1336 0.93068 3.458 1.74636 2.1336 2.4138 0.0 0.0 1.3222 4.8262 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
49 3.309 0.93092 2.955 2.8672 4.4528 3.7284 3.887 1.53298 2.4634 3.2296 2.352 2.272 2.512 2.2936 3.7284 3.6032 4.8572 4.915 3.7284 3.443 5.9386 1.7089 4.9844 3.2958 3.7708 3.7284 5.0658 3.0156 3.416 0.194312 1.10652 2.6572 2.512 2.6494 3.7284 3.885 5.6536 4.042 3.7284 3.1574 0.0 0.0 3.4968 0.0 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
50 1.27094 4.2268 0.91682 3.357 1.46358 1.14506 2.1458 4.7788 4.2712 2.3934 2.986 4.0798 2.938 4.1014 1.14506 0.4401 2.442 2.1978 1.14506 6.5128 2.9494 4.9548 2.2452 2.0916 1.99458 1.14506 2.0766 4.8234 3.9758 3.4902 4.4024 3.083 2.938 3.0752 1.14506 1.5571 2.9144 1.27182 1.14506 1.84318 0.0 0.0 0.0 4.7696 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
51 3.8522 2.186 3.498 4.2264 5.0778 4.2714 5.246 2.788 3.8224 4.5886 3.7112 3.631 3.9812 3.6528 4.2714 4.1464 5.4002 5.8122 4.2714 4.6982 6.5638 2.964 5.5276 4.765 5.0038 4.2714 5.691 4.3746 4.775 2.8854 0.22468 4.1264 3.9812 4.1184 4.2714 4.9194 6.1968 4.5852 4.2714 3.7004 0.0 0.0 4.04 2.779 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
52 4.0096 1.1874 3.6554 2.2356 4.1852 4.4288 3.2554 0.79744 1.83182 2.598 1.72052 1.64042 2.7346 1.66208 4.4288 4.3038 5.5576 4.5134 4.4288 2.9194 6.131 0.97338 5.6848 3.1582 3.6332 4.4288 5.2584 0.84202 2.7844 0.89478 1.80698 2.8798 2.7346 2.8718 4.4288 3.4834 6.3542 4.7424 4.4288 3.8578 0.0 0.0 4.1974 0.78828 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
