param n := 24.0;
param numVehicles := 2.0;
set Origin := 49 51 52;
set O := 51 52;
param Ok := 1 51 2 52;
set S := 58 59 60 61 62;
set F := 50 53 54 55 56 57;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62:=
11 5.796 2.3986 2.4098 1.68996 1.23096 3.9944 4.6112 1.46164 5.3258 0.41052 0.0 1.73786 2.2328 3.9644 1.41688 4.7324 0.72524 3.9116 3.9148 4.0386 4.0776 1.3273 5.4718 1.85478 4.2328 3.6494 3.6696 3.729 1.00042 3.8768 4.6112 2.0224 3.7652 4.2872 1.45544 5.4324 2.2328 2.3754 2.0882 6.0922 1.50324 4.331 2.5776 4.0386 4.9604 2.9138 1.34796 3.6296 0.0 0.0 1.31814 3.9356 3.8072 0.67616 2.325 3.9356 1.31814 3.8072 0.67616 2.325 3.9356 1.31814
12 5.4124 2.8108 2.822 1.71822 1.6432 3.6108 4.3794 1.07788 4.9422 0.82276 1.69576 0.0 2.645 3.5808 1.82914 4.5306 1.1375 3.9398 3.531 3.655 4.106 1.73954 5.0882 1.47102 3.849 3.2656 3.2858 3.3452 0.70668 3.905 4.3794 1.63866 3.7934 4.3156 1.8677 5.0488 2.645 2.4038 2.5004 5.7086 1.91548 3.9472 2.6058 3.655 4.5766 2.9422 0.9642 3.2458 0.0 0.0 1.73038 3.5518 3.4234 1.0884 2.7372 3.5518 1.73038 3.4234 1.0884 2.7372 3.5518 1.73038
13 6.3632 2.0458 2.0568 1.33712 0.87812 3.7236 4.2582 2.0288 5.005 1.49368 1.15866 2.305 0.0 4.0316 1.06404 4.3796 0.3724 3.5586 3.9818 4.6058 3.7248 0.97446 5.531 2.342 4.2998 3.7164 4.2368 3.7962 1.43558 3.524 4.2582 2.5896 3.4122 3.9344 1.1026 5.9996 0.0 2.0226 1.73536 6.6594 1.15038 4.8982 2.2248 4.6058 5.5276 2.561 1.91512 4.1968 0.0 0.0 0.9653 4.0028 4.3744 1.1113 1.97214 4.0028 0.9653 4.3744 1.1113 1.97214 4.0028 0.9653
14 4.4016 4.3402 4.3512 2.5316 3.6146 0.76202 1.56066 3.3792 2.3074 2.844 2.509 3.6554 4.6664 0.0 3.8504 1.6819 3.1588 1.82504 1.74828 3.1702 1.99122 3.7108 2.8334 2.2844 2.0662 2.1888 2.8012 2.2686 3.434 1.79032 1.56066 3.3698 2.7766 2.2008 3.839 4.286 4.6664 1.96504 4.5218 4.6218 3.8868 3.2966 3.4192 3.1702 3.066 3.7554 3.0076 2.7612 0.0 0.0 3.7016 2.4752 2.4256 3.1098 4.2666 2.4752 3.7016 2.4256 3.1098 4.2666 2.4752 3.7016
15 6.7654 1.0697 1.08084 1.7392 1.2802 4.1258 4.6604 2.4308 5.4072 1.89576 1.56074 2.7072 1.50208 4.4338 0.0 4.7816 0.77448 3.9608 4.384 5.008 4.127 1.37654 5.933 2.744 4.702 4.1186 4.6388 4.1982 1.83766 3.7938 4.6604 2.9916 3.1642 4.3366 1.50468 6.4018 1.50208 2.4248 0.75932 7.0616 1.55248 5.3002 1.31074 5.008 5.9296 1.64698 2.3172 4.5988 0.0 0.0 1.36738 4.4048 4.7764 1.5134 0.9961 4.4048 1.36738 4.7764 1.5134 0.9961 4.4048 1.36738
16 2.8568 5.0994 5.1104 3.2908 4.3738 1.52126 0.37504 4.1384 0.76264 3.6032 3.2682 4.4146 5.4256 1.31526 4.6096 0.0 3.918 1.12628 1.2655 2.2864 2.0784 4.47 1.28862 3.0436 1.5835 1.75008 2.4624 2.1878 4.1932 2.5496 0.37504 3.281 3.3778 2.288 4.5982 2.7412 5.4256 2.7242 5.281 3.077 4.646 2.3458 4.1784 2.2864 1.52118 4.5146 3.6988 2.4224 0.0 0.0 4.461 2.0364 1.4749 3.869 5.0258 2.0364 4.461 1.4749 3.869 5.0258 2.0364 4.461
17 6.3276 3.11 3.1212 1.30146 0.84244 3.688 4.2226 1.99312 4.9694 1.458 1.12298 2.2694 3.2804 3.996 2.4644 4.3438 0.0 3.523 3.9462 4.5702 3.6892 0.93878 5.4954 2.3062 4.2642 3.6808 4.201 3.7604 2.048 3.4882 4.2226 2.554 3.3766 3.8988 1.06692 5.964 3.2804 1.98696 3.1356 6.6238 1.11472 4.8624 2.1892 4.5702 5.4918 2.5254 1.87944 4.161 0.0 0.0 0.92962 3.967 4.3386 1.72364 3.0364 3.967 0.92962 4.3386 1.72364 3.0364 3.967 0.92962
18 5.092 4.5404 4.5516 3.5618 4.3628 1.79236 2.251 4.4096 2.9978 3.8744 3.5394 4.6858 5.5768 2.4884 4.7608 2.3722 4.1892 0.0 2.4386 3.9274 1.10154 4.4592 3.5238 3.3146 2.7566 3.2192 3.8314 3.2988 4.4642 1.80864 2.251 4.4 2.689 1.31114 4.5874 4.9764 5.5768 2.9954 5.268 5.3122 4.6352 3.9868 4.1676 3.9274 3.7562 4.5038 4.0378 3.7914 0.0 0.0 4.45 3.5054 3.116 4.14 4.4668 3.5054 4.45 3.116 4.14 4.4668 3.5054 4.45
19 4.4514 4.3898 4.401 2.5812 3.6642 0.8118 1.61042 3.429 2.3572 2.8938 2.5588 3.7052 4.7162 0.049762 3.9002 1.73166 3.2086 1.87482 0.0 3.22 2.041 3.7606 2.8832 2.334 2.116 2.2386 2.8508 2.3182 3.4838 1.84008 1.61042 3.4196 2.8264 2.2506 3.8888 4.3358 4.7162 2.0148 4.5716 4.6716 3.9366 3.3464 3.469 3.22 3.1158 3.8052 3.0572 2.8108 0.0 0.0 3.7514 2.525 2.4754 3.1594 4.3162 2.525 3.7514 2.4754 3.1594 4.3162 2.525 3.7514
20 2.84 5.3336 5.3448 3.525 4.608 2.3264 2.4222 3.4026 2.8378 3.8376 3.5026 3.2368 5.6598 1.68838 4.844 2.7342 4.1522 3.1734 1.63862 0.0 3.5556 4.7044 2.9838 3.2778 1.95662 1.3732 1.41748 1.81086 3.735 3.3546 2.4222 2.0652 4.341 3.7652 4.8324 2.7176 5.6598 3.5294 5.5152 3.0602 4.8802 1.2989 4.4126 0.0 1.60032 4.7488 2.771 0.4091 0.0 0.0 4.6952 1.6595 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
21 5.046 3.534 3.5452 3.516 3.9704 1.7465 2.2052 4.3636 2.952 3.8286 3.4936 4.6398 5.1784 2.4426 3.8042 2.3264 4.1432 1.50554 2.3928 3.8816 0.0 4.0668 3.4778 3.2688 2.7108 3.1734 3.7856 3.253 4.4184 1.7628 2.2052 4.3542 1.6826 0.6253 4.195 4.9306 5.1784 2.9496 4.2616 5.2664 4.2428 3.941 3.7752 3.8816 3.7104 4.1114 3.992 3.7456 0.0 0.0 4.0576 3.4596 3.0702 4.0942 3.4604 3.4596 4.0576 3.0702 4.0942 3.4604 3.4596 4.0576
22 5.8554 2.5098 2.521 0.7012 1.7842 3.0878 3.6224 2.8008 4.3692 2.2658 1.93074 3.0772 2.998 3.3958 2.1822 3.7436 2.2704 2.9228 3.346 4.0498 3.089 0.0 4.895 1.706 3.664 3.0806 3.6808 3.1602 2.8556 2.888 3.6224 2.7914 2.7764 3.2986 0.128148 5.4918 2.998 1.38672 2.8534 6.1516 0.175938 4.3902 1.58886 4.0498 4.9716 1.9251 2.4292 3.6408 0.0 0.0 1.87138 3.3668 3.8184 2.5314 2.4362 3.3668 1.87138 3.8184 2.5314 2.4362 3.3668 1.87138
23 2.2294 6.692 6.703 4.8832 5.9662 3.1138 1.9676 5.321 1.4952 5.1958 4.8608 5.1552 7.0182 2.7678 6.2022 2.2796 5.5106 2.7188 2.718 2.9888 3.671 6.0626 0.0 4.636 3.036 2.4526 3.165 2.8902 5.6534 4.142 1.9676 3.9836 4.9704 3.8806 6.1908 2.7904 7.0182 4.3168 6.8736 2.1716 6.2386 3.0484 5.771 2.9888 2.2238 6.1072 4.6892 3.1248 0.0 0.0 6.0534 2.739 2.1774 5.4614 6.6184 2.739 6.0534 2.1774 5.4614 6.6184 2.739 6.0534
24 5.7674 2.886 2.897 2.0734 1.7183 3.9658 4.7344 1.43298 5.2972 0.89786 0.56284 1.7092 2.7202 3.9358 1.90422 4.8856 1.21258 4.2948 3.886 4.01 4.461 1.81464 5.4432 0.0 4.204 3.6206 3.641 3.7002 1.48776 4.26 4.7344 1.99376 4.1484 4.6706 1.94278 5.4038 2.7202 2.7588 2.5756 6.0636 1.99058 4.3024 2.961 4.01 4.9318 3.2972 1.3193 3.6008 0.0 0.0 1.80548 3.907 3.7786 1.16348 2.8124 3.907 1.80548 3.7786 1.16348 2.8124 3.907 1.80548
25 4.2568 4.7272 4.7384 2.9186 4.0016 2.0412 2.2018 2.9004 2.7646 3.2312 2.8962 3.1766 5.0536 1.40318 4.2376 2.661 3.546 3.1002 1.35342 2.0694 3.2704 4.098 2.9106 2.6714 0.0 1.088 1.70028 1.16764 3.7732 3.0694 2.2018 2.411 3.6678 3.48 4.2262 3.8932 5.0536 2.3522 4.909 4.547 4.274 2.7916 3.8064 2.0694 2.9912 4.1426 2.2686 1.66026 0.0 0.0 4.0888 1.3743 1.83786 3.4968 4.6536 1.3743 4.0888 1.83786 3.4968 4.6536 1.3743 4.0888
26 4.3146 4.771 4.7822 2.9624 4.0454 1.193 1.40562 3.5702 2.2464 3.275 2.94 3.8464 5.0974 0.555 4.2814 2.0628 3.5898 2.256 0.50524 2.7392 2.4222 4.1418 2.7464 2.7152 0.82324 0.0 2.37 1.83748 3.865 2.2212 1.40562 3.0808 3.2076 2.6318 4.27 4.199 5.0974 2.396 4.9528 4.5348 4.3178 3.1416 3.8502 2.7392 2.979 4.1864 2.9384 2.33 0.0 0.0 4.1326 2.0442 2.2706 3.5406 4.6974 2.0442 4.1326 2.2706 3.5406 4.6974 2.0442 4.1326
27 2.7878 5.0404 5.0516 3.2318 4.3148 2.7722 2.868 3.1094 3.2836 3.5444 3.2094 2.9436 5.3666 2.1342 4.5506 3.1802 3.859 3.6194 2.0846 0.60046 4.0014 4.4112 3.4296 2.9846 2.4026 1.8191 0.0 2.2568 3.4418 3.8006 2.868 1.77202 4.787 4.211 4.5392 2.4244 5.3666 3.7452 5.222 3.0842 4.587 1.3228 4.1194 0.60046 2.0082 4.4556 2.4778 0.191372 0.0 0.0 4.402 2.1054 1.59098 3.81 4.9668 2.1054 4.402 1.59098 3.81 4.9668 2.1054 4.402
28 4.4406 4.6452 4.6562 2.8366 3.9196 2.465 2.6256 2.7142 3.1884 3.149 2.814 2.5484 4.9714 1.82702 4.1554 3.0848 3.4638 3.524 1.77726 2.4932 3.6942 4.0158 3.3344 2.5894 2.0952 1.51184 2.1242 0.0 3.0466 3.4934 2.6256 1.37676 3.7596 3.9038 4.144 4.077 4.9714 2.444 4.8268 4.7368 4.1918 2.9756 3.7242 2.4932 3.415 4.0604 2.0824 2.0842 0.0 0.0 4.0066 1.79814 2.2618 3.4146 4.5716 1.79814 4.0066 2.2618 3.4146 4.5716 1.79814 4.0066
29 5.9148 2.8194 2.8306 2.1108 1.65174 4.1132 4.8818 1.58042 5.4446 1.3253 1.93228 1.85664 2.6536 4.0832 1.83766 5.0332 1.14602 4.3322 4.0336 4.1574 4.4984 1.74808 5.5906 1.97356 4.3516 3.768 3.7884 3.8478 0.0 4.2976 4.8818 2.1412 4.1858 4.708 1.87622 5.5512 2.6536 2.7962 2.509 6.211 1.92402 4.4498 2.9984 4.1574 5.0792 3.3346 1.46674 3.7484 0.0 0.0 1.73892 4.0544 3.926 1.09694 2.7458 4.0544 1.73892 3.926 1.09694 2.7458 4.0544 1.73892
30 6.1542 2.9308 2.942 3.3282 3.3672 2.9926 3.5274 4.1758 4.274 3.6408 3.3058 4.452 4.575 3.3006 3.201 3.6486 3.8534 2.8278 3.251 3.9668 2.1058 3.4636 4.8 3.081 3.569 2.9856 3.5978 3.0652 4.2306 0.0 3.5274 4.1664 1.07932 2.3154 3.5916 5.7908 4.575 2.7616 3.6584 6.4446 3.6394 4.6892 3.1718 3.9668 4.8886 3.508 3.8042 3.5578 0.0 0.0 3.4544 3.2718 3.7354 3.9064 2.8572 3.2718 3.4544 3.7354 3.9064 2.8572 3.2718 3.4544
31 3.0826 5.2172 5.2284 3.4086 4.4916 1.6391 0.0 4.1032 0.9885 3.7212 3.3862 4.3794 5.5434 1.08796 4.7276 0.80498 4.0358 1.24412 1.0382 2.5122 2.1962 4.588 1.51448 3.1614 1.3562 1.82278 2.6882 2.2604 4.311 2.6674 0.0 3.5036 3.4958 2.4058 4.716 2.9672 5.5434 2.8422 5.3988 3.303 4.7638 2.5716 4.2962 2.5122 1.74704 4.6324 3.4714 2.6482 0.0 0.0 4.5788 2.109 1.70076 3.9868 5.1436 2.109 4.5788 1.70076 3.9868 5.1436 2.109 4.5788
32 4.1286 3.6292 3.6402 1.82054 2.9036 3.277 3.4168 1.69822 3.8324 2.133 1.79808 1.52664 3.9554 2.639 3.1394 3.729 2.4478 4.042 2.5892 2.3712 4.2082 2.9998 3.9784 1.57334 2.9072 2.3238 2.0022 2.4036 2.0248 4.0074 3.4168 0.0 3.8956 4.4178 3.128 3.765 3.9554 2.506 3.8108 4.4248 3.1758 2.6636 2.7082 2.3712 3.293 3.0444 1.06652 1.96214 0.0 0.0 2.9908 2.6102 2.1398 2.3988 3.5556 2.6102 2.9908 2.1398 2.3988 3.5556 2.6102 2.9908
33 5.2654 3.59 3.6012 2.4394 2.9264 2.1038 2.6386 3.287 3.3852 2.752 2.417 3.5632 4.1402 2.4118 3.3242 2.7598 3.0666 1.93892 2.3622 3.078 2.105 3.0228 3.9112 2.1922 2.6802 2.0968 2.709 2.1764 3.3418 1.90418 2.6386 3.2776 0.0 2.3146 3.1508 4.902 4.1402 1.8729 3.9956 5.5558 3.1986 3.8004 2.731 3.078 3.9998 3.0672 2.9154 2.669 0.0 0.0 3.0136 2.383 2.8466 3.0176 3.5164 2.383 3.0136 2.8466 3.0176 3.5164 2.383 3.0136
34 6.055 4.2274 4.2386 4.5248 4.6638 2.7554 3.214 5.3726 3.9608 4.8374 4.5024 5.6488 5.8718 3.4514 4.4976 3.3352 5.1502 2.5144 3.4016 4.8904 1.10406 4.7602 4.4868 4.2776 3.7196 4.1822 4.7946 4.2618 5.4274 2.7716 3.214 5.3632 2.376 0.0 4.8884 5.9394 5.8718 3.9584 4.9552 6.2752 4.9362 4.95 4.4686 4.8904 4.7194 4.8048 5.0008 4.7544 0.0 0.0 4.751 4.4686 4.079 5.103 4.154 4.4686 4.751 4.079 5.103 4.154 4.4686 4.751
35 5.7272 2.3816 2.3928 0.57306 1.65606 2.9596 3.4942 2.6728 4.241 2.1376 1.8026 2.949 2.87 3.2676 2.054 3.6154 2.1424 2.7946 3.2178 3.9218 2.9608 1.75238 4.767 1.57786 3.5358 2.9524 3.5526 3.032 2.7276 2.7598 3.4942 2.6634 2.6482 3.1704 0.0 5.3636 2.87 1.25858 2.7254 6.0234 0.04779 4.262 1.46072 3.9218 4.8436 1.79696 2.301 3.5126 0.0 0.0 1.74324 3.2386 3.6902 2.4032 2.308 3.2386 1.74324 3.6902 2.4032 2.308 3.2386 1.74324
36 1.13892 7.0334 7.0446 5.2248 6.3078 4.0774 2.9312 5.1024 2.9448 5.5374 5.2024 4.9368 7.3596 3.4854 6.5438 3.2432 5.852 3.6824 3.4356 2.3244 4.6346 6.4042 3.0908 4.9776 3.7536 3.1702 3.2144 3.6078 5.435 5.1056 2.9312 3.765 5.934 4.8442 6.5322 0.0 7.3596 5.2804 7.215 1.80914 6.58 2.4018 6.1124 2.3244 1.93926 6.4488 4.4708 2.6544 0.0 0.0 6.395 3.4564 2.685 5.803 6.9598 3.4564 6.395 2.685 5.803 6.9598 3.4564 6.395
37 6.3632 2.0458 2.0568 1.33712 0.87812 3.7236 4.2582 2.0288 5.005 1.49368 1.15866 2.305 0.0 4.0316 1.06404 4.3796 0.3724 3.5586 3.9818 4.6058 3.7248 0.97446 5.531 2.342 4.2998 3.7164 4.2368 3.7962 1.43558 3.524 4.2582 2.5896 3.4122 3.9344 1.1026 5.9996 0.0 2.0226 1.73536 6.6594 1.15038 4.8982 2.2248 4.6058 5.5276 2.561 1.91512 4.1968 0.0 0.0 0.9653 4.0028 4.3744 1.1113 1.97214 4.0028 0.9653 4.3744 1.1113 1.97214 4.0028 0.9653
38 5.8894 2.544 2.5552 0.73538 1.81838 3.1218 3.6566 1.58306 4.4032 1.04794 0.71292 1.85928 2.8702 3.43 2.0544 3.7778 1.36266 2.957 3.3802 4.084 3.123 1.91472 4.9292 0.48818 3.6982 3.1148 3.715 3.1944 1.63784 2.9222 3.6566 2.1438 2.8106 3.3326 2.0428 5.526 2.8702 0.0 2.7256 6.1858 2.0906 4.4244 1.62304 4.084 5.0058 1.95928 1.46938 3.675 0.0 0.0 1.90556 3.401 3.8526 1.31356 2.4704 3.401 1.90556 3.8526 1.31356 2.4704 3.401 1.90556
39 6.383 0.46152 0.47266 1.35692 0.8979 3.7434 4.278 2.0486 5.0248 1.51346 1.17844 2.3248 2.1118 4.0514 1.29582 4.3992 1.38418 3.5784 4.0016 4.6256 3.5826 0.99424 5.5508 2.3618 4.3196 3.7362 4.2566 3.816 2.1034 3.1858 4.278 2.6094 2.556 3.7922 1.12238 6.0194 2.1118 2.0424 0.0 6.6792 1.17018 4.918 0.70256 4.6256 5.5474 1.03882 1.9349 4.2166 0.0 0.0 0.98508 4.0226 4.3942 1.7791 0.38792 4.0226 0.98508 4.3942 1.7791 0.38792 4.0226 0.98508
40 0.91408 7.2226 7.2338 5.414 6.497 4.0804 2.9342 5.2916 2.7198 5.7266 5.3916 5.1258 7.5488 3.6246 6.733 3.2464 6.0412 3.6856 3.5748 2.5136 4.6376 6.5934 2.8658 5.1668 3.8928 3.3094 3.4036 3.747 5.624 5.1088 2.9342 3.9542 5.9372 4.8472 6.7214 2.1706 7.5488 5.2834 7.4042 0.0 6.7692 2.591 6.3016 2.5136 1.94242 6.6378 4.66 2.8436 0.0 0.0 6.5842 3.5956 2.6882 5.9922 7.149 3.5956 6.5842 2.6882 5.9922 7.149 3.5956 6.5842
41 5.6794 2.3338 2.345 0.52526 1.60826 2.9118 3.4464 2.625 4.1932 2.0898 1.7548 2.9012 2.8222 3.2198 2.0062 3.5676 2.0946 2.7468 3.17 3.874 2.913 1.7046 4.7192 1.53008 3.488 2.9046 3.5048 2.9842 2.6798 2.712 3.4464 2.6156 2.6004 3.1226 1.83274 5.3158 2.8222 1.21078 2.6776 5.9756 0.0 4.2142 1.41292 3.874 4.7958 1.74918 2.2532 3.4648 0.0 0.0 1.69544 3.191 3.6424 2.3554 2.2602 3.191 1.69544 3.6424 2.3554 2.2602 3.191 1.69544
42 1.9786 5.9232 5.9342 4.1146 5.1976 3.013 2.8888 3.9922 3.3044 4.427 4.092 3.8264 6.2494 2.375 5.4334 3.2008 4.7418 3.64 2.3252 1.21408 4.2422 5.2938 3.4504 3.8674 2.6432 2.0598 2.1042 2.4976 4.3246 4.0414 2.8888 2.6548 5.0276 4.4518 5.422 1.61504 6.2494 4.216 6.1048 2.6488 5.4698 0.0 5.0022 1.21408 1.89696 5.3384 3.3606 1.5441 0.0 0.0 5.2846 2.3462 1.83172 4.6926 5.8496 2.3462 5.2846 1.83172 4.6926 5.8496 2.3462 5.2846
43 6.8262 1.72872 1.73986 1.80012 1.3411 4.1866 4.7212 2.4918 5.468 1.95666 1.62166 2.768 1.56298 4.4946 0.74704 4.8426 0.8354 4.0216 4.4448 5.0688 4.1878 1.43744 5.994 2.805 4.7628 4.1794 4.6998 4.2592 1.89856 3.987 4.7212 3.0526 3.8232 4.3974 1.5656 6.4626 1.56298 2.4856 1.41836 7.1224 1.61338 5.3612 0.0 5.0688 5.9906 0.33624 2.3782 4.6598 0.0 0.0 1.42828 4.4658 4.8374 1.5743 1.65512 4.4658 1.42828 4.8374 1.5743 1.65512 4.4658 1.42828
44 2.84 5.3336 5.3448 3.525 4.608 2.3264 2.4222 3.4026 2.8378 3.8376 3.5026 3.2368 5.6598 1.68838 4.844 2.7342 4.1522 3.1734 1.63862 0.0 3.5556 4.7044 2.9838 3.2778 1.95662 1.3732 1.41748 1.81086 3.735 3.3546 2.4222 2.0652 4.341 3.7652 4.8324 2.7176 5.6598 3.5294 5.5152 3.0602 4.8802 1.2989 4.4126 0.0 1.60032 4.7488 2.771 0.4091 0.0 0.0 4.6952 1.6595 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
45 1.47532 6.4118 6.423 4.6032 5.6862 3.2698 2.1236 4.4808 2.1292 4.9158 4.5808 4.3152 6.738 2.8138 5.9222 2.4356 5.2304 2.8748 2.764 1.7028 3.827 5.7826 2.2752 4.356 3.082 2.4986 2.5928 2.9362 4.8134 4.298 2.1236 3.1434 5.1264 4.0366 5.9106 1.35974 6.738 4.4728 6.5934 1.69554 5.9584 1.78024 5.4908 1.7028 0.0 5.8272 3.8492 2.0328 0.0 0.0 5.7734 2.7848 1.8774 5.1814 6.3382 2.7848 5.7734 1.8774 5.1814 6.3382 2.7848 5.7734
