param n := 18.0;
param numVehicles := 3.0;
set Origin := 37 39 40 41;
set O := 39 40 41;
param Ok := 1 39 2 40 3 41;
set S := 47 48 49 50 51;
set F := 38 42 43 44 45 46;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51:=
11 2.275 3.29 3.5894 4.7044 4.1966 2.1532 3.2778 1.82228 1.36224 4.027 0.0 1.2515 4.7274 2.4524 3.0092 0.0 0.0 2.7348 2.413 4.7798 3.247 4.7488 4.3942 0.56428 0.4091 3.233 2.8656 3.4936 0.0 2.3286 5.0568 2.932 1.6902 0.0 0.0 1.9711 0.0 0.0 5.26 4.1032 1.6595 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
12 1.23504 3.471 3.2774 4.8852 4.3776 1.84122 3.4588 0.82234 2.1932 4.2078 1.2515 0.0 4.9082 2.2134 1.96926 1.2515 1.2515 1.69486 2.101 4.9608 3.4278 4.9298 4.0822 1.46722 1.38752 2.519 1.82564 3.1816 1.2515 1.32856 5.2378 2.686 1.37826 1.2515 1.2515 1.65916 0.0 0.0 5.441 4.2842 1.34756 0.4401 4.2842 5.441 1.34756 4.8762 0.4401 4.2842 5.441 1.34756 4.8762
13 4.6478 2.6396 4.0442 1.25998 2.2944 3.836 2.6274 4.451 4.93 2.1246 4.8914 4.7662 0.0 6.0202 4.976 4.8914 4.8914 5.1876 4.0958 0.052546 2.5966 1.76354 2.83 4.132 4.4822 3.6878 5.3184 3.3344 4.8914 3.946 2.5294 6.8166 5.205 4.8914 4.8914 4.2418 0.0 0.0 1.11266 1.39684 4.2882 4.6598 1.39684 1.11266 4.2882 1.25082 4.6598 1.39684 1.11266 4.2882 1.25082
14 2.519 4.7248 5.0752 6.1392 5.6314 3.685 4.7126 2.7742 1.88304 5.4618 2.0594 2.1914 6.1622 0.0 2.7812 2.0594 2.0594 2.5068 3.8988 6.2146 4.6818 6.1836 5.8802 1.99908 2.3894 4.0468 2.6376 4.9414 2.0594 3.2104 6.4916 1.34582 3.2222 2.0594 2.0594 3.503 0.0 0.0 6.6948 5.538 3.1914 2.42 5.538 6.6948 3.1914 6.13 2.42 5.538 6.6948 3.1914 6.13
15 1.99578 4.9316 4.6602 6.346 5.8384 3.656 4.9194 2.921 4.654 5.6686 4.0322 2.9922 6.369 3.8674 0.0 4.0322 4.0322 1.4916 3.4838 6.4216 4.8886 6.3906 5.465 4.248 4.1682 3.6318 1.62238 5.1264 4.0322 2.7954 6.4666 3.0866 3.813 4.0322 4.0322 4.0938 0.0 0.0 6.9016 5.7448 3.7822 3.2208 5.7448 6.9016 3.7822 6.3368 3.2208 5.7448 6.9016 3.7822 6.3368
16 2.275 3.29 3.5894 4.7044 4.1966 2.1532 3.2778 1.82228 1.36224 4.027 0.0 1.2515 4.7274 2.4524 3.0092 0.0 0.0 2.7348 2.413 4.7798 3.247 4.7488 4.3942 0.56428 0.4091 3.233 2.8656 3.4936 0.0 2.3286 5.0568 2.932 1.6902 0.0 0.0 1.9711 0.0 0.0 5.26 4.1032 1.6595 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
17 2.275 3.29 3.5894 4.7044 4.1966 2.1532 3.2778 1.82228 1.36224 4.027 0.0 1.2515 4.7274 2.4524 3.0092 0.0 0.0 2.7348 2.413 4.7798 3.247 4.7488 4.3942 0.56428 0.4091 3.233 2.8656 3.4936 0.0 2.3286 5.0568 2.932 1.6902 0.0 0.0 1.9711 0.0 0.0 5.26 4.1032 1.6595 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
18 0.63034 3.5662 3.2946 4.9806 4.473 2.2906 3.554 1.55564 3.4184 4.3032 2.7968 1.75686 5.0036 2.9868 0.40056 2.7968 2.7968 0.0 2.1184 5.0562 3.5232 5.0252 4.0996 3.0126 2.9328 2.2664 0.25694 3.7608 2.7968 1.42986 5.101 2.8052 2.5776 2.7968 2.7968 2.8584 0.0 0.0 5.5362 4.3794 2.5468 1.9854 4.3794 5.5362 2.5468 4.9714 1.9854 4.3794 5.5362 2.5468 4.9714
19 1.89664 2.8686 1.29298 3.7088 2.9152 2.4948 2.8564 1.75994 4.2108 2.7454 3.469 2.4292 3.8938 4.253 2.2248 3.469 3.469 2.4364 0.0 3.9464 2.8254 3.7534 2.2498 3.4128 3.3332 0.9366 2.5672 3.4932 3.469 1.19484 3.2574 4.7256 3.0818 3.469 3.469 3.0008 0.0 0.0 3.8226 3.6818 3.0472 2.6576 3.6818 3.8226 3.0472 3.6996 2.6576 3.6818 3.8226 3.0472 3.6996
20 4.7004 2.6922 4.0926 1.31252 2.3468 3.8884 2.68 4.5036 4.9824 2.1772 4.9438 4.8188 0.052546 6.0726 5.0286 4.9438 4.9438 5.2402 4.1482 0.0 2.6492 1.711 2.7774 4.1844 4.5348 3.7402 5.371 3.3868 4.9438 3.9986 2.477 6.8692 5.2576 4.9438 4.9438 4.2944 0.0 0.0 1.06012 1.44938 4.3408 4.7124 1.44938 1.06012 4.3408 1.30336 4.7124 1.44938 1.06012 4.3408 1.30336
21 3.5458 1.53768 2.9422 1.69998 1.19234 2.734 1.52546 3.349 3.956 1.0226 3.8694 3.7442 1.885 5.0462 3.874 3.8694 3.8694 4.0856 2.9938 1.93754 0.0 1.74456 2.145 3.158 3.4602 2.5858 4.2164 2.2324 3.8694 2.844 2.0524 5.8426 4.183 3.8694 3.8694 3.1398 0.0 0.0 2.2556 2.3508 3.1862 3.6378 2.3508 2.2556 3.1862 1.69082 3.6378 2.3508 2.2556 3.1862 1.69082
22 4.489 2.4808 3.8854 1.1012 2.1356 3.6772 2.4686 4.2922 4.7712 1.96582 4.7326 4.6076 0.29422 5.8614 4.8172 4.7326 4.7326 5.0288 3.937 0.34678 2.4378 0.0 3.0362 3.9732 4.3234 3.529 5.1596 3.1756 4.7326 3.7872 2.7358 6.658 5.0462 4.7326 4.7326 4.0832 0.0 0.0 1.31888 1.23806 4.1296 4.501 1.23806 1.31888 4.1296 1.09204 4.501 1.23806 1.31888 4.1296 1.09204
23 4.4468 2.4388 3.1132 2.669 2.0934 3.635 2.4266 4.2502 4.857 1.92366 4.7704 4.6454 2.523 5.9472 4.775 4.7704 4.7704 4.9866 3.8948 2.4706 2.3956 2.7136 0.0 4.059 4.3614 3.2688 5.1174 3.1334 4.7704 3.745 1.49754 6.7438 5.084 4.7704 4.7704 4.041 0.0 0.0 2.0628 3.2518 4.0874 4.539 3.2518 2.0628 4.0874 2.6598 4.539 3.2518 2.0628 4.0874 2.6598
24 2.6926 2.8366 4.111 4.251 3.7432 2.6748 2.8244 2.344 0.90884 3.5736 1.04916 1.77322 4.274 1.99908 3.427 1.04916 1.04916 3.1526 2.9346 4.3264 2.7936 4.2954 4.4498 0.0 1.37918 3.7546 3.2834 3.0532 1.04916 2.8502 4.6034 2.7956 2.212 1.04916 1.04916 2.4928 0.0 0.0 4.8066 3.6498 2.1812 1.66678 3.6498 4.8066 2.1812 4.2418 1.66678 3.6498 4.8066 2.1812 4.2418
25 2.605 2.881 3.9194 4.2952 3.7876 2.4832 2.8686 2.1522 0.95314 3.6178 0.4091 1.58152 4.3182 2.0434 3.3392 0.4091 0.4091 3.0648 2.743 4.3708 2.8378 4.3398 4.4942 0.155174 0.0 3.563 3.1956 3.0976 0.4091 2.6586 4.6478 2.84 2.0202 0.4091 0.4091 2.3012 0.0 0.0 4.8508 3.694 1.98952 1.47508 3.694 4.8508 1.98952 4.286 1.47508 3.694 4.8508 1.98952 4.286
26 1.98648 2.9584 1.67484 4.0908 3.297 2.5846 2.9462 1.84978 4.3006 3.1274 3.559 2.519 4.2348 4.3428 2.3148 3.559 3.559 2.5264 1.51048 4.1822 2.9154 4.1352 2.6316 3.5026 3.423 0.0 2.657 3.583 3.559 1.2847 3.2092 4.8154 3.1718 3.559 3.559 3.0906 0.0 0.0 3.7744 3.7716 3.137 2.7476 3.7716 3.7744 3.137 4.0816 2.7476 3.7716 3.7744 3.137 4.0816
27 2.1108 5.0468 4.7752 6.461 5.9534 3.771 5.0344 3.036 4.769 5.7836 4.1472 3.1074 6.484 3.9824 0.267 4.1472 4.1472 1.6066 3.5988 6.5366 5.0036 6.5056 5.58 4.363 4.2832 3.7468 0.0 5.2414 4.1472 2.9104 6.5816 3.2018 3.928 4.1472 4.1472 4.209 0.0 0.0 7.0166 5.8598 3.8974 3.3358 5.8598 7.0166 3.8974 6.4518 3.3358 5.8598 7.0166 3.8974 6.4518
28 2.0296 2.6616 2.39 4.0758 3.5682 0.95384 2.6494 1.56898 2.5698 3.3986 2.1012 1.9762 4.099 3.66 2.3578 2.1012 2.1012 2.5694 1.21366 4.1514 2.6184 4.1204 3.1948 1.77184 1.69216 2.0336 2.7002 0.0 2.1012 1.32788 4.3544 4.4506 2.4148 2.1012 2.1012 1.3598 0.0 0.0 4.6316 3.4748 1.4062 1.86976 3.4748 4.6316 1.4062 4.0668 1.86976 3.4748 4.6316 1.4062 4.0668
29 2.275 3.29 3.5894 4.7044 4.1966 2.1532 3.2778 1.82228 1.36224 4.027 0.0 1.2515 4.7274 2.4524 3.0092 0.0 0.0 2.7348 2.413 4.7798 3.247 4.7488 4.3942 0.56428 0.4091 3.233 2.8656 3.4936 0.0 2.3286 5.0568 2.932 1.6902 0.0 0.0 1.9711 0.0 0.0 5.26 4.1032 1.6595 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
30 0.89004 2.5846 2.313 3.999 3.4914 1.39422 2.5724 0.65934 3.3102 3.3216 2.3686 1.32856 4.022 3.2204 1.31694 2.3686 2.3686 1.42986 1.13672 4.0746 2.5416 4.0436 3.118 2.5842 2.5046 1.2847 1.56066 2.8646 2.3686 0.0 4.2774 3.693 1.98126 2.3686 2.3686 2.2622 0.0 0.0 4.5546 3.3978 1.95056 1.5571 3.3978 4.5546 1.95056 3.9898 1.5571 3.3978 4.5546 1.95056 3.9898
31 3.4534 2.7792 1.76566 3.0096 2.4338 2.6414 2.767 3.2566 4.2574 2.2642 3.7888 3.6638 2.8636 5.3476 3.7816 3.7888 3.7888 3.9932 2.9012 2.811 2.7362 3.054 0.45052 3.4594 3.3798 1.92128 4.124 3.4738 3.7888 2.7516 0.0 6.1382 4.1026 3.7888 3.7888 3.0474 0.0 0.0 2.4032 3.5924 3.0938 3.5574 3.5924 2.4032 3.0938 3.0004 3.5574 3.5924 2.4032 3.0938 3.0004
32 2.9154 5.3074 5.4718 6.7216 6.214 4.2176 5.295 3.1706 2.4656 6.0442 2.6418 2.588 6.7446 2.0338 3.0196 2.6418 2.6418 2.7452 4.2954 6.7972 5.2642 6.7662 6.2766 2.5816 2.9718 4.4434 2.876 5.524 2.6418 3.607 7.0742 0.0 3.7546 2.6418 2.6418 4.0356 0.0 0.0 7.2772 6.1204 3.724 2.8164 6.1204 7.2772 3.724 6.7124 2.8164 6.1204 7.2772 3.724 6.7124
33 2.1848 2.8528 3.4992 4.267 3.7594 2.063 2.8406 1.73216 1.755 3.5898 1.28644 1.16138 4.2902 2.8452 2.919 1.28644 1.28644 2.6446 2.3228 4.3426 2.8096 4.3116 3.56 0.95704 0.87734 3.1428 2.7754 2.1634 1.28644 2.2384 4.6196 3.6358 0.0 1.28644 1.28644 0.54498 0.0 0.0 4.8228 3.666 1.56938 1.05496 3.666 4.8228 1.56938 4.258 1.05496 3.666 4.8228 1.56938 4.258
34 2.275 3.29 3.5894 4.7044 4.1966 2.1532 3.2778 1.82228 1.36224 4.027 0.0 1.2515 4.7274 2.4524 3.0092 0.0 0.0 2.7348 2.413 4.7798 3.247 4.7488 4.3942 0.56428 0.4091 3.233 2.8656 3.4936 0.0 2.3286 5.0568 2.932 1.6902 0.0 0.0 1.9711 0.0 0.0 5.26 4.1032 1.6595 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
35 2.275 3.29 3.5894 4.7044 4.1966 2.1532 3.2778 1.82228 1.36224 4.027 0.0 1.2515 4.7274 2.4524 3.0092 0.0 0.0 2.7348 2.413 4.7798 3.247 4.7488 4.3942 0.56428 0.4091 3.233 2.8656 3.4936 0.0 2.3286 5.0568 2.932 1.6902 0.0 0.0 1.9711 0.0 0.0 5.26 4.1032 1.6595 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
36 2.4626 2.4386 3.565 3.8528 3.3452 2.1288 2.4264 1.79792 2.5588 3.1754 2.3302 2.2052 3.8758 3.649 3.1968 2.3302 2.3302 2.9224 2.3886 3.9284 2.3954 3.8974 3.1458 1.7608 1.92112 3.2086 3.0532 1.74918 2.3302 2.3042 4.2054 4.4456 2.6438 2.3302 2.3302 0.0 0.0 0.0 4.4086 3.2518 1.63516 2.0988 3.2518 4.4086 1.63516 3.8436 2.0988 3.2518 4.4086 1.63516 3.8436
37 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
38 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
39 4.1852 2.1772 3.5816 0.79744 1.83182 3.3734 2.165 3.9886 4.4674 1.66208 4.4288 4.3038 0.98248 5.5576 4.5134 4.4288 4.4288 4.725 3.6332 1.03502 2.134 0.84202 2.7844 3.6694 4.0198 3.2252 4.8558 2.8718 4.4288 3.4834 2.692 6.3542 4.7424 4.4288 4.4288 3.7794 0.0 0.0 0.0 1.5823 3.8258 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
40 5.0778 3.0258 5.5722 2.788 3.8224 4.744 3.0136 4.4132 4.31 3.6528 4.2714 4.1464 2.7612 5.4002 5.8122 4.2714 4.2714 5.5376 5.0038 2.8136 2.9828 4.3746 4.775 3.512 3.8624 5.2158 5.6684 4.1184 4.2714 4.9194 4.6826 6.1968 4.5852 4.2714 4.2714 4.204 0.0 0.0 3.7858 0.0 4.2504 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
41 1.08914 3.421 3.1494 4.8354 4.3278 1.79132 3.4088 0.42444 3.0752 4.158 2.1336 1.09366 4.8584 2.9856 1.82336 2.1336 2.1336 1.54896 1.97312 4.911 3.378 4.88 3.9544 2.3494 2.2696 2.1212 1.67976 3.2618 2.1336 0.93068 5.1138 3.458 1.74636 2.1336 2.1336 2.0272 0.0 0.0 5.391 4.2342 0.0 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
42 1.46358 3.3646 3.171 4.7788 4.2712 1.73478 3.3522 1.05088 2.1588 4.1014 1.14506 0.4401 4.8018 2.442 2.1978 1.14506 1.14506 1.9234 1.99458 4.8544 3.3214 4.8234 3.9758 1.36078 1.28108 2.7476 2.0542 3.0752 1.14506 1.5571 5.1314 2.9144 1.27182 1.14506 1.14506 1.55272 0.0 0.0 5.3346 4.1776 1.24112 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
43 5.0778 3.0258 5.5722 2.788 3.8224 4.744 3.0136 4.4132 4.31 3.6528 4.2714 4.1464 2.7612 5.4002 5.8122 4.2714 4.2714 5.5376 5.0038 2.8136 2.9828 4.3746 4.775 3.512 3.8624 5.2158 5.6684 4.1184 4.2714 4.9194 4.6826 6.1968 4.5852 4.2714 4.2714 4.204 0.0 0.0 3.7858 0.0 4.2504 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
44 4.1852 2.1772 3.5816 0.79744 1.83182 3.3734 2.165 3.9886 4.4674 1.66208 4.4288 4.3038 0.98248 5.5576 4.5134 4.4288 4.4288 4.725 3.6332 1.03502 2.134 0.84202 2.7844 3.6694 4.0198 3.2252 4.8558 2.8718 4.4288 3.4834 2.692 6.3542 4.7424 4.4288 4.4288 3.7794 0.0 0.0 0.0 1.5823 3.8258 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
45 1.08914 3.421 3.1494 4.8354 4.3278 1.79132 3.4088 0.42444 3.0752 4.158 2.1336 1.09366 4.8584 2.9856 1.82336 2.1336 2.1336 1.54896 1.97312 4.911 3.378 4.88 3.9544 2.3494 2.2696 2.1212 1.67976 3.2618 2.1336 0.93068 5.1138 3.458 1.74636 2.1336 2.1336 2.0272 0.0 0.0 5.391 4.2342 0.0 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
46 4.4528 1.55666 4.2132 1.53298 2.4634 3.511 1.54444 3.788 3.7668 2.2936 3.7284 3.6032 1.506 4.8572 4.915 3.7284 3.7284 4.9126 3.7708 1.55854 1.51358 3.0156 3.416 2.969 3.3192 3.8568 5.0434 2.6494 3.7284 3.885 3.3234 5.6536 4.042 3.7284 3.7284 3.5788 0.0 0.0 2.5306 0.88182 3.6252 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
47 1.46358 3.3646 3.171 4.7788 4.2712 1.73478 3.3522 1.05088 2.1588 4.1014 1.14506 0.4401 4.8018 2.442 2.1978 1.14506 1.14506 1.9234 1.99458 4.8544 3.3214 4.8234 3.9758 1.36078 1.28108 2.7476 2.0542 3.0752 1.14506 1.5571 5.1314 2.9144 1.27182 1.14506 1.14506 1.55272 0.0 0.0 5.3346 4.1776 1.24112 0.0 4.1776 5.3346 1.24112 4.7696 0.0 4.1776 5.3346 1.24112 4.7696
48 5.0778 3.0258 5.5722 2.788 3.8224 4.744 3.0136 4.4132 4.31 3.6528 4.2714 4.1464 2.7612 5.4002 5.8122 4.2714 4.2714 5.5376 5.0038 2.8136 2.9828 4.3746 4.775 3.512 3.8624 5.2158 5.6684 4.1184 4.2714 4.9194 4.6826 6.1968 4.5852 4.2714 4.2714 4.204 0.0 0.0 3.7858 0.0 4.2504 4.04 0.0 3.7858 4.2504 2.779 4.04 0.0 3.7858 4.2504 2.779
49 4.1852 2.1772 3.5816 0.79744 1.83182 3.3734 2.165 3.9886 4.4674 1.66208 4.4288 4.3038 0.98248 5.5576 4.5134 4.4288 4.4288 4.725 3.6332 1.03502 2.134 0.84202 2.7844 3.6694 4.0198 3.2252 4.8558 2.8718 4.4288 3.4834 2.692 6.3542 4.7424 4.4288 4.4288 3.7794 0.0 0.0 0.0 1.5823 3.8258 4.1974 1.5823 0.0 3.8258 0.78828 4.1974 1.5823 0.0 3.8258 0.78828
50 1.08914 3.421 3.1494 4.8354 4.3278 1.79132 3.4088 0.42444 3.0752 4.158 2.1336 1.09366 4.8584 2.9856 1.82336 2.1336 2.1336 1.54896 1.97312 4.911 3.378 4.88 3.9544 2.3494 2.2696 2.1212 1.67976 3.2618 2.1336 0.93068 5.1138 3.458 1.74636 2.1336 2.1336 2.0272 0.0 0.0 5.391 4.2342 0.0 1.3222 4.2342 5.391 0.0 4.8262 1.3222 4.2342 5.391 0.0 4.8262
51 4.4528 1.55666 4.2132 1.53298 2.4634 3.511 1.54444 3.788 3.7668 2.2936 3.7284 3.6032 1.506 4.8572 4.915 3.7284 3.7284 4.9126 3.7708 1.55854 1.51358 3.0156 3.416 2.969 3.3192 3.8568 5.0434 2.6494 3.7284 3.885 3.3234 5.6536 4.042 3.7284 3.7284 3.5788 0.0 0.0 2.5306 0.88182 3.6252 3.4968 0.88182 2.5306 3.6252 0.0 3.4968 0.88182 2.5306 3.6252 0.0
;
param arr := 1 0.0 2 0.0 3 0.0 4 0.0 5 0.0 6 0.0 7 0.0 8 0.0 9 0.0 10 0.0 11 0.0 12 0.0 13 0.0 14 0.0 15 0.0 16 0.0 17 0.0 18 0.0 19 0.0 20 2.0 21 9.0 22 23.0 23 34.0 24 45.0 25 46.0 26 50.0 27 51.0 28 75.0 29 79.0 30 84.0 31 103.0 32 104.0 33 106.0 34 109.0 35 134.0 36 135.0 37 0.0 38 0.0 39 0.0 40 0.0 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0 47 0.0 48 0.0 49 0.0 50 0.0 51 0.0;
param dep := 1 161.0 2 161.0 3 161.0 4 161.0 5 161.0 6 161.0 7 161.0 8 161.0 9 161.0 10 161.0 11 161.0 12 161.0 13 161.0 14 161.0 15 161.0 16 161.0 17 161.0 18 161.0 19 15.0 20 17.0 21 24.0 22 38.0 23 49.0 24 60.0 25 61.0 26 65.0 27 86.0 28 90.0 29 94.0 30 99.0 31 118.0 32 119.0 33 121.0 34 124.0 35 149.0 36 157.0 37 161.0 38 161.0 39 161.0 40 161.0 41 161.0 42 161.0 43 161.0 44 161.0 45 161.0 46 161.0 47 161.0 48 161.0 49 161.0 50 161.0 51 161.0;
param d := 1 0.5 2 0.5 3 0.5 4 0.5 5 0.5 6 0.5 7 0.5 8 0.5 9 0.5 10 0.5 11 0.5 12 0.5 13 0.5 14 0.5 15 0.5 16 0.5 17 0.5 18 0.5 19 0.5 20 0.5 21 0.5 22 0.5 23 0.5 24 0.5 25 0.5 26 0.5 27 0.5 28 0.5 29 0.5 30 0.5 31 0.5 32 0.5 33 0.5 34 0.5 35 0.5 36 0.5 37 0.0 38 0.0 39 0.0 40 0.0 41 0.0 42 0.0 43 0.0 44 0.0 45 0.0 46 0.0 47 0.0 48 0.0 49 0.0 50 0.0 51 0.0;
