param n := 24.0;
param numVehicles := 4.0;
set Origin := 49 51 52 53 54;
set O := 51 52 53 54;
param Ok := 1 51 2 52 3 53 4 54;
set S := 60 61 62 63 64;
set F := 50 55 56 57 58 59;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64:=
11 4.2684 3.7202 0.36064 3.0916 3.9084 3.0916 3.8338 1.06892 4.1266 3.5474 0.0 1.20662 3.9198 3.2032 2.0546 3.2522 2.7506 0.23246 3.337 2.2742 2.8456 2.7856 0.85098 1.96696 5.065 3.4052 3.6688 3.0916 2.5206 3.0916 2.5002 1.50888 4.5288 4.5946 1.3572 3.4138 2.5312 3.9038 2.0692 3.7622 4.1528 4.6584 3.5718 2.2742 2.503 1.8145 1.76882 1.25926 0.0 0.0 2.1652 2.8602 1.57314 2.5466 2.8602 1.57314 2.73 2.5466 2.1652 2.8602 1.57314 2.73 2.5466 2.1652
12 4.5288 4.8586 3.125 3.4 4.6386 3.4 4.5842 2.5812 4.857 3.8556 3.8008 0.0 5.432 4.3774 1.03498 3.5604 4.2628 2.9968 3.6454 2.7786 3.576 3.782 2.7614 2.5212 5.3254 3.7136 5.1812 3.4 2.829 3.4 3.2506 3.4192 4.7892 4.855 1.63954 3.7222 2.8396 4.164 1.86748 4.0706 4.4612 4.9188 5.0842 2.7786 4.0154 2.3188 2.0772 0.052638 0.0 0.0 2.7194 3.1684 2.0774 3.297 3.1684 2.0774 3.7264 3.297 2.7194 3.1684 2.0774 3.7264 3.297 2.7194
13 5.0982 3.07 3.3144 4.3142 4.756 4.3142 3.2816 4.0226 4.9744 3.677 3.2862 4.1604 0.0 2.5528 5.0084 3.3818 1.76422 3.1862 3.5426 3.961 3.6934 3.6334 3.8046 3.9766 5.5708 3.927 2.6746 4.3142 4.2324 4.3142 3.846 4.3926 5.0346 5.4244 4.311 3.9356 4.027 4.4094 5.0228 3.8918 4.2826 5.4882 1.39154 3.961 2.9888 4.7682 3.9886 4.213 0.0 0.0 4.1748 3.5028 4.5268 3.8924 3.5028 4.5268 3.5776 3.8924 4.1748 3.5028 4.5268 3.5776 3.8924 4.1748
14 2.6856 1.1434 2.8658 2.4956 6.4134 2.4956 0.869 3.574 6.6318 1.26442 2.8376 3.7118 2.0388 0.0 3.839 0.96928 2.3276 2.7376 1.1301 4.7794 5.3508 5.2908 3.288 4.472 3.1582 2.2764 4.462 2.4956 2.9438 2.4956 2.5574 3.514 2.622 3.0118 3.7944 2.285 2.4804 1.99688 4.5742 1.4793 1.87002 3.0756 1.69094 4.7794 4.7762 4.3196 2.442 3.7644 0.0 0.0 4.6702 1.68424 4.0782 2.2458 1.68424 4.0782 5.235 2.2458 4.6702 1.68424 4.0782 5.235 2.2458 4.6702
15 3.8488 4.3526 2.7636 2.72 4.7174 2.72 4.0782 2.22 4.9356 3.1756 3.4396 1.50966 5.0708 3.8714 0.0 2.8804 3.9016 2.6356 2.9654 2.8574 3.6546 3.8606 2.4 2.6 4.6454 3.0336 4.8198 2.72 2.149 2.72 2.8892 3.058 4.1092 4.175 1.27824 3.0422 2.1596 3.484 1.50436 3.3906 3.7812 4.2388 4.7228 2.8574 3.654 2.3976 1.39716 1.5623 0.0 0.0 2.7982 2.4884 2.1562 2.9356 2.4884 2.1562 3.805 2.9356 2.7982 2.4884 2.1562 3.805 2.9356 2.7982
16 1.727 1.54482 3.2532 1.53708 6.8008 1.53708 1.27042 3.9614 7.0192 0.30584 3.225 4.0352 2.4262 1.07768 2.8804 0.0 2.715 3.125 0.171522 5.1668 5.7382 5.6782 3.2956 4.8596 2.1996 1.66382 4.8494 1.53708 2.2352 1.53708 1.94472 3.5214 1.66342 2.0532 3.1238 1.67236 1.52184 1.0383 4.0298 0.52072 0.91144 2.117 2.0784 5.1668 5.1636 4.707 1.48336 4.0878 0.0 0.0 5.0576 0.72566 4.4656 1.63312 0.72566 4.4656 5.6226 1.63312 5.0576 0.72566 4.4656 5.6226 1.63312 5.0576
17 4.8166 3.2504 1.9847 3.2576 4.8744 3.2576 3.462 2.693 5.0926 3.7134 1.95652 2.8306 2.8218 2.7332 3.6786 3.4182 0.0 1.85652 3.503 3.4644 3.8116 3.7516 2.475 2.995 5.607 3.5714 2.7928 3.2576 2.9026 3.2576 2.5162 3.063 5.071 5.1428 2.9812 3.5798 2.6974 4.4458 3.6932 3.9282 4.319 5.2064 2.4738 3.4644 3.107 3.4386 2.6588 2.8834 0.0 0.0 3.1932 3.0262 3.1972 2.5626 3.0262 3.1972 3.696 2.5626 3.1932 3.0262 3.1972 3.696 2.5626 3.1932
18 4.1552 3.607 0.24736 2.9784 5.025 2.9784 3.7206 2.1856 5.2434 3.434 1.77718 2.3234 4.0384 3.0898 2.0686 3.1388 2.8692 0.0 3.2236 3.391 3.9624 3.9024 0.7377 3.0836 4.9518 3.292 3.7876 2.9784 2.4074 2.9784 2.3868 1.3956 4.4156 4.4814 1.24392 3.3006 2.418 3.7904 3.0338 3.6488 4.0396 4.5452 3.6906 3.391 3.6198 2.9312 1.65554 2.376 0.0 0.0 3.2818 2.7468 2.6898 2.4334 2.7468 2.6898 3.8466 2.4334 3.2818 2.7468 2.6898 3.8466 2.4334 3.2818
19 2.6896 1.52742 3.2218 2.1296 6.7694 2.1296 1.253 3.93 6.9878 1.26844 3.1936 4.0678 2.3948 1.04626 3.455 0.97328 2.6836 3.0936 0.0 5.1354 5.7068 5.6468 3.4702 4.828 3.1622 1.74242 4.818 2.1296 2.4098 2.1296 2.0234 3.696 2.626 3.0158 3.6984 1.75094 2.1144 2.0008 4.6044 1.4833 1.87402 3.0796 2.047 5.1354 5.1322 4.6756 2.076 4.1204 0.0 0.0 5.0262 1.31824 4.4342 1.71172 1.31824 4.4342 5.591 1.71172 5.0262 1.31824 4.4342 5.591 1.71172 5.0262
20 6.0972 5.053 2.3174 4.9684 1.94802 4.9684 5.2646 3.0256 2.1662 5.424 3.7592 1.75532 4.6244 4.5358 2.6034 5.1288 3.4552 2.1892 5.2136 0.0 0.88532 1.0913 2.8076 1.12966 6.8936 5.282 3.8024 4.9684 4.3974 4.9684 4.3188 3.4656 6.3576 6.4234 3.2078 5.2904 4.408 5.7324 1.96984 5.6388 6.0296 6.4872 4.2766 0.0 2.4288 1.71518 3.6456 1.80796 0.0 0.0 1.32782 4.7368 1.47382 4.3652 4.7368 1.47382 1.03566 4.3652 1.32782 4.7368 1.47382 1.03566 4.3652 1.32782
21 6.7616 6.0834 3.3478 5.6328 1.12144 5.6328 6.295 4.056 1.3397 6.0884 4.7896 2.7858 5.6548 5.5662 3.2678 5.7932 4.4856 3.2196 5.878 1.49242 0.0 2.2028 3.838 2.16 7.558 5.9464 4.9138 5.6328 5.0618 5.6328 5.3492 4.496 7.022 7.0878 3.9544 5.955 5.0724 6.3968 2.3724 6.3032 6.694 7.1516 5.307 1.49242 3.5402 2.7456 4.31 2.8384 0.0 0.0 2.3582 5.4012 2.5042 5.3956 5.4012 2.5042 2.147 5.3956 2.3582 5.4012 2.5042 2.147 5.3956 2.3582
22 5.502 4.4578 1.72216 4.3732 2.8638 4.3732 4.6694 2.4304 3.0822 4.8288 3.164 1.16014 4.0292 3.9406 2.0082 4.5336 2.86 1.594 4.6184 1.00382 1.80114 0.0 2.2124 0.53448 6.2986 4.6868 3.7784 4.3732 3.8022 4.3732 3.7238 2.8704 5.7624 5.8282 2.6128 4.6954 3.8128 5.1372 2.0226 5.0436 5.4344 5.892 3.6814 1.00382 2.6126 1.76802 3.0504 1.21278 0.0 0.0 0.73264 4.1416 1.52666 3.7702 4.1416 1.52666 1.95148 3.7702 0.73264 4.1416 1.52666 1.95148 3.7702 0.73264
23 3.656 3.4958 2.5122 2.4792 5.5938 2.4792 3.2214 2.7544 5.8122 2.9348 2.484 2.7242 4.3632 3.0146 1.5695 2.6398 3.198 2.384 2.7246 3.9598 4.5312 4.4712 0.0 3.6526 4.4526 2.7928 4.4944 2.4792 1.90818 2.4792 1.88772 2.1024 3.9164 3.9822 1.81274 2.8014 1.91884 3.2912 2.7188 3.1498 3.5404 4.046 4.0154 3.9598 4.1886 3.5 1.15636 2.7768 0.0 0.0 3.8506 2.2476 3.2586 1.93414 2.2476 3.2586 4.4156 1.93414 3.8506 2.2476 3.2586 4.4156 1.93414 3.8506
24 5.434 4.2618 1.52622 4.2572 3.8218 4.2572 4.4734 2.2346 4.0402 4.7128 2.968 2.3722 3.8332 3.7448 3.2202 4.4178 2.664 1.39804 4.5026 2.3498 2.7592 2.6992 2.0166 0.0 6.2306 4.5708 3.5824 4.2572 3.6862 4.2572 3.5278 2.6744 5.6944 5.7602 2.5228 4.5794 3.6968 5.0694 3.2348 4.9278 5.3184 5.824 3.4854 2.3498 2.4166 2.98 2.9344 2.4248 0.0 0.0 2.0786 4.0258 2.7388 3.5742 4.0258 2.7388 2.6436 3.5742 2.0786 4.0258 2.7388 2.6436 3.5742 2.0786
25 2.0338 3.0196 5.344 2.6418 8.4556 2.6418 2.7452 5.6162 8.674 2.4726 5.3158 5.586 4.517 3.1684 4.4312 2.1774 4.8058 5.2158 2.2622 6.8216 7.393 7.333 5.3522 6.5142 0.0 3.7546 6.9402 2.6418 4.292 2.6418 4.0356 5.5782 1.9702 2.2702 4.6746 3.7632 3.6126 1.34508 5.5806 1.9955 3.0782 2.2064 4.1692 6.8216 7.0504 6.3618 3.5402 5.6386 0.0 0.0 6.7124 2.8164 6.1204 3.724 2.8164 6.1204 7.2772 3.724 6.7124 2.8164 6.1204 7.2772 3.724 6.7124
26 2.8452 2.919 2.6274 1.28644 6.0012 1.28644 2.6446 3.1618 6.2194 1.7421 2.5992 3.1314 3.7866 2.438 1.97674 1.44696 2.8334 2.4992 1.53178 4.3672 4.9384 4.8784 1.99178 4.0598 3.6358 0.0 4.6096 1.28644 0.93144 1.28644 0.54498 2.2176 3.0996 3.1714 2.22 0.0085222 0.7261 2.4746 3.1262 1.95698 2.3478 3.2352 3.4386 4.3672 4.5958 3.9072 0.68762 3.184 0.0 0.0 4.258 1.05496 3.666 1.56938 1.05496 3.666 4.8228 1.56938 4.258 1.05496 3.666 4.8228 1.56938 4.258
27 6.5318 5.4876 2.752 5.403 2.3438 5.403 5.6992 3.4604 2.562 5.8586 4.1938 2.19 5.0592 4.9706 3.038 5.5636 3.8898 2.6238 5.6484 1.5487 1.28102 1.221 3.2424 1.56436 7.3284 5.7166 0.0 5.403 4.832 5.403 4.7536 3.9002 6.7922 6.858 3.6426 5.7252 4.8426 6.1672 3.0526 6.0736 6.4642 6.9218 4.7112 1.5487 2.5584 2.7978 4.0802 2.2426 0.0 0.0 1.76252 5.1716 2.5566 4.8 5.1716 2.5566 1.16536 4.8 1.76252 5.1716 2.5566 1.16536 4.8 1.76252
28 2.4524 3.0092 3.4616 0.0 6.4384 0.0 2.7348 3.599 6.6566 1.83222 3.4334 3.5686 3.8766 2.528 2.414 1.53708 2.9234 3.3334 1.6219 4.8044 5.3756 5.3156 3.3218 4.497 2.932 1.6902 5.2158 0.0 2.2616 0.0 1.9711 3.5478 2.3958 2.7788 2.6572 1.69872 1.54822 1.77066 3.5634 2.047 2.4378 2.8424 3.5288 4.8044 5.033 4.3446 1.50974 3.6214 0.0 0.0 4.6952 1.14506 4.1032 1.6595 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
29 3.5638 2.8716 1.88806 2.005 5.4358 2.005 2.5972 2.5964 5.654 2.4608 1.85988 2.734 3.7392 2.3906 2.5834 2.1656 2.574 1.75988 2.2504 3.8018 4.373 4.313 1.25238 3.4944 4.3544 2.3186 3.8702 2.005 0.0 2.005 1.2636 1.4783 3.8182 3.8902 1.75862 2.3272 1.44472 3.1932 3.5486 2.6756 3.0664 3.9538 3.3912 3.8018 4.0304 3.342 1.40622 2.7866 0.0 0.0 3.6926 1.77356 3.1006 1.31 1.77356 3.1006 4.2574 1.31 3.6926 1.77356 3.1006 4.2574 1.31 3.6926
30 2.4524 3.0092 3.4616 0.0 6.4384 0.0 2.7348 3.599 6.6566 1.83222 3.4334 3.5686 3.8766 2.528 2.414 1.53708 2.9234 3.3334 1.6219 4.8044 5.3756 5.3156 3.3218 4.497 2.932 1.6902 5.2158 0.0 2.2616 0.0 1.9711 3.5478 2.3958 2.7788 2.6572 1.69872 1.54822 1.77066 3.5634 2.047 2.4378 2.8424 3.5288 4.8044 5.033 4.3446 1.50974 3.6214 0.0 0.0 4.6952 1.14506 4.1032 1.6595 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
31 3.649 3.1968 2.2132 2.3302 5.5868 2.3302 2.9224 2.7474 5.8052 2.7858 2.185 2.7172 4.0642 2.7158 1.56252 2.4908 2.899 2.085 2.5756 3.9528 4.5242 4.4642 1.57754 3.6456 4.4456 2.6438 4.1954 2.3302 0.5172 2.3302 0.0 1.80346 3.9094 3.9752 1.80578 2.6524 1.76986 3.2844 2.7118 3.0008 3.3914 4.039 3.7164 3.9528 4.1816 3.493 1.14938 2.7698 0.0 0.0 3.8436 2.0988 3.2518 1.63516 2.0988 3.2518 4.4086 1.63516 3.8436 2.0988 3.2518 4.4086 1.63516 3.8436
32 3.6058 2.3036 2.208 2.047 5.7556 2.047 2.5152 2.9162 5.974 2.5026 2.1798 3.054 2.839 1.78648 2.7372 2.2076 1.66986 2.0798 2.2924 4.1216 4.693 4.633 1.62632 3.8144 4.3964 2.3606 3.9622 2.047 1.69198 2.047 1.30552 0.0 3.8602 3.932 2.1326 2.3692 1.48664 3.235 3.8866 2.7176 3.1082 3.9958 2.4912 4.1216 4.2764 3.6618 1.44816 3.1066 0.0 0.0 4.0124 1.8155 3.4204 1.35194 1.8155 3.4204 4.5774 1.35194 4.0124 1.8155 3.4204 4.5774 1.35194 4.0124
33 1.13168 3.2576 3.9778 1.04376 6.8576 1.04376 2.9832 4.0182 7.0758 2.0806 3.9496 3.9878 4.125 2.7764 2.8332 1.78538 3.4398 3.8498 1.8702 5.2236 5.7948 5.7348 3.7542 4.9162 2.3022 2.2066 5.732 1.04376 2.6938 1.04376 2.4874 3.9802 0.0 1.45792 3.0764 2.215 2.0646 1.46498 3.9826 2.2954 2.6862 1.52166 3.777 5.2236 5.4522 4.7638 1.94204 4.0404 0.0 0.0 5.1144 1.66138 4.5224 2.1758 1.66138 4.5224 5.6792 2.1758 5.1144 1.66138 4.5224 5.6792 2.1758 5.1144
34 0.57154 3.1774 5.2738 2.3856 8.1994 2.3856 2.903 5.36 8.4176 2.4024 5.2456 5.3298 4.4468 3.0982 4.175 2.1072 4.7356 5.1456 2.192 6.5654 7.1368 7.0766 5.096 6.258 1.74206 3.5484 6.8698 2.3856 4.0358 2.3856 3.8292 5.322 1.89996 0.0 4.4182 3.5568 3.4064 1.50284 5.3244 2.1532 3.008 0.06373 4.099 6.5654 6.7942 6.1056 3.2838 5.3824 0.0 0.0 6.4562 2.7462 5.8642 3.5176 2.7462 5.8642 7.021 3.5176 6.4562 2.7462 5.8642 7.021 3.5176 6.4562
35 4.7812 4.233 1.72744 3.6044 4.0232 3.6044 4.3466 1.18374 4.2414 4.0602 2.4032 1.32144 4.0346 3.716 2.1694 3.765 2.8654 1.59928 3.8498 2.3892 2.9604 2.9004 1.36378 2.0818 5.5778 3.918 3.7836 3.6044 3.0334 3.6044 3.013 2.0216 5.0416 5.1074 0.0 3.9266 3.0442 4.4166 2.184 4.275 4.6658 5.1712 3.6866 2.3892 2.6178 1.9293 2.2816 1.37408 0.0 0.0 2.28 3.373 1.68794 3.0594 3.373 1.68794 2.8448 3.0594 2.28 3.373 1.68794 2.8448 3.0594 2.28
36 2.8368 2.9106 2.619 1.27792 5.9926 1.27792 2.6362 3.1532 6.2108 1.73358 2.5908 3.123 3.778 2.4294 1.96822 1.43844 2.8248 2.4908 1.52326 4.3586 4.93 4.8698 1.98326 4.0512 3.6272 1.59156 4.601 1.27792 0.92292 1.27792 0.53646 2.2092 3.0912 3.163 2.2114 0.0 0.71758 2.466 3.1176 1.94846 2.3392 3.2266 3.4302 4.3586 4.5874 3.8988 0.6791 3.1756 0.0 0.0 4.2494 1.04642 3.6574 1.56086 1.04642 3.6574 4.8142 1.56086 4.2494 1.04642 3.6574 4.8142 1.56086 4.2494
37 2.359 3.1548 3.6072 0.80018 6.3448 0.80018 2.8804 3.5054 6.5632 1.97784 3.579 3.4752 4.0222 2.6736 2.3204 1.6827 3.069 3.479 1.76752 4.7108 5.2822 5.2222 3.2416 4.4034 3.1556 1.83582 5.3614 0.80018 2.1812 0.80018 2.1168 3.4674 2.6194 2.6852 2.5638 1.84434 0.0 1.9943 3.4698 2.1928 2.5834 2.749 3.6744 4.7108 4.9396 4.251 1.42936 3.5278 0.0 0.0 4.6016 1.29068 4.0096 1.80512 1.29068 4.0096 5.1664 1.80512 4.6016 1.29068 4.0096 5.1664 1.80512 4.6016
38 0.83248 3.0344 4.7286 1.84056 7.6544 1.84056 2.76 4.815 7.8726 1.85734 4.7004 4.7846 3.9018 2.5532 3.63 1.56218 4.1906 4.6006 1.647 6.0204 6.5916 6.5316 4.551 5.713 1.75502 3.0034 6.3248 1.84056 3.4906 1.84056 3.2842 4.777 1.35492 1.15872 3.8732 3.0118 2.8614 0.0 4.7794 2.0722 2.463 1.22246 3.5538 6.0204 6.249 5.5606 2.7388 4.8372 0.0 0.0 5.9112 2.2012 5.3192 2.9726 2.2012 5.3192 6.476 2.9726 5.9112 2.2012 5.3192 6.476 2.9726 5.9112
39 5.458 5.5158 2.9002 4.3292 3.8298 4.3292 5.5134 2.4664 4.0482 4.7848 3.686 1.11616 5.2072 4.9986 1.96418 4.4896 4.038 2.772 4.5746 1.96984 2.7672 2.9732 2.6466 1.7125 6.2546 4.6428 4.9564 4.3292 3.7582 4.3292 4.1798 3.3044 5.7184 5.7842 2.5688 4.6514 3.7688 5.0932 0.0 4.9998 5.3904 5.848 4.8594 1.96984 3.7906 1.51002 3.0064 1.1688 0.0 0.0 1.91066 4.0976 1.26866 4.2262 4.0976 1.26866 2.9174 4.2262 1.91066 4.0976 1.26866 2.9174 4.2262 1.91066
40 2.7776 1.2655 3.8478 2.5878 7.3956 2.5878 0.9911 4.5562 7.6138 1.35652 3.8196 4.6938 3.021 1.67236 3.9312 1.06138 3.3098 3.7196 1.2222 5.7616 6.3328 6.2728 4.0962 5.4542 3.0442 2.3686 5.444 2.5878 3.0358 2.5878 2.6494 4.3222 2.714 3.104 4.1744 2.377 2.5726 2.089 5.0806 0.0 1.96212 3.1676 2.673 5.7616 5.7582 5.3018 2.534 4.7464 0.0 0.0 5.6524 1.77634 5.0604 2.3378 1.77634 5.0604 6.2172 2.3378 5.6524 1.77634 5.0604 6.2172 2.3378 5.6524
41 1.36504 2.0968 3.7912 1.3651 7.339 1.3651 1.82246 4.4996 7.5572 0.91988 3.763 4.5732 2.9642 1.61572 3.4186 0.62474 3.253 3.663 0.70956 5.7048 6.2762 6.2162 3.8336 5.3976 1.83756 2.2018 5.3874 1.3651 2.7732 1.3651 2.4828 4.0594 1.30146 1.69128 3.6618 2.2104 2.0598 0.67632 4.5678 1.13476 0.0 1.755 2.6164 5.7048 5.7016 5.245 2.0214 4.6258 0.0 0.0 5.5958 1.2637 5.0038 2.1712 1.2637 5.0038 6.1606 2.1712 5.5958 1.2637 5.0038 6.1606 2.1712 5.5958
42 0.63526 3.241 5.3374 2.4494 8.2632 2.4494 2.9666 5.4238 8.4814 2.4662 5.3092 5.3934 4.5106 3.162 4.2388 2.171 4.7994 5.2092 2.2558 6.6292 7.2004 7.1404 5.1598 6.3218 1.8058 3.612 6.9336 2.4494 4.0994 2.4494 3.893 5.3856 1.9637 0.06373 4.482 3.6206 3.4702 1.56656 5.3882 2.217 3.0718 0.0 4.1626 6.6292 6.8578 6.1694 3.3476 5.446 0.0 0.0 6.52 2.81 5.928 3.5814 2.81 5.928 7.0848 3.5814 6.52 2.81 5.928 7.0848 3.5814 6.52
43 5.3338 3.3058 3.55 4.55 4.9918 4.55 3.5174 4.2584 5.21 3.9128 3.5218 4.396 0.48714 2.7886 5.244 3.6176 1.99994 3.4218 3.7784 4.1968 3.929 3.869 4.0404 4.2124 5.8064 4.1628 2.9102 4.55 4.468 4.55 4.0816 4.6284 5.2704 5.6602 4.5466 4.1712 4.2628 4.6452 5.2586 4.1276 4.5184 5.7238 0.0 4.1968 3.2244 5.004 4.2242 4.4486 0.0 0.0 4.4106 3.7386 4.7626 4.128 3.7386 4.7626 3.8134 4.128 4.4106 3.7386 4.7626 3.8134 4.128 4.4106
