param n := 36.0;
param numVehicles := 3.0;
set Origin := 73 75 76 77;
set O := 75 76 77;
param Ok := 1 75 2 76 3 77;
set S := 83 84 85 86 87;
set F := 74 78 79 80 81 82;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87:=
11 2.7374 0.91 2.4462 2.6904 1.12508 2.8732 1.25514 1.63872 2.911 2.2244 0.0 4.3142 4.7194 1.87252 5.008 1.6041 2.5018 3.501 3.0338 3.3062 3.0662 2.6382 3.6032 4.0526 2.8994 1.38614 2.0688 2.7274 2.6194 2.2116 3.3752 3.112 4.0756 2.851 2.925 1.29228 2.0824 4.367 2.5228 3.2928 3.0476 1.72658 1.06198 1.63872 2.3828 2.2666 1.78144 2.9018 2.4468 2.3332 5.008 2.8808 2.5018 3.015 1.28296 2.76 1.54546 4.1282 2.0712 4.0972 2.1192 3.06 0.96288 2.7638 2.755 2.2116 2.3488 1.46386 4.405 3.6416 1.60592 1.29228 0.0 0.0 4.6082 1.57522 1.57522 1.0608 3.4514 4.6082 1.57522 4.0434 1.0608 3.4514 4.6082 1.57522 4.0434
12 6.0396 3.9206 5.0764 5.6666 4.5312 1.79574 2.5296 5.0448 3.6232 2.9508 3.7406 0.0 2.542 5.2786 0.7266 4.4902 5.856 6.4772 2.7084 1.4248 1.98866 2.8128 4.3154 1.43306 5.9896 2.6606 4.009 3.2336 2.22 3.3702 2.2976 1.4137 1.4061 5.8272 5.149 4.6984 4.0226 1.74744 5.5048 4.2208 3.7598 4.2548 3.4266 5.0448 5.013 2.9932 5.1876 3.0764 2.7014 5.7394 0.7266 2.4812 5.856 2.6896 2.8308 3.266 3.618 1.45864 2.7976 3.0196 2.3738 6.0422 3.939 1.5304 2.3554 3.3702 3.5074 3.7264 3.3276 6.6238 5.012 4.6984 0.0 0.0 2.4308 4.4614 4.4614 4.467 1.56992 2.4308 4.4614 1.42392 4.467 1.56992 2.4308 4.4614 1.42392
13 5.6588 3.5396 4.3294 5.2858 4.1504 1.0489 2.1488 4.664 2.8764 2.204 3.3598 1.10998 0.0 4.8978 1.80376 3.7434 5.475 6.0962 1.96154 1.32596 1.24182 2.066 3.5686 0.68622 5.2428 2.2798 3.2622 2.4868 1.47312 2.6234 1.55086 1.31486 0.87126 5.4464 4.4022 4.3176 3.2758 1.0006 5.124 3.474 3.013 3.5078 2.6796 4.664 4.2662 2.2464 4.8068 2.3296 1.9545 5.3586 1.80376 1.73442 5.475 1.94268 2.4498 2.5192 2.8712 0.9238 2.0508 0.7308 1.62688 5.6614 3.5582 0.78356 1.60864 2.6234 2.7606 3.3456 2.5808 6.243 4.6312 4.3176 0.0 0.0 1.8959 3.7146 3.7146 4.086 1.47108 1.8959 3.7146 0.67708 4.086 1.47108 1.8959 3.7146 0.67708
14 1.71508 2.448 1.49982 2.062 1.60272 4.3072 2.7932 1.38836 3.2066 3.7624 1.87252 5.7484 6.1534 0.0 6.442 2.0818 1.4794 2.3024 3.8238 4.7402 4.5002 4.0722 3.899 5.4866 1.33894 2.9242 2.5466 3.0232 3.4794 3.7496 4.8092 4.65 5.5096 2.1468 1.36438 1.9568 2.378 5.801 1.50036 2.3464 3.3434 2.2042 2.6 1.38836 1.43648 3.8048 1.53108 4.3358 3.9848 0.7107 6.442 3.7408 1.4794 3.875 2.821 3.0556 3.0834 5.5622 3.6092 5.5312 3.6572 2.0376 2.1726 4.1978 3.615 3.7496 3.8868 2.6734 5.607 2.095 2.0836 1.9568 0.0 0.0 6.0422 2.0528 2.0528 1.1454 4.8854 6.0422 2.0528 5.4774 1.1454 4.8854 6.0422 2.0528 5.4774
15 5.947 3.828 4.6178 5.574 4.4386 1.33712 2.437 4.9522 3.1646 2.4922 3.648 1.1862 2.0834 5.186 0.0 4.0316 5.7632 6.3846 2.2498 0.96618 1.53004 2.3542 3.8568 0.97446 5.531 2.568 3.5504 2.775 1.76136 2.9116 1.83908 0.95508 0.94748 5.7346 4.6904 4.6058 3.564 1.28882 5.4122 3.7622 3.3012 3.7962 2.9678 4.9522 4.5544 2.5346 5.095 2.6178 2.2428 5.6468 0.0 2.0226 5.7632 2.2308 2.7382 2.8074 3.1594 1.00002 2.339 2.561 1.91512 5.9496 3.8464 1.0718 1.89686 2.9116 3.0488 3.6338 2.869 6.5312 4.9194 4.6058 0.0 0.0 1.97214 4.0028 4.0028 4.3744 1.1113 1.97214 4.0028 0.9653 4.3744 1.1113 1.97214 4.0028 0.9653
16 3.5894 2.6084 1.9201 3.9364 2.883 2.5316 3.2114 2.6686 1.43094 2.4346 2.5408 3.9726 4.3778 2.7244 4.6664 0.0 3.3536 4.423 2.0482 2.9646 2.7244 2.2966 2.1232 3.7108 2.8334 3.3424 0.5888 1.2474 1.70374 2.784 3.0334 2.9534 3.7338 4.021 1.99284 3.1702 0.60232 4.0252 3.3746 2.0286 1.5676 2.2686 2.7602 2.6686 1.85676 2.477 2.8114 2.5602 3.3352 3.1852 4.6664 1.96504 3.3536 2.0992 3.4832 1.27984 3.1018 3.7864 2.2814 3.7554 3.0076 3.912 2.8408 2.4222 1.83924 2.784 2.9212 3.3418 3.9894 4.4936 2.8498 3.1702 0.0 0.0 4.2666 2.4752 2.4752 2.4256 3.1098 4.2666 2.4752 3.7016 2.4256 3.1098 4.2666 2.4752 3.7016
17 1.75588 2.4128 1.4646 2.1028 1.5675 4.272 2.758 1.35314 3.1714 3.7272 1.83732 5.713 6.1182 0.89094 6.4068 2.0466 0.0 2.5894 3.7886 4.705 4.465 4.037 3.8638 5.4514 1.9179 2.889 2.5112 2.9878 3.4442 3.7144 4.774 4.6148 5.4744 2.1876 1.94334 1.92158 2.3428 5.7658 1.54116 2.3112 3.3082 2.169 2.5648 1.35314 1.40126 3.7694 1.49586 4.3006 3.9496 1.35168 6.4068 3.7056 0.0 3.8398 2.7858 3.0204 3.0482 5.527 3.574 5.496 3.622 2.0784 2.1374 4.1626 3.5798 3.7144 3.8516 2.6382 5.5718 2.66 2.0484 1.92158 0.0 0.0 6.007 2.0176 2.0176 1.11018 4.8502 6.007 2.0176 5.4422 1.11018 4.8502 6.007 2.0176 5.4422
18 0.7569 3.3938 2.4456 2.14 2.5486 5.253 3.739 1.91656 4.1524 4.7082 2.8184 6.6942 7.0992 1.1958 7.388 3.0276 1.55722 0.0 4.7696 5.6862 5.446 5.018 4.8448 6.4324 2.049 3.87 3.4924 3.969 4.4252 4.6954 5.755 5.5958 6.4554 2.1218 2.0744 2.2246 3.3238 6.7468 1.57818 3.2922 4.2892 3.15 3.5458 1.91656 2.3822 4.7506 1.77384 5.2816 4.9306 1.4207 7.388 4.6866 1.55722 4.8208 3.7668 4.0014 4.0292 6.508 4.555 6.477 4.603 0.75944 2.6344 5.1438 4.5608 4.6954 4.8328 3.1354 6.5528 1.34108 3.0294 2.2246 0.0 0.0 6.988 2.9986 2.9986 2.0912 5.8312 6.988 2.9986 6.4232 2.0912 5.8312 6.988 2.9986 6.4232
19 4.0402 2.033 2.7788 3.9932 2.4278 1.95628 2.6362 2.9414 2.2896 1.8594 1.96558 3.3974 3.8026 3.1752 4.0912 1.9288 3.8044 4.8036 0.0 2.3894 2.1492 1.7213 2.982 3.1356 3.4362 2.7672 1.44756 0.67216 1.1285 2.2086 2.4582 2.3782 3.1586 4.1538 2.8516 2.595 1.46108 3.45 3.8254 2.8874 2.4264 1.69326 2.185 2.9414 2.7156 1.90174 3.0842 1.98492 2.7598 3.636 4.0912 1.38978 3.8044 1.52406 2.908 0.7046 2.5266 3.2112 1.7062 3.1802 2.4322 4.3626 2.2656 1.84694 1.264 2.2086 2.346 2.7666 3.4882 4.9444 2.9086 2.595 0.0 0.0 3.6912 1.8999 1.8999 2.3634 2.5344 3.6912 1.8999 3.1264 2.3634 2.5344 3.6912 1.8999 3.1264
20 5.7578 3.6386 5.4784 5.3848 4.2494 3.2958 2.2478 4.763 5.1234 3.707 3.4588 3.145 4.0422 4.9968 3.8388 4.4244 5.574 6.1952 4.2086 0.0 3.4888 3.171 5.8156 2.9332 5.9318 2.3788 4.8892 4.7338 3.7202 4.1264 3.7978 1.7726 2.9062 5.5454 5.9572 4.4166 4.9028 3.2476 5.223 5.721 5.26 4.1888 3.2226 4.763 5.4152 3.7494 4.9058 3.4346 2.9794 5.4576 3.8388 3.9814 5.574 4.1896 2.5488 4.7662 3.4142 2.9588 3.5538 4.5198 2.6518 5.7602 3.6572 3.0306 3.8556 4.1264 4.2636 3.4446 4.8278 6.342 4.7302 4.4166 0.0 0.0 3.931 4.3956 4.3956 4.185 0.14512 3.931 4.3956 2.924 4.185 0.14512 3.931 4.3956 2.924
21 4.713 2.5458 3.2556 4.34 3.1566 1.22708 1.90702 3.6702 1.8025 1.13022 2.366 2.6682 3.0734 3.904 3.362 2.6696 4.5292 5.1504 0.88772 1.66016 0.0 0.99212 2.4948 2.4064 4.169 2.038 2.1884 1.41298 0.39932 1.5495 0.47704 1.64906 2.4294 4.5006 3.3284 3.3238 2.202 2.7208 4.1782 2.4002 1.93918 2.434 1.60586 3.6702 3.1924 1.17256 3.813 1.25572 2.0306 4.3648 3.362 0.6606 4.5292 0.86886 2.1788 1.4454 1.79734 2.482 0.977 2.451 1.70308 4.7154 2.6124 1.11776 0.53482 1.5495 1.68676 2.3998 2.759 5.2972 3.6374 3.3238 0.0 0.0 2.962 2.6408 2.6408 3.0922 1.80528 2.962 2.6408 2.3972 3.0922 1.80528 2.962 2.6408 2.3972
22 5.339 3.2198 4.9776 4.966 3.8306 2.061 1.829 4.3442 3.8884 2.3622 3.04 2.0142 2.9114 4.578 2.708 3.9236 5.1552 5.7764 2.9738 1.00614 2.254 0.0 4.5808 1.8024 5.431 1.96002 3.7804 3.499 2.4854 2.7814 2.563 0.99504 1.77544 5.1266 5.1844 3.9978 3.7938 2.1168 4.8042 4.4862 4.0252 3.688 2.7218 4.3442 4.9144 2.4046 4.487 0.26362 1.63468 5.0388 2.708 2.7466 5.1552 2.9548 2.13 3.5314 2.9134 1.82798 2.209 3.285 1.30706 5.3414 3.2384 0.46374 2.6208 2.7814 2.9188 3.0258 3.593 5.9232 4.3114 3.9978 0.0 0.0 2.8 3.8948 3.8948 3.7662 1.15126 2.8 3.8948 1.79326 3.7662 1.15126 2.8 3.8948 1.79326
23 5.7432 3.5762 4.27 5.3702 4.1828 2.2574 2.9372 4.6964 2.8168 2.1604 3.3962 2.8944 3.0756 4.9302 3.5882 3.6838 5.5596 6.1808 1.90196 2.6904 2.4502 2.0224 0.0 2.4706 5.1832 3.0682 3.2026 2.4272 1.42956 2.5798 1.5073 2.6792 2.6556 5.5308 4.3426 4.35 3.2162 2.785 5.2084 3.4144 2.9534 3.4484 2.6362 4.6964 4.2066 2.2028 4.8392 2.286 3.061 5.391 3.5882 1.69084 5.5596 0.28112 3.209 2.4596 2.8276 2.7082 2.0072 2.5152 2.7334 5.7458 3.6426 2.148 1.56506 2.5798 2.717 3.43 2.3992 6.3274 4.6636 4.35 0.0 0.0 2.9644 3.655 3.655 4.1186 2.8356 2.9644 3.655 2.4616 4.1186 2.8356 2.9644 3.655 2.4616
24 5.439 3.272 3.9818 5.066 3.8826 0.7012 2.6332 4.3964 2.5286 1.85634 3.0922 2.3042 2.5474 4.6302 2.998 3.3958 5.2554 5.8766 1.61384 2.3862 0.89412 1.71824 3.221 0.0 4.895 2.7642 2.9144 2.139 1.12544 2.2756 1.20316 2.3752 2.0656 5.2268 4.0546 4.0498 2.928 0.31438 4.9044 3.1264 2.6652 3.1602 2.332 4.3964 3.9184 1.89868 4.539 1.98184 2.7568 5.0908 2.998 1.38672 5.2554 1.59498 2.905 2.1716 2.5234 2.1182 1.70312 1.9251 2.4292 5.4416 3.3384 1.84388 1.26094 2.2756 2.4128 3.1258 2.233 6.0232 4.3636 4.0498 0.0 0.0 2.4362 3.3668 3.3668 3.8184 2.5314 2.4362 3.3668 1.87138 3.8184 2.5314 2.4362 3.3668 1.87138
25 2.0392 3.23 2.0758 3.0942 2.6348 4.8832 3.8252 2.4204 3.7828 4.5444 2.9046 6.3244 6.7296 1.31404 7.0182 2.7678 2.5114 2.2506 4.4 5.3164 5.0762 4.6484 4.475 6.0626 0.0 3.9562 3.2326 3.5992 4.0556 4.5318 5.3852 5.3052 6.0856 2.824 1.66662 2.9888 2.9542 6.377 2.5324 2.9224 3.9194 2.8902 3.382 2.4204 2.0126 4.5868 2.5632 4.912 5.0168 0.65896 7.0182 4.3168 2.5114 4.451 3.853 3.6316 3.8656 6.1382 4.3912 6.1072 4.6892 2.8916 3.2046 4.774 4.191 4.5318 4.669 3.7056 6.1832 2.0434 2.7696 2.9888 0.0 0.0 6.6184 2.739 2.739 2.1774 5.4614 6.6184 2.739 6.0534 2.1774 5.4614 6.6184 2.739 6.0534
26 3.685 1.56602 3.4978 3.3122 2.1768 1.79324 0.175164 2.6904 3.6206 2.0944 1.38614 3.2344 3.6394 2.9242 3.928 2.6118 3.5014 4.1226 2.7058 2.2262 1.98614 1.55826 4.313 2.9726 3.9512 0.0 3.0766 3.2312 2.2174 2.5136 2.2952 2.032 2.9956 3.4728 3.9766 2.344 3.09 3.287 3.1504 4.2184 3.7574 2.3762 1.41 2.6904 3.4344 2.1368 2.833 1.82188 1.36684 3.3848 3.928 2.4788 3.5014 2.687 0.47622 3.2636 1.60148 3.0482 1.94116 3.0172 1.03922 3.6876 1.58452 1.6839 2.353 2.5136 2.651 1.37186 3.325 4.2692 2.6576 2.344 0.0 0.0 3.5282 2.5828 2.5828 2.1124 2.3714 3.5282 2.5828 2.9634 2.1124 2.3714 3.5282 2.5828 2.9634
27 3.1534 2.8744 1.48422 3.5006 2.4472 3.0596 3.6196 2.2328 1.95904 2.9628 2.717 4.5008 4.9058 2.2886 5.1944 1.36214 2.9178 3.987 2.5762 3.4926 3.2526 2.8246 2.6514 4.239 2.3976 3.7506 0.0 1.77552 2.2318 3.16 3.5616 3.4816 4.262 3.5852 1.55696 2.8012 1.13044 4.5534 2.9388 1.88478 2.0958 2.5346 3.0264 2.2328 1.42088 3.0052 2.3754 3.0882 3.8632 2.7492 5.1944 2.4932 2.9178 2.6274 3.6654 1.80796 3.5098 4.3146 2.8096 4.2836 3.5356 3.476 3.017 2.9504 2.3674 3.16 3.2974 3.5178 4.5174 4.0576 2.414 2.8012 0.0 0.0 4.7946 2.3832 2.3832 1.9898 3.6378 4.7946 2.3832 4.2298 1.9898 3.6378 4.7946 2.3832 4.2298
28 4.9032 2.742 3.3778 4.5362 3.2908 1.42326 2.1032 3.8044 1.92468 1.3264 2.5622 2.8644 3.2694 4.0382 3.5582 2.7918 4.6674 5.3466 1.0099 1.85634 1.61618 1.1883 2.617 2.6026 4.2912 2.2342 2.3106 0.0 0.5955 1.74568 1.92522 1.84524 2.6256 4.6968 3.4506 3.458 2.324 2.917 4.3744 2.5224 2.0614 2.5562 1.80204 3.8044 3.3146 1.36874 3.9472 1.4519 2.2268 4.499 3.5582 0.85678 4.6674 0.99104 2.375 1.56758 1.99352 2.6782 1.17318 2.6472 1.89926 4.9116 2.8086 1.31394 0.731 1.74568 1.88294 2.596 2.9552 5.4934 3.7716 3.458 0.0 0.0 3.1582 2.763 2.763 3.2264 2.0014 3.1582 2.763 2.5934 3.2264 2.0014 3.1582 2.763 2.5934
29 5.7336 3.5664 4.2762 5.3606 4.1772 0.99568 2.2516 4.6908 2.823 2.1508 3.3866 2.4368 2.8418 4.9246 3.1306 3.6902 5.5498 6.171 1.9083 1.42874 1.18858 0.7607 3.5154 2.175 5.1896 2.3826 3.209 2.4336 0.0 2.57 1.49762 1.41764 2.198 5.5212 4.349 4.3444 3.2224 2.4894 5.1988 3.4208 2.9598 3.4546 2.6264 4.6908 4.213 2.1932 4.8336 1.0243 2.0572 5.3854 3.1306 0.42918 5.5498 1.88944 2.5526 2.466 2.818 2.2506 1.99758 2.2196 1.72966 5.736 3.633 0.88634 0.135504 2.57 2.7074 3.4204 2.5276 6.3178 4.658 4.3444 0.0 0.0 2.7306 3.6614 3.6614 4.1128 1.57386 2.7306 3.6614 2.1658 4.1128 1.57386 2.7306 3.6614 2.1658
30 4.8262 2.6652 3.301 4.4592 3.2138 1.34632 2.0262 3.7274 1.84774 1.24946 2.4852 2.7874 3.1926 3.9612 3.4812 2.7148 4.5904 5.2698 0.93296 1.77938 1.53924 1.11134 2.54 2.5256 4.2142 2.1572 2.2336 1.4582 0.51854 0.0 1.84828 1.76828 2.5486 4.6198 3.3736 3.381 2.2472 2.84 4.2974 2.4454 1.9844 2.4794 1.7251 3.7274 3.2376 1.2918 3.8702 1.37496 2.15 4.422 3.4812 0.77984 4.5904 0.9141 2.298 1.49064 1.91656 2.6012 1.09624 2.5702 1.82232 4.8348 2.7316 1.23698 0.65406 0.0 1.806 2.519 2.8782 5.4164 3.6946 3.381 0.0 0.0 3.0814 2.686 2.686 3.1496 1.9245 3.0814 2.686 2.5164 3.1496 1.9245 3.0814 2.686 2.5164
31 4.4756 2.3084 3.6242 4.1026 2.9192 0.98968 1.66962 3.4328 2.817 0.89282 2.1286 2.4308 2.836 3.6666 3.1246 2.5702 4.2918 4.913 1.90232 1.42274 1.1826 0.75472 3.5094 2.169 4.0776 1.80062 2.311 2.4276 0.161912 1.3121 0.0 1.41164 2.192 4.2632 3.715 3.0864 2.3244 2.4834 3.9408 3.4148 2.9538 2.3346 1.36846 3.4328 3.561 0.93516 3.5756 1.01832 1.79328 4.1274 3.1246 0.4232 4.2918 1.88346 1.94144 2.46 1.55994 2.2446 0.7396 2.2136 1.46568 4.478 2.375 0.88036 0.29742 1.3121 1.44936 2.1624 2.5216 5.0598 3.4 3.0864 0.0 0.0 2.7246 2.5414 2.5414 2.8548 1.56786 2.7246 2.5414 2.1598 2.8548 1.56786 2.7246 2.5414 2.1598
