param n := 40.0;
param numVehicles := 5.0;
set Origin := 81 83 84 85 86 87;
set O := 83 84 85 86 87;
param Ok := 1 83 2 84 3 85 4 86 5 87;
set S := 93 94 95 96 97;
set F := 82 88 89 90 91 92;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97:=
11 1.9809 2.1246 2.6682 1.45386 4.4058 0.73548 4.6746 2.7388 3.4312 4.5002 0.0 3.887 2.7372 3.711 3.3562 4.174 3.8706 1.02966 3.3722 3.337 3.7134 1.0461 4.9996 3.9456 4.1882 1.54872 2.7236 2.3042 3.2844 4.9604 3.4762 4.4554 2.8572 3.3808 2.8348 5.0246 2.2734 1.37366 4.0412 3.0948 3.053 3.5258 4.1464 3.702 4.3792 3.7784 4.0206 3.4072 4.012 3.6046 2.501 3.025 3.6222 2.8364 3.971 4.3464 1.59752 2.7444 4.2358 3.9852 3.8068 2.828 5.1084 4.5686 3.5264 3.8552 2.85 3.7842 4.0414 4.9604 3.6384 2.911 1.08316 0.37366 3.3496 4.1452 3.6544 1.60664 3.8688 2.3868 0.0 0.0 2.7916 3.8336 3.8156 3.1812 2.7916 2.7916 3.8156 3.9564 3.1812 3.8336 2.7916 3.8156 3.9564 3.1812 3.8336
12 4.9732 2.0966 4.5146 3.8382 6.6642 2.9018 6.9328 1.27498 4.8294 6.7584 3.2668 0.0 2.7434 4.4312 5.2024 7.0364 5.7168 2.8758 4.4084 5.7572 5.3726 3.5244 7.8618 2.8638 0.30126 2.493 3.8898 2.2944 5.1306 7.2186 4.1964 6.3018 2.5014 2.061 5.541 7.2828 2.2638 3.8518 5.8874 5.5152 2.4552 5.3722 3.3806 1.37032 5.1586 2.4586 4.7408 2.8094 6.2702 5.4508 5.4932 5.4452 3.0244 2.3826 6.7062 6.6046 4.7478 4.5906 6.656 6.8476 6.669 1.36416 7.9706 2.17 1.22666 4.8354 1.51386 1.45234 4.4802 7.2186 5.4846 2.5594 4.2334 3.5238 5.1958 5.3926 3.0568 3.2988 6.731 4.233 0.0 0.0 1.9219 6.254 5.662 2.8294 1.9219 1.9219 5.662 6.8188 2.8294 6.254 1.9219 5.662 6.8188 2.8294 6.254
13 4.1498 2.3754 3.297 3.6226 4.8726 2.8784 5.1414 1.53554 2.934 4.967 2.2854 2.7598 0.0 2.5358 3.3754 5.2448 3.9254 2.8524 2.513 3.9658 3.477 3.215 6.0704 1.45248 3.061 2.1156 2.1964 2.555 3.3392 5.4272 2.301 4.5102 1.33802 3.1716 3.7496 5.4914 2.5242 3.5424 4.096 3.7236 0.55984 3.5806 1.65924 2.5748 3.2632 3.5692 2.8454 0.91396 4.4788 3.6594 4.6618 3.6538 1.12906 3.4932 4.9148 4.8132 3.6004 2.7992 4.8646 5.056 4.8776 1.70074 6.1792 3.1234 2.3992 2.94 1.54482 2.657 2.5848 5.4272 3.6932 1.39592 3.252 2.5424 3.4044 3.4972 1.16128 3.5594 4.9396 3.2516 0.0 0.0 1.1515 4.4624 3.8704 1.66594 1.1515 1.1515 3.8704 5.0274 1.66594 4.4624 1.1515 3.8704 5.0274 1.66594 4.4624
14 5.4474 4.1832 3.1548 4.9204 3.0444 4.202 3.313 3.5172 3.0638 3.1388 3.8812 4.6374 2.8178 0.0 1.43508 3.6426 2.097 4.4482 3.0748 3.1454 1.5368 4.5126 4.468 2.4948 4.9388 3.7112 2.804 4.3628 2.5188 3.5988 1.48064 2.682 3.3198 4.9794 2.9292 3.6632 4.332 4.8402 2.2676 2.9034 2.5416 1.72428 2.129 4.1326 1.82684 5.3768 0.30966 2.8956 2.6504 1.83114 4.5936 2.8336 3.1108 5.3008 3.0866 2.9848 3.532 1.97886 3.0862 3.4538 4.0572 3.6824 4.5768 4.6752 4.381 0.55772 3.5266 4.2146 0.74386 3.5988 1.86494 2.9916 4.5496 3.8402 1.57608 1.66574 3.143 5.0732 3.3374 3.8492 0.0 0.0 3.1332 2.6842 2.0422 3.2616 3.1332 3.1332 2.0422 3.691 3.2616 2.6842 3.1332 2.0422 3.691 3.2616 2.6842
15 4.7064 4.7506 2.4138 4.1794 1.7194 3.461 1.9881 4.0846 2.5872 1.81374 3.8404 5.2048 3.3852 2.2828 0.0 2.3176 0.77208 3.7552 2.5982 2.4044 0.61488 3.7716 3.143 3.062 5.506 4.2742 3.3714 4.9302 1.77786 2.2738 2.048 1.357 3.887 5.5466 2.1884 2.3382 4.8994 4.0992 0.9427 2.1624 3.109 0.42742 2.6964 4.7 1.22308 5.9442 2.5924 3.463 1.32544 0.50614 3.8526 2.0926 3.6782 5.562 1.76154 1.6599 2.791 1.50224 1.76124 2.1288 3.3162 4.2498 3.2518 5.2426 4.9484 1.12508 4.0938 4.782 1.31122 2.2738 0.53994 3.559 3.8086 3.0992 0.25108 0.9891 3.7104 4.3322 2.0124 3.3726 0.0 0.0 3.7006 1.3592 0.7172 3.829 3.7006 3.7006 0.7172 2.366 3.829 1.3592 3.7006 0.7172 2.366 3.829 1.3592
16 5.589 5.7328 3.2964 5.062 0.99004 4.3436 1.25874 5.669 4.0594 1.0844 4.9528 6.7892 4.8354 3.9492 2.5764 0.0 1.65472 4.6378 4.0704 2.1312 2.2856 4.6542 0.8697 4.6464 7.0904 5.157 4.8218 5.9124 2.6604 1.54452 3.7144 2.2396 5.4714 6.989 3.071 1.6088 5.8816 4.9818 1.82534 3.045 4.6932 2.098 4.2806 6.2842 2.1886 7.3866 4.2588 5.0474 1.46896 1.9355 4.2452 2.9752 5.2624 6.4446 1.42618 2.1366 3.6736 3.3726 2.6438 1.41678 3.501 5.834 0.9785 6.8268 6.5326 3.0754 5.6782 6.3662 2.8622 1.54452 2.2106 5.0092 4.6914 3.9818 2.5698 2.4224 5.2946 5.2148 1.62698 4.485 0.0 0.0 5.2848 2.2418 2.3878 5.2792 5.2848 5.2848 2.3878 2.0306 5.2792 2.2418 5.2848 2.3878 2.0306 5.2792 2.2418
17 4.0288 4.1724 1.73614 3.5018 1.04174 2.7834 1.31044 4.4746 2.4992 1.13608 3.3924 5.5948 3.2752 2.6728 1.01608 1.63994 0.0 3.0776 2.51 1.72684 0.72524 3.094 2.4654 3.452 5.896 3.5966 3.2614 4.3522 1.1002 1.59622 2.438 0.67934 4.277 5.4286 1.51064 1.66048 4.3214 3.4216 0.170618 1.48474 3.4988 0.53776 3.0864 5.09 1.39108 5.8262 2.9824 3.853 0.64778 0.3752 3.175 1.41486 4.0682 4.8842 1.08388 0.98224 2.1134 1.81222 1.08358 1.45114 2.6386 4.6398 2.5742 5.6326 5.3382 1.51508 4.4838 5.172 1.7012 1.59622 0.65028 3.449 3.131 2.4216 1.00942 1.15708 4.1004 3.6546 1.33468 2.9246 0.0 0.0 4.0906 0.68154 0.82754 3.719 4.0906 4.0906 0.82754 1.68836 3.719 0.68154 4.0906 0.82754 1.68836 3.719 0.68154
18 2.5892 2.733 1.97258 2.0622 4.1222 1.3438 4.3908 3.333 2.7356 4.2166 0.72494 4.4952 2.0416 3.0152 2.6606 4.4944 3.1748 0.0 2.6766 3.2152 3.0176 1.65442 5.3198 3.25 4.7966 2.157 2.0278 2.9126 2.5886 4.6766 2.7804 3.7598 3.1356 3.9892 2.999 4.741 2.8818 1.98196 3.3454 2.9732 2.3574 2.8302 3.4508 4.3104 3.6836 4.3866 3.325 2.7114 3.7282 2.909 3.1094 2.9034 2.9266 3.4446 4.1644 4.0626 2.2058 2.0486 4.114 4.3056 4.127 3.4362 5.4286 4.921 4.1348 3.1596 3.3424 4.3924 3.3456 4.6766 2.9428 2.2154 1.69148 0.98196 2.6538 3.4496 2.9588 2.215 4.1892 1.6911 0.0 0.0 2.949 3.712 3.12 2.4854 2.949 2.949 3.12 4.2768 2.4854 3.712 2.949 3.12 4.2768 2.4854 3.712
19 3.1134 3.2572 0.89478 2.5864 3.0444 1.868 3.313 3.6512 1.65774 3.1388 2.4772 4.8754 2.3598 1.93746 1.58272 3.4166 2.097 2.1622 0.0 2.1374 1.93988 2.1786 4.242 2.7388 5.1766 2.6812 2.346 3.4368 1.51084 3.5988 1.70264 2.682 3.4538 4.5134 1.92128 3.6632 3.406 2.5062 2.2676 1.89538 2.6756 1.7524 2.373 4.3766 2.6058 4.9108 2.2472 3.0296 2.6504 1.83112 2.2596 1.8255 3.2448 3.9688 3.0866 2.9848 1.19804 0.97086 3.0362 3.2278 3.0492 3.8164 4.3508 4.9192 4.515 2.0818 3.6606 4.4586 2.2678 3.5988 1.86492 2.5336 2.2156 1.50616 1.57606 2.3718 3.277 2.7392 3.1114 2.0092 0.0 0.0 3.2672 2.6342 2.0422 2.8036 3.2672 3.2672 2.0422 3.199 2.8036 2.6342 3.2672 2.0422 3.199 2.8036 2.6342
20 3.977 4.1208 1.68436 3.45 2.426 2.7316 2.6946 4.4228 2.4474 2.5204 3.3408 5.543 3.2234 2.621 0.9643 2.9542 1.47864 3.0258 2.4584 0.0 1.32146 3.0422 3.7796 3.4004 5.8442 3.5448 3.2096 4.3004 1.04842 2.9804 2.3862 2.0636 4.2252 5.377 1.45888 3.0448 4.2696 3.3698 1.64926 1.43296 3.4472 1.13398 3.0346 5.0382 1.9873 5.7744 2.9308 3.8012 2.032 1.21272 3.1232 1.36308 4.0164 4.8324 2.468 2.3664 2.0616 1.76044 1.0318 2.7654 2.5868 4.588 3.8884 5.5808 5.2866 1.4633 4.4322 5.1202 1.64944 2.9804 1.2465 3.3972 3.0792 2.3698 0.95766 1.75332 4.0486 3.6028 2.649 2.8728 0.0 0.0 4.0388 0.62976 1.42376 3.6672 4.0388 4.0388 1.42376 2.7366 3.6672 0.62976 4.0388 1.42376 2.7366 3.6672 0.62976
21 4.6596 4.8034 2.367 4.1326 1.67254 3.4142 1.94124 4.1864 2.6888 1.7669 3.9422 5.3066 3.4868 2.3846 0.86016 2.2708 0.72524 3.7084 2.6998 2.3576 0.0 3.7248 3.0962 3.1638 5.6078 4.2274 3.4732 4.983 1.731 2.227 2.1498 1.31016 3.9888 5.6484 2.1414 2.2912 4.9522 4.0524 0.89584 2.1156 3.2106 0.187476 2.798 4.8016 0.7728 6.046 2.6942 3.5648 1.27858 0.4593 3.8058 2.0456 3.7798 5.515 1.71468 1.61304 2.7442 1.60396 1.7144 2.082 3.2694 4.3516 3.205 5.3442 5.05 1.2268 4.1956 4.8838 1.41294 2.227 0.49308 3.6606 3.7618 3.0524 1.00116 0.53882 3.812 4.2854 1.96548 3.4744 0.0 0.0 3.8022 1.31234 0.67034 3.9308 3.8022 3.8022 0.67034 2.3192 3.9308 1.31234 3.8022 0.67034 2.3192 3.9308 1.31234
22 2.5552 2.803 3.3466 1.42036 5.3762 1.41386 5.645 3.4172 4.1096 5.4706 2.099 4.5652 3.4156 4.3894 4.0346 4.7484 4.549 1.70802 4.0506 4.3074 4.3918 0.0 5.5738 4.624 4.8666 2.227 3.402 2.9826 3.9626 5.9308 4.1546 5.1338 3.5356 4.0592 3.8052 5.995 2.9518 1.43602 4.7196 4.0652 3.7314 4.2042 4.8248 4.3804 5.0576 4.4568 4.699 4.0856 4.9822 4.283 3.0754 3.9954 4.3006 3.5148 4.5452 5.3168 2.5678 3.4228 5.206 4.5596 4.381 3.5062 5.6826 5.247 4.2048 4.5336 3.5284 4.4624 4.7198 5.9308 4.3168 3.5894 2.0536 2.356 4.028 4.8236 4.3328 0.88102 4.4432 3.0652 0.0 0.0 3.47 4.804 4.494 3.8594 3.47 3.47 4.494 4.5308 3.8594 4.804 3.47 4.494 4.5308 3.8594 4.804
23 4.8154 4.9592 2.5228 4.2884 0.21644 3.57 0.48514 4.8954 3.2858 0.3108 4.1792 6.0156 4.0618 3.1756 1.8028 2.4266 0.88114 3.8642 3.2968 2.5136 1.51194 3.8806 0.0 3.8728 6.3168 4.3834 4.0482 5.1388 1.8869 0.77094 2.9408 1.46606 4.6978 6.2154 2.2974 0.8352 5.108 4.2082 1.05176 2.2714 3.9196 1.32446 3.507 5.5106 1.4149 6.613 3.4852 4.2738 1.43448 1.1619 3.9616 2.2016 4.4888 5.671 1.87058 1.76894 2.9 2.599 1.8703 2.2378 3.4254 5.0606 3.361 6.0532 5.759 2.3018 4.9046 5.5926 2.0886 0.77094 1.437 4.2356 3.9178 3.2082 1.79614 1.6489 4.521 4.4412 2.1214 3.7114 0.0 0.0 4.5112 1.46824 1.61426 4.5058 4.5112 4.5112 1.61426 2.475 4.5058 1.46824 4.5112 1.61426 2.475 4.5058 1.46824
24 5.0484 3.1856 3.4718 4.5214 4.5414 3.777 4.8102 2.3458 3.1088 4.6358 3.1842 2.5418 2.3848 2.2044 3.044 4.9136 3.594 3.7512 2.6878 3.6344 3.1458 4.1136 5.739 0.0 2.8432 3.0142 2.3712 3.3652 3.0078 5.0958 1.96966 4.179 2.2368 3.9818 3.4184 5.1602 3.3344 4.4412 3.7648 3.3924 1.45856 3.2494 0.91596 2.037 2.9318 4.3794 2.5142 1.81268 4.1474 3.3282 4.8366 3.3226 2.0278 4.3034 4.5836 4.4818 3.775 2.4678 4.5332 4.7248 4.5462 2.5108 5.8478 2.5796 3.2094 2.6088 2.4436 2.119 2.2534 5.0958 3.362 2.2946 4.1506 3.4412 3.073 3.1658 2.06 4.3696 4.6084 3.4624 0.0 0.0 2.0502 4.1312 3.5392 2.5646 2.0502 2.0502 3.5392 4.696 2.5646 4.1312 2.0502 3.5392 4.696 2.5646 4.1312
25 5.2744 2.398 4.8158 4.1394 6.9654 3.203 7.234 1.57624 5.1308 7.0598 3.5682 0.30126 3.0448 4.7324 5.5038 7.3376 6.018 3.1772 4.7098 6.0584 5.6738 3.8256 8.163 3.1624 0.0 2.7942 4.191 2.5958 5.4318 7.5198 4.4976 6.603 2.8028 2.3624 5.8422 7.5842 2.565 4.1532 6.1886 5.8164 2.7566 5.6734 3.6792 1.67158 5.4598 2.7598 5.0422 3.1106 6.5714 5.7522 5.7946 5.7464 3.3258 2.6838 7.0076 6.9058 5.049 4.8918 6.9572 7.1488 6.9702 1.66542 8.2718 1.86868 1.52792 5.1368 1.81512 1.7536 4.7814 7.5198 5.786 2.8606 4.5346 3.8252 5.497 5.6938 3.358 3.6002 7.0324 4.5342 0.0 0.0 2.2232 6.5552 5.9632 3.1306 2.2232 2.2232 5.9632 7.12 3.1306 6.5552 2.2232 5.9632 7.12 3.1306 6.5552
26 3.087 0.76468 2.4704 1.8879 4.62 0.85754 4.8886 1.35278 2.8112 4.7142 1.22266 2.501 1.64528 3.091 3.1582 4.9922 3.6726 0.8317 2.3902 3.713 3.5154 1.48014 5.8176 2.7638 2.8022 0.0 1.74162 0.9443 3.0864 5.1744 2.8562 4.2576 1.40324 1.99486 3.4968 5.2386 0.91352 1.8077 3.8432 3.471 1.87108 3.328 2.9704 2.3162 4.1812 2.3924 3.4006 2.2252 4.226 3.4066 3.607 3.401 2.4402 1.91842 4.662 4.5604 2.7036 2.5464 4.6118 4.8034 4.6248 1.44196 5.9264 3.1826 2.1404 3.4952 1.39606 2.3982 3.6814 5.1744 3.4404 1.46114 2.1892 1.4797 3.1516 3.9472 2.4726 1.9487 4.6868 2.1888 0.0 0.0 1.3377 4.2098 3.6178 1.73116 1.3377 1.3377 3.6178 4.7746 1.73116 4.2098 1.3377 3.6178 4.7746 1.73116 4.2098
27 4.1596 2.3854 2.799 3.6326 4.7746 2.8882 5.0432 1.54544 2.436 4.869 2.2954 2.7696 0.25394 2.4376 3.2772 5.1468 3.8272 2.8624 2.015 3.8676 3.379 3.2248 5.9722 1.46236 3.0708 2.1254 0.0 2.565 3.241 5.329 2.2028 4.4122 1.3479 3.1816 3.6514 5.3934 2.5342 3.5524 3.9978 3.6256 0.56972 3.4826 1.66914 2.5848 3.165 3.579 2.7474 0.92386 4.3806 3.5614 4.1638 3.5556 1.13894 3.503 4.8168 4.715 3.1022 2.701 4.7664 4.958 4.7794 1.71062 6.081 3.1334 2.4092 2.842 1.5547 2.6668 2.4866 5.329 3.5952 1.4058 3.2618 2.5524 3.3062 3.399 1.17118 3.5694 4.8416 2.7894 0.0 0.0 1.16138 4.3644 3.7724 1.67582 1.16138 1.16138 3.7724 4.9292 1.67582 4.3644 1.16138 3.7724 4.9292 1.67582 4.3644
28 3.8164 0.95818 3.3578 2.6816 5.5074 1.74504 5.7762 0.57428 3.8788 5.6018 2.1102 1.72246 1.69678 3.7304 4.0458 5.8796 4.56 1.7192 3.4578 4.6006 4.403 2.3676 6.705 2.6472 2.0238 1.33628 2.8432 0.0 3.9738 6.0618 3.4956 5.145 1.45474 1.21634 4.3844 6.1262 1.10702 2.6952 4.7308 4.3584 1.75458 4.2154 2.854 1.53762 4.4578 1.61388 4.0402 2.1086 5.1134 4.2942 4.3366 4.2886 2.3238 1.53792 5.5496 5.448 3.591 3.4338 5.4992 5.6908 5.5122 0.66346 6.8138 2.4042 1.36196 4.1348 0.81316 1.61964 3.7794 6.0618 4.328 1.51264 3.0768 2.3672 4.039 4.6918 2.356 2.1422 5.5744 3.0764 0.0 0.0 1.2212 5.0972 4.5052 1.78266 1.2212 1.2212 4.5052 5.662 1.78266 5.0972 1.2212 4.5052 5.662 1.78266 5.0972
