param n := 40.0;
param numVehicles := 4.0;
set Origin := 81 83 84 85 86;
set O := 83 84 85 86;
param Ok := 1 83 2 84 3 85 4 86;
set S := 92 93 94 95 96;
set F := 82 87 88 89 90 91;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96:=
11 2.2446 3.3606 2.7126 2.388 1.65744 3.4806 3.2642 1.32184 4.7212 2.68 0.0 0.41766 4.3656 3.9332 3.424 2.336 2.9204 2.575 2.2874 3.504 3.032 2.5116 2.5772 3.3552 2.2346 2.878 1.82794 2.656 2.5336 2.1518 2.1696 3.2088 1.81998 2.2216 2.3246 0.97344 2.693 5.4346 3.3786 4.145 2.4284 2.653 1.43446 4.781 1.75968 2.079 3.5362 3.0102 2.3124 2.4064 3.3096 3.289 2.6532 5.3822 2.2858 2.2588 3.2246 2.5286 3.4716 2.8512 2.9296 2.9534 4.2664 4.8024 3.0218 3.8764 2.5944 2.669 1.70772 1.2899 3.7322 3.9114 3.6592 1.39738 3.6698 3.2906 3.2136 3.8596 3.3178 3.0984 0.0 0.0 2.3322 4.1236 3.5588 2.9668 2.7958 2.9668 4.1236 2.3322 3.5588 2.7958 2.9668 4.1236 2.3322 3.5588
12 1.82698 2.943 2.2948 1.97024 1.23978 3.063 2.8466 0.90418 4.3036 2.2622 1.3012 0.0 3.948 3.5156 3.0062 1.91834 2.5026 2.1574 1.86974 3.0864 2.6142 2.094 2.1594 2.9376 1.81684 2.4602 1.41028 2.2382 2.116 1.73408 1.752 2.791 1.40232 1.80398 1.90704 0.55578 2.2754 5.017 2.961 3.7274 2.0108 2.2352 1.01678 4.3634 1.34202 1.66134 3.1184 2.5926 1.89464 1.98876 2.892 2.8714 2.2356 4.9646 1.86816 1.84104 2.8068 2.111 3.054 2.4334 2.512 2.5356 3.8488 4.3846 2.604 3.4586 2.1768 2.2514 1.29006 0.87222 3.3144 3.4936 3.2416 0.97972 3.2522 2.873 2.7958 3.442 2.9002 2.6808 0.0 0.0 1.9146 3.706 3.1412 2.5492 2.3782 2.5492 3.706 1.9146 3.1412 2.3782 2.5492 3.706 1.9146 3.1412
13 3.438 4.796 1.42792 2.9454 3.0928 1.4841 4.0296 2.7572 2.2546 4.1154 2.9482 3.366 0.0 1.54264 4.8594 3.5654 1.28974 3.7684 3.7228 4.9394 4.4674 1.22704 2.2826 4.1206 3.67 2.3254 3.2634 4.0914 1.249 2.9832 1.51706 2.2642 3.2554 1.99304 3.7602 2.4088 4.1284 6.87 0.4501 5.5804 1.8759 4.0884 2.6638 1.99648 1.53108 2.0804 2.0116 2.8576 3.7478 3.5998 0.381 0.5045 2.1006 2.5976 2.0572 2.0302 4.296 1.9761 1.081 0.74456 4.365 4.3888 1.79986 2.0178 4.0472 1.09176 2.0418 4.1044 3.1432 1.8473 5.1676 1.12672 1.6626 1.6428 5.1052 3.5784 3.6554 5.295 0.38924 4.5338 0.0 0.0 1.67966 5.559 4.9942 4.4022 1.1182 4.4022 5.559 1.67966 4.9942 1.1182 4.4022 5.559 1.67966 4.9942
14 4.4506 5.8086 2.4404 3.9578 4.1054 2.4966 5.0422 3.7698 2.9332 5.1278 3.9608 4.3784 1.26354 0.0 5.8718 4.578 2.3022 4.781 4.7354 5.952 5.4798 2.2396 3.295 5.1332 4.6824 3.3378 4.2758 5.1038 2.2616 3.9956 2.5296 3.2766 4.268 3.0056 4.7726 3.4214 5.141 7.8826 1.46262 6.593 2.8884 5.1008 3.6764 1.40102 2.5436 3.093 2.136 3.8702 4.7602 4.6124 1.39352 1.51702 3.1132 2.0022 3.0698 3.0426 5.3084 2.9886 2.0936 1.75708 5.3776 5.4012 2.8124 1.3463 5.0596 1.3003 3.0544 5.117 4.1556 2.8598 6.18 1.33524 2.6752 2.6554 6.1178 4.5908 4.668 6.3076 1.40176 5.5464 0.0 0.0 2.6922 6.5716 6.0068 5.4148 2.1308 5.4148 6.5716 2.6922 6.0068 2.1308 5.4148 6.5716 2.6922 6.0068
15 3.3968 1.7188 4.8766 5.01 2.8836 5.6368 3.2664 3.944 6.4554 2.424 4.341 4.7588 6.5298 6.5554 0.0 4.9582 5.0846 3.7272 3.5136 1.81218 2.932 4.6758 4.5254 3.3574 1.97868 3.648 3.0542 2.556 4.6978 4.58 4.7918 4.943 2.9722 4.8438 2.0688 3.5956 1.67338 3.9688 5.7788 2.9452 3.8686 2.3972 4.0566 6.5212 4.3818 4.7012 6.1582 4.1624 3.4644 3.5586 5.7098 5.4532 4.8174 7.1224 4.908 4.8808 4.4728 4.6928 6.0938 5.2686 2.6738 2.0496 6.0006 6.9666 2.766 6.0406 4.7586 1.69742 2.8598 3.912 3.6324 6.0754 5.8154 4.0196 0.24588 2.4392 2.5162 2.1678 5.718 2.9986 0.0 0.0 4.9544 2.9238 1.91698 2.063 4.96 2.063 2.9238 4.9544 1.91698 4.96 2.063 2.9238 4.9544 1.91698
16 1.96368 2.1136 3.8856 2.673 1.45046 4.6538 2.9832 2.4948 5.5162 2.399 1.3599 1.77756 5.5386 5.1062 2.339 0.0 4.0934 2.294 0.46244 3.199 1.78494 3.6846 3.5382 3.0742 1.95354 2.661 1.62098 1.40896 3.7066 3.1468 3.3426 4.0038 1.53902 2.8606 2.0438 2.1464 2.412 4.1256 4.5518 2.836 2.8816 2.372 2.6074 5.5822 2.9328 3.252 4.7092 2.7292 2.0314 2.1254 4.4826 4.4622 3.8262 6.1834 2.9248 2.8978 1.42156 3.7018 4.6446 4.0242 2.6486 2.6724 5.0614 5.9754 2.7408 5.0494 3.7674 2.388 1.42676 2.463 2.4232 5.0844 4.8322 2.5704 2.5848 3.0096 2.9326 2.7746 4.4908 1.85148 0.0 0.0 3.5052 2.8146 2.3118 2.6858 3.9688 2.6858 2.8146 3.5052 2.3118 3.9688 2.6858 2.8146 3.5052 2.3118
17 2.4224 4.0384 2.0002 2.8596 2.3352 2.0564 3.442 1.9996 3.489 3.3576 2.1906 2.6082 2.8154 2.239 4.1018 2.8078 0.0 2.7528 2.9652 4.1818 3.7096 1.7994 2.393 3.533 2.9122 2.6938 2.5058 3.3336 1.82136 1.96752 0.46742 3.0246 2.4978 2.6894 3.0024 1.6512 3.3708 6.1124 1.68444 4.8228 2.2442 3.3308 1.90622 3.2308 2.2274 1.32276 2.7078 2.968 2.99 2.5842 1.61536 1.73886 2.469 3.832 2.7536 2.7264 3.6962 2.3444 1.77736 1.14892 3.6074 3.6312 3.0342 3.2522 3.4596 2.3262 2.4102 3.3468 2.3854 1.76166 4.41 2.361 2.235 1.84316 4.3476 3.7284 3.6512 4.5374 1.6236 3.7762 0.0 0.0 0.63002 4.8014 4.2366 3.6446 1.69056 3.6446 4.8014 0.63002 4.2366 1.69056 3.6446 4.8014 0.63002 4.2366
18 2.608 3.326 1.83788 4.6652 2.9488 2.606 1.99956 3.1172 3.4646 2.6452 3.9962 4.414 3.491 3.8326 3.3894 4.6134 2.0458 0.0 3.5788 3.4694 2.9972 1.63702 1.48654 2.0906 2.1998 0.60926 3.1194 2.6212 1.65896 2.1872 2.273 1.95214 3.0374 4.283 2.29 3.4568 2.6584 5.4 2.74 4.1104 0.82986 2.4504 3.7118 3.5304 3.821 3.1284 4.3014 0.67762 2.2776 1.6098 2.671 2.4144 1.77864 4.1316 4.3472 4.32 4.538 1.65408 3.371 2.2298 2.727 2.9188 3.0098 3.9278 2.0172 3.0018 1.71982 2.6344 2.925 3.5672 3.6976 3.0366 2.7846 3.6488 3.6352 1.54832 1.62542 3.825 2.6792 3.0638 0.0 0.0 2.4356 4.089 3.5242 2.9322 1.9212 2.9322 4.089 2.4356 3.5242 1.9212 2.9322 4.089 2.4356 3.5242
19 2.9316 2.8636 3.5354 2.3228 2.4184 4.3036 3.9512 2.1448 5.5442 3.3668 1.00986 1.42752 5.1886 4.7562 3.089 1.62698 3.7434 3.262 0.0 3.949 2.7528 3.3346 3.4002 4.0422 2.9214 3.6288 2.589 2.3768 3.3566 2.9748 2.9926 4.0318 2.507 2.5106 3.0116 1.79642 3.38 3.7756 4.2016 2.486 3.2514 3.34 2.2574 5.604 2.5826 2.902 4.359 3.6972 2.9992 3.0934 4.1326 4.112 3.4762 6.2052 2.5748 2.5476 1.0715 3.3516 4.2946 3.6742 3.6166 3.6404 5.0894 5.6254 3.7088 4.6994 3.4174 3.356 2.3946 2.1128 2.0732 4.7342 4.4822 2.2204 3.3348 3.9776 3.9004 2.7466 4.1408 2.6014 0.0 0.0 3.1552 2.4646 3.0618 3.6538 3.6188 3.6538 2.4646 3.1552 3.0618 3.6188 3.6538 2.4646 3.1552 3.0618
20 1.92138 0.24336 3.7672 3.5346 1.40816 4.5274 1.79092 2.4686 5.346 0.94864 2.8656 3.2832 5.4204 5.08 1.69268 3.4828 3.975 2.2518 2.0382 0.0 1.45664 3.5664 3.4158 1.88196 0.50324 2.5386 1.57866 1.08064 3.5884 3.1044 3.3164 3.8334 1.49672 3.3684 0.59342 2.1202 0.96174 3.8594 4.5254 2.5698 2.7592 0.92166 2.5812 5.4118 2.9064 3.2258 4.6828 2.687 1.98904 2.0832 4.4564 4.3438 3.708 6.013 3.4326 3.4054 2.9972 3.5834 4.6184 3.9978 1.19836 1.22206 4.8912 5.857 1.29048 4.931 3.6492 0.9377 1.38444 2.4366 2.1568 4.966 4.706 2.5442 1.93856 1.55934 1.48224 2.1284 4.4646 1.52318 0.0 0.0 3.479 2.5484 0.44152 1.23554 3.8506 1.23554 2.5484 3.479 0.44152 3.8506 1.23554 2.5484 3.479 0.44152
21 2.075 2.225 4.0008 3.1542 1.56178 4.769 3.0946 2.6222 5.6276 2.5102 1.84122 2.2588 5.654 5.2336 2.4502 2.4584 4.2086 2.4054 2.1918 3.3104 0.0 3.8 3.6496 3.1856 2.0648 2.7722 1.7323 1.52028 3.822 3.2582 3.47 4.1152 1.65034 3.342 2.155 2.2738 2.5234 4.299 4.679 3.0094 2.9928 2.4832 2.7348 5.6934 3.06 3.3794 4.8364 2.8406 2.1426 2.2368 4.61 4.5774 3.9416 6.2946 3.4062 3.379 1.90288 3.817 4.772 4.1516 2.76 2.7836 5.1728 6.0908 2.8522 5.1648 3.8828 2.4994 1.53808 2.5902 2.5966 5.1996 4.9476 2.6978 2.6962 3.121 3.0438 2.886 4.6182 1.9628 0.0 0.0 3.6326 2.988 2.4232 2.7972 4.0842 2.7972 2.988 3.6326 2.4232 4.0842 2.7972 2.988 3.6326 2.4232
22 2.6194 4.2874 0.35918 3.1866 2.6622 1.12738 2.9608 2.3266 2.686 3.6066 2.5176 2.9352 2.0122 2.354 4.3506 3.1346 0.567 2.7398 3.292 4.4306 3.9586 0.0 1.46384 3.052 3.1612 1.25664 2.8326 3.5826 0.021954 2.1644 0.79434 1.58744 2.8246 2.8044 3.2514 1.97812 3.6196 6.3614 1.26136 5.0716 0.80716 3.4116 2.2332 2.4278 2.3424 1.64968 2.8228 2.039 3.239 2.571 1.19226 0.93576 1.03194 3.029 2.8686 2.8414 4.0232 0.90738 1.89228 0.75118 3.6884 3.88 2.2312 2.449 2.9784 1.52304 0.97312 3.5956 2.7124 2.0886 4.6588 1.55798 1.30588 2.17 4.5966 2.5096 2.5868 4.7864 1.2005 4.0252 0.0 0.0 0.95694 5.0504 4.4854 3.8934 0.4425 3.8934 5.0504 0.95694 4.4854 0.4425 3.8934 5.0504 0.95694 4.4854
23 1.34754 3.5896 1.7854 3.6348 1.88634 2.5536 2.367 1.82274 3.7942 2.9088 2.9658 3.3834 3.4384 3.0142 3.6528 3.5828 1.99322 1.67796 2.5164 3.7328 3.2608 1.58452 0.0 2.4582 2.4634 1.95086 2.0568 2.8848 1.60648 0.89264 1.24256 2.2816 2.0488 3.4646 2.5536 2.4264 2.922 5.6636 2.4596 4.3738 1.50138 2.8818 2.6814 3.854 3.0026 2.098 3.483 2.1132 2.5412 1.50932 2.3904 2.362 1.72614 4.4552 3.5288 3.5016 3.4754 1.60158 2.5524 1.92404 3.1586 3.1822 3.3394 3.8752 2.3846 2.9492 1.66734 2.8978 1.93662 2.5368 3.961 2.9842 2.732 2.6182 3.8988 2.6536 2.5764 4.0886 2.3988 3.3274 0.0 0.0 1.40516 4.3526 3.7876 3.1958 1.86872 3.1958 4.3526 1.40516 3.7876 1.86872 3.1958 4.3526 1.40516 3.7876
24 0.67198 3.018 2.5978 3.7692 1.64278 3.366 1.69152 1.57918 4.2246 2.3372 3.1002 3.5178 4.251 3.9766 3.0812 3.7174 2.8056 1.0024 2.2728 3.1614 2.6892 2.397 2.2464 0.0 1.89186 1.36922 1.81328 2.3132 2.419 1.85508 2.205 2.712 1.80532 3.603 1.98204 2.3548 2.3504 5.092 3.422 3.8024 1.58982 2.3102 2.8158 4.2904 3.141 2.3364 4.0574 1.4376 1.96964 0.83376 3.353 3.1744 2.5386 4.8916 3.6672 3.64 3.2318 2.414 3.515 2.8864 2.587 2.6106 3.7698 4.6876 1.7091 3.7616 2.4798 2.3264 1.69306 2.6712 3.3894 3.7966 3.5446 2.7788 3.3272 1.97796 1.90086 3.517 3.3612 2.7558 0.0 0.0 2.3676 3.781 3.2162 2.6242 2.6812 2.6242 3.781 2.3676 3.2162 2.6812 2.6242 3.781 2.3676 3.2162
25 2.0882 2.8062 3.456 4.5554 2.429 4.2162 1.47968 2.9954 5.0348 0.4454 3.8864 4.304 5.109 5.2768 2.8694 4.5034 3.6638 2.3026 3.0588 2.9494 2.4774 3.2552 3.1046 1.5707 0.0 2.2274 2.5994 2.1014 3.277 3.1552 3.5052 3.5222 2.5174 4.3892 1.77018 3.141 2.1386 4.8802 4.3582 3.5904 2.448 0.61042 3.602 5.1006 3.9272 3.7524 5.4736 2.7378 1.7578 2.134 4.289 4.0326 3.3968 5.7018 4.4534 4.4262 4.018 3.2722 4.815 3.848 0.88712 2.3988 4.58 5.5458 0.97924 4.6198 3.338 2.1144 2.4052 3.4574 3.1776 4.6548 4.3946 3.5648 3.1154 1.2481 1.171 3.3052 4.2974 2.544 0.0 0.0 3.6678 3.5692 3.0042 2.4122 3.5394 2.4122 3.5692 3.6678 3.0042 3.5394 2.4122 3.5692 3.6678 3.0042
26 2.2616 3.2596 1.4575 4.285 2.8004 2.2256 1.93312 2.7368 3.1542 2.5788 3.6158 4.0336 3.1106 3.4522 3.3228 4.233 1.66534 1.712 3.4304 3.403 2.9308 1.25664 1.10616 2.0242 2.1334 0.0 2.971 2.5548 1.2786 1.80676 1.89266 1.6417 2.963 3.9026 2.2236 3.0764 2.592 5.3336 2.3596 4.044 0.4495 2.3838 3.3314 3.22 3.4406 2.748 3.9212 1.68126 2.2112 1.54336 2.2906 2.034 1.39826 3.8212 3.9668 3.9398 4.3896 1.2737 2.9906 1.8495 2.6606 2.8522 2.6994 3.5474 1.9507 2.6214 1.33946 2.568 2.8508 3.1868 3.631 2.6564 2.4042 3.2684 3.5688 1.48188 1.55898 3.7586 2.2988 2.9974 0.0 0.0 2.0552 4.0226 3.4578 2.8658 1.54082 2.8658 4.0226 2.0552 3.4578 1.54082 2.8658 4.0226 2.0552 3.4578
27 2.152 3.268 2.62 2.2954 1.56486 3.3882 3.1716 1.22928 4.6286 2.5874 1.6263 2.044 4.273 3.8406 3.3314 2.2434 2.8278 2.4824 2.1948 3.4114 2.9394 2.419 2.4846 3.2626 2.142 2.7854 0.0 2.5634 2.441 2.0592 2.077 3.1162 1.72742 2.129 2.2322 0.88088 2.6004 5.342 3.2862 4.0524 2.336 2.5604 1.34188 4.6886 1.66712 1.98644 3.4436 2.9176 2.2198 2.3138 3.217 3.1966 2.5606 5.2898 2.1932 2.1662 3.132 2.4362 3.379 2.7586 2.837 2.8608 4.1738 4.7098 2.9292 3.7838 2.5018 2.5764 1.61516 1.19732 3.6396 3.8188 3.5666 1.30482 3.5772 3.198 3.121 3.767 3.2252 3.0058 0.0 0.0 2.2396 4.031 3.4662 2.8742 2.7032 2.8742 4.031 2.2396 3.4662 2.7032 2.8742 4.031 2.2396 3.4662
28 2.5344 0.85642 4.3802 4.1476 2.0212 5.1404 2.404 3.0816 5.959 1.5617 3.4786 3.8964 6.0334 5.693 1.08172 4.0958 4.5882 2.8648 2.6512 1.94178 2.0696 4.1794 4.029 2.495 1.1163 3.1516 2.1918 0.0 4.2014 3.7176 3.9294 4.4466 2.1098 3.9814 1.20648 2.7332 1.5748 3.3184 5.1384 2.2948 3.3722 1.53472 3.1942 6.0248 3.5194 3.8388 5.2958 3.3 2.602 2.6962 5.0694 4.9568 4.321 6.626 4.0456 4.0184 3.6104 4.1964 5.2314 4.611 1.81142 1.83512 5.5042 6.4702 1.90354 5.5442 4.2622 1.55076 1.9975 3.0496 2.77 5.579 5.319 3.1572 1.3276 2.1724 2.0952 1.5174 5.0776 0.59424 0.0 0.0 4.092 2.2734 1.05458 1.8486 4.4636 1.8486 2.2734 4.092 1.05458 4.4636 1.8486 2.2734 4.092 1.05458
