param n := 30.0;
param numVehicles := 3.0;
set Origin := 61 63 64 65;
set O := 63 64 65;
param Ok := 1 63 2 64 3 65;
set S := 71 72 73 74 75;
set F := 62 66 67 68 69 70;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75:=
11 3.7954 5.2504 3.6596 5.859 6.3632 3.0816 1.24284 1.10824 2.437 3.7236 0.0 1.33042 0.0 3.5832 1.15866 0.0 0.0 5.7632 1.06404 0.3724 3.8324 2.7784 2.3542 3.7248 3.8568 0.97446 3.5504 2.342 1.89754 1.81744 3.4072 5.2286 4.1304 6.3776 4.2998 3.0816 3.0012 1.35606 2.9678 3.524 0.0 3.0604 0.0 3.0286 1.1026 0.0 0.0 5.7632 1.73536 1.15038 5.8618 3.2522 1.00002 5.5276 2.339 2.561 3.8464 4.1968 1.336 3.0568 0.0 0.0 0.9653 1.1113 4.3744 4.3744 1.1113 1.97214 4.0028 0.9653 4.3744 1.1113 1.97214 4.0028 0.9653
12 3.2418 4.697 4.7012 5.3056 5.8098 4.6762 2.8374 2.7028 1.88358 4.6982 3.4746 0.0 3.4746 4.5576 2.7532 3.4746 3.4746 5.2098 2.6586 1.96694 3.279 3.989 2.8066 5.3194 5.4514 2.569 4.525 2.7944 3.492 3.412 5.0016 4.675 5.725 5.8242 4.3284 4.6762 4.5956 0.025644 2.8584 5.1184 3.4746 3.9108 3.4746 4.6232 2.6972 3.4746 3.4746 5.2098 3.33 2.745 5.3084 4.8466 2.5946 4.9742 3.1896 4.1556 3.293 3.6432 0.0055754 3.9072 0.0 0.0 2.5598 1.91784 3.8208 3.8208 1.91784 3.5666 4.0312 2.5598 3.8208 1.91784 3.5666 4.0312 2.5598
13 3.7954 5.2504 3.6596 5.859 6.3632 3.0816 1.24284 1.10824 2.437 3.7236 0.0 1.33042 0.0 3.5832 1.15866 0.0 0.0 5.7632 1.06404 0.3724 3.8324 2.7784 2.3542 3.7248 3.8568 0.97446 3.5504 2.342 1.89754 1.81744 3.4072 5.2286 4.1304 6.3776 4.2998 3.0816 3.0012 1.35606 2.9678 3.524 0.0 3.0604 0.0 3.0286 1.1026 0.0 0.0 5.7632 1.73536 1.15038 5.8618 3.2522 1.00002 5.5276 2.339 2.561 3.8464 4.1968 1.336 3.0568 0.0 0.0 0.9653 1.1113 4.3744 4.3744 1.1113 1.97214 4.0028 0.9653 4.3744 1.1113 1.97214 4.0028 0.9653
14 2.537 2.7442 0.4933 3.6768 3.933 1.17138 4.4746 4.34 3.5868 1.2574 5.1618 3.8242 5.1618 0.0 3.0044 5.1618 5.1618 2.885 4.3458 3.6542 2.5402 1.74624 2.792 1.81458 2.6186 4.2062 1.79416 2.7796 2.3352 3.5072 1.49688 2.2982 2.2202 3.8714 1.59764 1.17138 0.96054 3.8498 2.9936 2.2856 5.1618 3.2762 5.1618 0.933 4.3344 5.1618 5.1618 2.885 5.0172 4.3822 3.3556 1.34192 4.2818 2.5974 2.7768 4.2508 2.9842 2.9044 3.8298 3.2724 0.0 0.0 4.197 3.605 1.95704 1.95704 3.605 4.7618 2.3506 4.197 1.95704 3.605 4.7618 2.3506 4.197
15 3.2282 4.6834 4.0124 5.2918 5.796 3.4344 1.5957 1.46108 1.8699 3.9944 2.2328 0.89526 2.2328 3.854 0.0 2.2328 2.2328 5.1962 1.41688 0.72524 3.2652 3.0494 1.867 4.0776 4.2096 1.3273 3.8212 1.85478 2.2504 2.1702 3.76 4.6614 4.4832 5.8106 4.2328 3.4344 3.354 0.9209 2.7628 3.8768 2.2328 2.9712 2.2328 3.3816 1.45544 2.2328 2.2328 5.1962 2.0882 1.50324 5.2948 3.605 1.35286 4.9604 2.2498 2.9138 3.2792 3.6296 0.90084 2.9676 0.0 0.0 1.31814 0.67616 3.8072 3.8072 0.67616 2.325 3.9356 1.31814 3.8072 0.67616 2.325 3.9356 1.31814
16 3.7954 5.2504 3.6596 5.859 6.3632 3.0816 1.24284 1.10824 2.437 3.7236 0.0 1.33042 0.0 3.5832 1.15866 0.0 0.0 5.7632 1.06404 0.3724 3.8324 2.7784 2.3542 3.7248 3.8568 0.97446 3.5504 2.342 1.89754 1.81744 3.4072 5.2286 4.1304 6.3776 4.2998 3.0816 3.0012 1.35606 2.9678 3.524 0.0 3.0604 0.0 3.0286 1.1026 0.0 0.0 5.7632 1.73536 1.15038 5.8618 3.2522 1.00002 5.5276 2.339 2.561 3.8464 4.1968 1.336 3.0568 0.0 0.0 0.9653 1.1113 4.3744 4.3744 1.1113 1.97214 4.0028 0.9653 4.3744 1.1113 1.97214 4.0028 0.9653
17 3.7954 5.2504 3.6596 5.859 6.3632 3.0816 1.24284 1.10824 2.437 3.7236 0.0 1.33042 0.0 3.5832 1.15866 0.0 0.0 5.7632 1.06404 0.3724 3.8324 2.7784 2.3542 3.7248 3.8568 0.97446 3.5504 2.342 1.89754 1.81744 3.4072 5.2286 4.1304 6.3776 4.2998 3.0816 3.0012 1.35606 2.9678 3.524 0.0 3.0604 0.0 3.0286 1.1026 0.0 0.0 5.7632 1.73536 1.15038 5.8618 3.2522 1.00002 5.5276 2.339 2.561 3.8464 4.1968 1.336 3.0568 0.0 0.0 0.9653 1.1113 4.3744 4.3744 1.1113 1.97214 4.0028 0.9653 4.3744 1.1113 1.97214 4.0028 0.9653
18 1.69004 1.37938 1.90156 2.3118 2.5682 2.4166 5.7198 5.5852 2.758 2.5026 6.4068 5.0694 6.4068 2.544 4.2496 6.4068 6.4068 0.0 5.591 4.8992 1.69334 2.9914 4.037 3.0598 3.8638 5.4514 2.5112 4.0248 3.5804 4.7524 1.956 0.9334 2.6794 2.5066 2.3148 2.4166 2.2056 5.095 2.5648 3.5308 6.4068 3.8632 6.4068 2.1782 5.5794 6.4068 6.4068 0.0 6.2622 5.6272 1.99076 2.587 5.527 1.23246 3.574 5.496 2.1374 2.0576 5.0748 3.8596 0.0 0.0 5.4422 4.8502 1.11018 1.11018 4.8502 6.007 2.0176 5.4422 1.11018 4.8502 6.007 2.0176 5.4422
19 4.1974 5.6526 4.0616 6.261 6.7654 3.4838 1.64494 1.51032 2.8392 4.1258 1.50208 1.7325 1.50208 3.9852 1.56074 1.50208 1.50208 6.1654 0.0 0.77448 4.2346 3.1806 2.7562 4.127 3.6788 1.37654 3.9524 2.744 2.2996 2.2196 3.8092 5.6306 4.5326 6.7798 4.702 3.4838 3.4032 1.75814 3.37 3.7938 1.50208 3.4624 1.50208 3.4308 1.50468 1.50208 1.50208 6.1654 0.75932 1.55248 6.264 3.6542 0.064016 5.9296 2.7412 1.64698 4.2484 4.5988 1.73808 3.4588 0.0 0.0 1.36738 1.5134 4.7764 4.7764 1.5134 0.9961 4.4048 1.36738 4.7764 1.5134 0.9961 4.4048 1.36738
20 3.7596 5.2148 3.6238 5.8234 6.3276 3.046 1.20718 1.07256 2.4014 3.688 3.2804 1.94274 3.2804 3.5474 1.12298 3.2804 3.2804 5.7276 2.4644 0.0 3.7968 2.7428 2.3184 3.6892 3.8212 0.93878 3.5148 2.3062 1.86186 1.78176 3.3714 5.1928 4.0948 6.342 4.2642 3.046 2.9654 1.9684 2.9322 3.4882 3.2804 3.0246 3.2804 2.993 1.06692 3.2804 3.2804 5.7276 3.1356 1.11472 5.8262 3.2164 2.4004 5.4918 2.3034 2.5254 3.8108 4.161 1.94832 3.021 0.0 0.0 0.92962 1.72364 4.3386 4.3386 1.72364 3.0364 3.967 0.92962 4.3386 1.72364 3.0364 3.967 0.92962
21 1.69054 2.0878 2.688 2.6964 3.2006 3.271 5.0922 4.9576 2.0264 2.685 5.7794 4.4418 5.7794 2.5446 3.622 5.7794 5.7794 2.6006 4.9634 4.2718 0.0 3.1738 3.4096 3.9142 4.0462 4.8238 2.5118 3.3974 3.763 4.1248 3.3806 2.0892 4.1038 3.215 2.3152 3.271 3.1906 4.4674 2.3392 3.7134 5.7794 3.6378 5.7794 3.218 4.952 5.7794 5.7794 2.6006 5.6348 4.9998 2.6992 3.4416 4.8994 2.421 3.3484 4.8684 0.6838 0.60412 4.4474 3.6342 0.0 0.0 4.8146 4.2228 1.50372 1.50372 4.2228 5.3796 2.0182 4.8146 1.50372 4.2228 5.3796 2.0182 4.8146
22 2.7298 3.5492 1.29828 4.4818 4.738 1.68438 4.3156 4.181 3.5478 1.09838 5.0028 3.6652 5.0028 0.9579 2.8454 5.0028 5.0028 3.69 4.1868 3.4952 2.7332 0.0 2.6328 2.3276 2.4596 4.0472 0.92516 2.6206 2.1762 3.3482 2.0098 3.1032 2.7332 4.6764 2.4026 1.68438 1.60388 3.6908 3.0966 2.1266 5.0028 3.2692 5.0028 1.6314 4.1754 5.0028 5.0028 3.69 4.8582 4.2232 4.1606 1.8549 4.1228 3.4024 2.6178 4.0918 3.1772 3.0974 3.6708 3.2654 0.0 0.0 4.038 3.446 2.762 2.762 3.446 4.6028 2.8116 4.038 2.762 3.446 4.6028 2.8116 4.038
23 3.1872 4.6424 4.1534 5.251 5.7552 3.8056 2.0708 1.93618 1.829 3.9536 2.708 1.37038 2.708 3.8132 0.55062 2.708 2.708 5.1552 1.892 1.20036 3.2244 3.0084 0.0 4.4488 4.5808 1.8024 3.7804 1.81388 2.6214 2.5414 4.131 4.6204 4.8544 5.7696 4.1918 3.8056 3.725 1.39602 2.7218 4.2478 2.708 2.9304 2.708 3.7526 1.93056 2.708 2.708 5.1552 2.5634 1.97834 5.2538 3.9762 1.82798 4.9196 2.209 3.285 3.2384 3.5886 1.37596 2.9266 0.0 0.0 1.79326 1.15126 3.7662 3.7662 1.15126 2.8 3.8948 1.79326 3.7662 1.15126 2.8 3.8948 1.79326
24 3.378 3.8574 1.60642 4.7898 5.046 0.73868 4.3352 4.2006 4.196 1.7465 5.1784 4.3132 5.1784 2.94 3.4936 5.1784 5.1784 3.9982 3.8042 4.1432 3.3814 2.2354 3.281 0.0 2.0956 4.0668 2.9072 3.2688 2.8244 3.2998 1.354 3.4114 2.0774 4.9846 2.7108 0.73868 0.948 4.339 3.7448 1.7628 5.1784 3.9172 5.1784 0.97554 4.195 5.1784 5.1784 3.9982 4.2616 4.2428 4.4688 0.56992 3.8682 3.7104 3.266 4.1114 3.8252 3.7456 4.3188 3.9136 0.0 0.0 4.0576 4.0942 3.0702 3.0702 4.0942 3.4604 3.4596 4.0576 3.0702 4.0942 3.4604 3.4596 4.0576
25 3.5436 5.0468 3.3118 5.6552 6.1594 2.7338 2.739 2.6044 2.9372 3.3758 3.5882 3.0546 3.5882 3.2354 2.2348 3.5882 3.5882 5.5596 2.7722 2.8606 3.5766 2.4306 2.0224 2.489 0.0 2.4706 3.2026 2.0102 1.56574 1.48564 3.0594 4.9728 3.7826 6.1738 3.952 2.7338 2.6534 3.0802 2.6362 2.0922 3.5882 2.7286 3.5882 2.6808 2.5988 3.5882 3.5882 5.5596 3.4436 2.6466 5.658 2.6432 2.7082 5.2718 2.0072 2.5152 3.6426 3.941 3.0602 2.725 0.0 0.0 2.4616 2.8356 4.1186 4.1186 2.8356 2.9644 3.655 2.4616 4.1186 2.8356 2.9644 3.655 2.4616
26 3.2394 4.7426 3.0236 5.351 5.8554 2.4458 0.2684 0.133782 2.6332 3.0878 2.998 2.7506 2.998 2.9472 1.93074 2.998 2.998 5.2554 2.1822 2.2704 3.2766 2.1426 1.71824 3.089 3.221 0.0 2.9144 1.706 1.26162 1.18152 2.7712 4.6726 3.4946 5.8698 3.664 2.4458 2.3652 2.7762 2.332 2.888 2.998 2.4244 2.998 2.3928 0.128148 2.998 2.998 5.2554 2.8534 0.175938 5.354 2.6162 2.1182 4.9716 1.70312 1.9251 3.3384 3.6408 2.756 2.4208 0.0 0.0 1.87138 2.5314 3.8184 3.8184 2.5314 2.4362 3.3668 1.87138 3.8184 2.5314 2.4362 3.3668 1.87138
27 2.5696 2.777 0.52604 3.7096 3.9658 1.20414 4.5074 4.3728 3.6196 1.29014 5.1944 3.857 5.1944 0.032752 3.0372 5.1944 5.1944 2.9178 4.3786 3.687 2.573 1.77898 2.8246 1.84734 2.6514 4.239 0.0 2.8124 2.368 3.54 1.52962 2.331 2.253 3.9042 1.6304 1.20414 0.99328 3.8826 3.0264 2.3184 5.1944 3.3088 5.1944 0.96576 4.3672 5.1944 5.1944 2.9178 5.0498 4.4148 3.3884 1.37466 4.3146 2.63 2.8096 4.2836 3.017 2.9372 3.8626 3.3052 0.0 0.0 4.2298 3.6378 1.9898 1.9898 3.6378 4.7946 2.3832 4.2298 1.9898 3.6378 4.7946 2.3832 4.2298
28 3.1994 4.6546 4.1658 5.2632 5.7674 3.8178 2.083 1.94842 1.84124 3.9658 2.7202 1.3826 2.7202 3.8254 0.56284 2.7202 2.7202 5.1674 1.90422 1.21258 3.2366 3.0206 0.0122244 4.461 4.593 1.81464 3.7926 0.0 2.6338 2.5536 4.1432 4.6326 4.8666 5.7818 4.204 3.8178 3.7374 1.40824 2.734 4.26 2.7202 2.9426 2.7202 3.7648 1.94278 2.7202 2.7202 5.1674 2.5756 1.99058 5.266 3.9884 1.8402 4.9318 2.2212 3.2972 3.2506 3.6008 1.38818 2.939 0.0 0.0 1.80548 1.16348 3.7786 3.7786 1.16348 2.8124 3.907 1.80548 3.7786 1.16348 2.8124 3.907 1.80548
29 3.3986 4.9018 3.183 5.5104 6.0146 2.605 2.3082 2.1736 2.1164 3.247 2.9954 1.65778 2.9954 3.1066 0.83802 2.9954 2.9954 5.4146 2.1794 1.48776 3.4358 2.3018 0.62552 3.2482 3.3802 2.0398 3.0738 0.6133 0.0 1.3408 2.9304 4.8318 3.6538 6.029 3.8232 2.605 2.5244 1.68342 2.4912 3.0472 2.9954 2.5838 2.9954 2.552 2.168 2.9954 2.9954 5.4146 2.8508 2.2158 5.5132 2.7756 2.1154 5.131 1.8624 2.0844 3.4978 3.8 1.66336 2.58 0.0 0.0 2.0306 1.43868 3.9776 3.9776 1.43868 2.5954 3.5262 2.0306 3.9776 1.43868 2.5954 3.5262 2.0306
30 2.2976 3.8006 2.7058 4.4092 4.9134 2.7558 2.459 2.3244 1.69126 2.5058 3.1462 1.80862 3.1462 2.3654 0.98886 3.1462 3.1462 4.3136 2.3302 1.6386 2.3346 1.56068 0.77636 3.399 3.531 2.1906 2.3326 0.76414 0.31974 0.0 3.0814 3.7308 3.8046 4.9278 2.86 2.7558 2.6754 1.83426 1.3901 3.1982 3.1462 1.48256 3.1462 2.7028 2.3188 3.1462 3.1462 4.3136 3.0016 2.3666 4.412 2.9264 2.2662 4.0298 0.76124 2.2352 2.3966 2.699 1.8142 1.47894 0.0 0.0 2.1816 1.58952 2.8766 2.8766 1.58952 2.7464 2.563 2.1816 2.8766 1.58952 2.7464 2.563 2.1816
31 3.5658 4.045 1.79414 4.9776 5.2338 0.9264 4.8694 4.7348 4.3836 1.93424 5.7186 4.501 5.7186 3.1278 3.6812 5.7186 5.7186 4.1858 4.6626 4.331 3.569 2.423 3.4688 1.24342 2.2834 4.601 3.095 3.4566 3.0122 3.616 0.0 3.5992 0.86104 5.1722 2.8984 0.9264 1.13572 4.5266 3.9324 1.95052 5.7186 4.105 5.7186 1.16326 4.7292 5.7186 5.7186 4.1858 5.12 4.777 4.6564 0.77076 4.7266 3.8982 3.4536 4.6456 4.013 3.9334 4.5066 4.1014 0.0 0.0 4.5918 4.282 3.2578 3.2578 4.282 4.3188 3.6474 4.5918 3.2578 4.282 4.3188 3.6474 4.5918
32 1.74708 0.49304 1.9586 1.42556 1.68178 2.4736 5.7768 5.6422 2.815 2.5596 6.464 5.1264 6.464 2.601 4.3066 6.464 6.464 0.60122 5.648 4.9564 1.75036 3.0484 4.094 3.1168 3.9208 5.5084 2.5684 4.0818 3.6374 4.8094 2.013 0.0 2.7364 1.62022 2.3718 2.4736 2.2626 5.152 2.6218 3.5878 6.464 3.9202 6.464 2.2352 5.6366 6.464 6.464 0.60122 6.3192 5.6844 1.10442 2.644 5.584 0.34612 3.631 5.553 1.67832 1.59864 5.132 3.9166 0.0 0.0 5.4992 4.9072 1.16722 1.16722 4.9072 6.064 2.0746 5.4992 1.16722 4.9072 6.064 2.0746 5.4992
33 2.852 3.3314 1.08048 4.264 4.5202 0.21274 4.1558 4.0212 3.67 1.22058 5.005 3.7874 5.005 2.4142 2.9676 5.005 5.005 3.4722 4.189 3.6174 2.8554 1.70942 2.755 0.52978 1.56976 3.8874 2.3814 2.7428 2.2984 2.9024 0.82806 2.8854 0.0 4.4586 2.1848 0.21274 0.42208 3.813 3.2188 1.23686 5.005 3.3914 5.005 0.4496 4.0156 5.005 5.005 3.4722 4.6964 4.0634 3.9428 0.0571 4.125 3.1846 2.74 3.932 3.2994 3.2196 3.793 3.3876 0.0 0.0 3.8782 3.5682 2.5442 2.5442 3.5682 3.895 2.9336 3.8782 2.5442 3.5682 3.895 2.9336 3.8782
34 3.0296 1.37098 3.2412 1.39872 0.67572 3.7562 6.6234 6.4888 3.5576 3.8422 7.3104 5.973 7.3104 3.8836 5.1532 7.3104 7.3104 1.8838 6.4946 5.8028 3.033 4.331 4.9406 4.3994 5.2034 6.355 3.851 4.9284 4.92 5.656 3.2956 1.37236 4.019 0.0 3.6544 3.7562 3.5452 5.9986 3.8704 4.8704 7.3104 5.1688 7.3104 3.5178 6.483 7.3104 7.3104 1.8838 7.1658 6.5308 1.47036 3.9266 6.4306 1.70406 4.8796 6.3996 2.215 2.6052 5.9784 5.1652 0.0 0.0 6.3458 5.7538 2.4498 2.4498 5.7538 6.9106 3.3572 6.3458 2.4498 5.7538 6.9106 3.3572 6.3458
35 1.29268 3.138 2.0442 3.7526 4.2568 2.6272 4.3664 4.2318 2.2526 2.0412 5.0536 3.716 5.0536 1.9007 2.8962 5.0536 5.0536 3.2788 4.2376 3.546 1.29598 1.91002 2.6836 3.2704 3.4024 4.098 1.86794 2.6714 2.227 3.399 2.9486 2.692 3.672 4.2652 0.0 2.6272 2.5466 3.7416 1.65942 3.0694 5.0536 1.8319 5.0536 2.5742 4.2262 5.0536 5.0536 3.2788 4.909 4.274 3.7494 2.7976 4.1736 2.9912 1.54258 4.1426 1.73994 1.66026 3.7216 1.82826 0.0 0.0 4.0888 3.4968 1.83786 1.83786 3.4968 4.6536 1.3743 4.0888 1.83786 3.4968 4.6536 1.3743 4.0888
36 2.7348 3.2142 0.9632 4.1466 4.4028 0.0 4.3206 4.186 3.5528 1.1033 5.0076 3.67 5.0076 2.2968 2.8504 5.0076 5.0076 3.355 4.1918 3.5 2.7382 1.59214 2.6378 0.73868 1.77866 4.0522 2.264 2.6256 2.1812 3.1112 0.71078 2.7682 1.4341 4.3414 2.0676 0.0 0.3048 3.6958 3.1016 1.44576 5.0076 3.274 5.0076 0.33234 4.1802 5.0076 5.0076 3.355 4.863 4.228 3.8256 0.266 4.1276 3.0672 2.6228 4.0966 3.182 3.1024 3.6756 3.2704 0.0 0.0 4.043 3.451 2.427 2.427 3.451 4.104 2.8164 4.043 2.427 3.451 4.104 2.8164 4.043
37 2.524 3.0034 0.75236 3.9358 4.192 0.3048 4.1096 3.975 3.3418 0.89246 4.7968 3.4592 4.7968 2.086 2.6394 4.7968 4.7968 3.1442 3.9808 3.2892 2.5272 1.3813 2.427 0.948 1.988 3.8412 2.0532 2.4148 1.97036 3.1422 0.6303 2.5574 1.35362 4.1304 1.8567 0.3048 0.0 3.4848 2.8908 1.6551 4.7968 3.0632 4.7968 0.027532 3.9694 4.7968 4.7968 3.1442 4.6522 4.0172 3.6146 0.47534 3.9168 2.8564 2.4118 3.8858 2.9712 2.8916 3.4648 3.0596 0.0 0.0 3.8322 3.2402 2.2162 2.2162 3.2402 4.3134 2.6056 3.8322 2.2162 3.2402 4.3134 2.6056 3.8322
