param n := 32.0;
param numVehicles := 4.0;
set Origin := 65 67 68 69 70;
set O := 67 68 69 70;
param Ok := 1 67 2 68 3 69 4 70;
set S := 76 77 78 79 80;
set F := 66 71 72 73 74 75;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80:=
11 1.27772 1.26082 1.9189 5.4072 3.9852 2.5102 1.56074 4.4578 2.7072 1.50208 0.0 6.0876 3.2256 4.5886 2.6518 1.50208 3.9608 4.384 1.93212 5.008 4.0286 3.8344 1.37654 5.933 2.411 2.9702 3.177 4.5676 2.2996 3.3136 5.0464 2.2412 1.40022 3.8672 6.317 3.1642 3.4308 2.716 1.50468 6.084 6.4018 1.50208 0.75932 5.6752 3.2192 6.7102 3.1402 1.50208 5.3002 1.31074 3.5614 5.008 2.7132 5.8374 1.64698 2.3172 2.7134 6.3516 1.47388 3.8042 1.73808 3.3136 5.435 3.4508 0.0 0.0 1.5134 4.4048 1.5134 0.9961 4.7764 1.5134 0.9961 4.4048 1.36738 4.7764 1.5134 0.9961 4.4048 1.36738
12 5.8872 5.8702 4.9864 1.4566 3.0788 4.2516 4.7842 2.3932 4.6226 6.9416 6.1256 0.0 3.247 2.5822 4.3234 6.9416 2.6422 2.5314 4.9996 2.4562 4.3002 2.67 5.986 1.60258 5.4784 3.4236 3.5226 1.9991 4.1152 4.2492 3.078 5.3086 6.0096 3.3348 2.2926 4.8938 2.7128 4.4574 6.1142 0.129584 2.2258 6.9416 6.797 1.43664 3.2408 2.3796 3.3204 6.9416 2.5158 5.6944 3.583 2.4562 4.5286 1.50692 6.0306 4.1566 5.105 2.327 4.6974 3.2718 5.6096 4.2492 1.48442 4.3864 0.0 0.0 5.3848 2.5524 5.3848 6.5418 1.64486 5.3848 6.5418 2.5524 5.9768 1.64486 5.3848 6.5418 2.5524 5.9768
13 3.6286 3.6116 2.7278 3.564 2.912 3.307 2.5256 1.5526 2.26 4.683 3.867 3.1824 0.0 1.6835 3.4486 4.683 3.8996 2.3648 2.741 2.1028 4.3154 3.6434 3.7274 3.71 3.2198 1.06098 3.538 2.5484 3.1084 2.6264 2.1892 3.05 3.751 4.022 3.4598 4.6112 3.5856 3.5128 3.8556 3.179 3.5446 4.683 4.5382 2.77 1.6181 4.487 0.95778 4.683 2.443 3.4356 1.96028 2.1028 2.27 3.6142 3.772 1.79404 4.1604 3.4944 2.4388 3.9592 3.351 2.6264 3.5918 2.7638 0.0 0.0 3.1262 2.3856 3.1262 4.283 1.87124 3.1262 4.283 2.3856 3.7182 1.87124 3.1262 4.283 2.3856 3.7182
14 4.189 4.172 3.2882 3.2924 2.7444 3.6334 3.086 1.53496 2.8204 5.2432 4.4274 2.9108 1.95072 0.0 3.775 5.2432 3.628 2.1972 3.3014 1.086 4.1478 3.4756 4.2878 3.4384 3.7802 1.62136 3.3702 2.3808 3.4968 2.9528 0.94566 3.6104 4.3114 3.8544 2.2162 4.8996 3.418 3.8392 4.4158 2.9074 2.301 5.2432 5.0986 1.63036 1.94448 4.2154 1.51816 5.2432 1.19944 3.996 2.2866 1.086 2.8304 3.3426 4.3324 2.3544 4.4868 2.2508 2.999 3.7916 3.9112 2.9528 3.3202 3.09 0.0 0.0 3.6866 2.218 3.6866 4.8434 1.70362 3.6866 4.8434 2.218 4.2786 1.70362 3.6866 4.8434 2.218 4.2786
15 3.0368 3.0198 2.136 3.1662 1.48032 1.40128 1.93382 2.0448 3.0802 4.0912 3.2752 3.6746 2.1906 2.1758 0.0 4.0912 2.6838 1.87902 2.1492 2.595 2.8838 2.2176 3.1356 3.4362 2.628 2.7672 0.67216 2.0626 1.26468 2.2086 3.0636 2.4582 3.1592 2.5902 4.3282 2.7054 2.1538 1.60698 3.2638 3.6712 4.4188 4.0912 3.9466 3.2622 2.1844 4.2132 2.908 4.0912 3.3172 2.844 2.5266 2.595 1.6782 3.3406 3.1802 2.4322 2.2546 4.3626 1.84694 2.5274 2.7592 2.2086 3.194 2.346 0.0 0.0 2.5344 1.8999 2.5344 3.6912 2.3634 2.5344 3.6912 1.8999 3.1264 2.3634 2.5344 3.6912 1.8999 3.1264
16 0.87564 0.85872 1.5168 5.005 3.5832 2.1082 1.15866 4.0556 2.305 0.0 1.06404 5.6856 2.8234 4.1866 2.2498 0.0 3.5586 3.9818 1.53004 4.6058 3.7586 3.4324 0.97446 5.531 2.0088 2.568 2.775 4.1656 1.89754 2.9116 4.6444 1.83908 0.99812 3.4652 5.915 3.4122 3.0286 2.3138 1.1026 5.682 5.9996 0.0 1.73536 5.273 2.8172 6.308 2.7382 0.0 4.8982 2.2248 3.1594 4.6058 2.311 5.4354 2.561 1.91512 2.9614 5.9496 1.0718 3.4022 1.336 2.9116 5.0328 3.0488 0.0 0.0 1.1113 4.0028 1.1113 1.97214 4.3744 1.1113 1.97214 4.0028 0.9653 4.3744 1.1113 1.97214 4.0028 0.9653
17 4.3604 4.3434 3.1736 2.9978 2.9858 3.0068 3.5394 3.6504 4.6858 5.5768 4.7608 3.9142 3.7962 3.7812 2.0664 5.5768 0.0 2.4386 3.7548 3.9274 2.0434 1.42512 4.4592 3.5238 3.6656 4.3728 2.2778 2.2182 2.8702 3.8142 4.669 3.4958 4.4828 1.45786 4.5676 2.689 1.02138 2.3526 4.5874 3.9108 4.9764 5.5768 5.268 3.5018 3.7898 4.3008 4.5136 5.5768 3.9868 4.1676 4.132 3.9274 3.2838 3.428 4.5038 4.0378 3.0002 4.6022 3.4526 0.77892 4.3648 3.8142 3.0256 3.9516 0.0 0.0 4.14 3.5054 4.14 4.4668 3.116 4.14 4.4668 3.5054 4.45 3.116 4.14 4.4668 3.5054 4.45
18 3.6618 3.6448 2.761 2.3572 0.67132 2.0262 2.5588 2.6698 3.7052 4.7162 3.9002 3.2736 2.8156 2.8008 2.098 4.7162 1.87482 0.0 2.7742 3.22 2.0748 1.40856 3.7606 2.8832 3.253 3.3922 1.29716 1.57768 1.8897 2.8336 3.6886 3.0832 3.7842 1.78128 3.9272 2.8264 1.34482 2.232 3.8888 3.2702 4.3358 4.7162 4.5716 2.8612 2.8094 3.6602 3.533 4.7162 3.3464 3.469 3.1516 3.22 2.3032 2.7876 3.8052 3.0572 2.8796 3.9616 2.472 1.71836 3.3842 2.8336 2.385 2.971 0.0 0.0 3.1594 2.525 3.1594 4.3162 2.4754 3.1594 4.3162 2.525 3.7514 2.4754 3.1594 4.3162 2.525 3.7514
19 2.3076 2.2906 0.154772 3.643 2.2212 0.74608 1.20462 2.7736 2.351 3.362 2.546 4.4034 1.46138 2.9046 0.88772 3.362 2.1966 2.6198 0.0 3.3238 2.3966 2.0704 2.4064 4.169 0.64678 2.038 1.41298 2.8034 0.5355 1.5495 3.4104 0.47704 2.43 2.103 4.681 2.0502 1.66662 0.95178 2.5346 4.4 4.7656 3.362 3.2174 3.991 1.45514 4.946 2.1788 3.362 3.6642 2.1148 1.79734 3.3238 0.94902 4.0734 2.451 1.70308 1.5994 4.7154 1.11776 2.0402 2.03 1.5495 3.6708 1.68676 0.0 0.0 1.80528 2.6408 1.80528 2.962 3.0922 1.80528 2.962 2.6408 2.3972 3.0922 1.80528 2.962 2.6408 2.3972
20 4.6056 4.5886 3.7046 2.8378 2.186 3.5408 3.5026 0.97642 3.2368 5.6598 4.844 2.4562 2.3542 0.47444 3.6126 5.6598 3.1734 1.63862 3.7178 0.0 3.5894 2.9172 4.7044 2.9838 4.1966 2.038 2.8118 1.82228 3.4042 3.3562 1.36224 4.027 4.728 3.2958 2.3158 4.341 2.8594 3.7466 4.8324 2.4528 2.7176 5.6598 5.5152 1.34582 2.348 3.7608 1.93474 5.6598 1.2989 4.4126 2.6902 0.0 3.247 2.8882 4.7488 2.771 4.3942 2.3502 3.4156 3.233 4.3278 3.3562 2.8656 3.4936 0.0 0.0 4.1032 1.6595 4.1032 5.26 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
21 4.19 4.1732 3.0292 2.8534 2.8416 2.8624 3.395 3.506 4.5414 5.4004 4.0262 3.7698 3.6518 3.637 1.92214 5.4004 1.40704 2.2942 3.6104 3.783 0.0 1.28078 4.2888 3.3794 3.5212 4.2284 2.1334 2.074 2.726 3.67 4.5248 3.3514 4.3126 1.3135 4.4234 1.90464 0.87704 2.2082 4.417 3.7664 4.832 5.4004 4.4838 3.3574 3.6456 4.1564 4.3692 5.4004 3.8426 3.9972 3.9878 3.783 3.1394 3.2838 4.3334 3.8934 2.8558 4.4578 3.3082 0.31058 4.2204 3.67 2.8812 3.8072 0.0 0.0 3.9956 3.3612 3.9956 3.6826 2.9716 3.9956 3.6826 3.3612 4.2796 2.9716 3.9956 3.6826 3.3612 4.2796
22 3.5512 3.5344 2.6504 3.2106 1.99474 1.9157 2.4482 2.5592 3.5946 4.6056 3.7896 4.127 2.705 2.6902 1.98734 4.6056 1.76422 2.3934 2.6636 3.1094 1.96416 0.0 3.65 3.7366 3.1424 3.2816 1.18658 2.4312 1.7791 2.7232 3.578 2.9726 3.6738 1.6707 4.7806 2.7158 1.23424 2.1214 3.7782 4.1236 4.9332 4.6056 4.461 3.7146 2.6988 4.5136 3.4224 4.6056 3.8318 3.3584 3.041 3.1094 2.1926 3.641 3.6946 2.9466 2.769 4.815 2.3614 1.60778 3.2736 2.7232 3.2384 2.8604 0.0 0.0 3.0488 2.4144 3.0488 4.2058 2.8778 3.0488 4.2058 2.4144 3.6408 2.8778 3.0488 4.2058 2.4144 3.6408
23 1.78172 1.76482 0.8809 4.3692 2.9472 1.4722 1.93074 3.4998 3.0772 2.998 2.1822 5.1296 2.1876 3.6306 1.61384 2.998 2.9228 3.346 0.89412 4.0498 3.1226 2.7964 0.0 4.895 1.3729 2.7642 2.139 3.5296 1.26162 2.2756 4.1364 1.20316 0.023676 2.8292 5.407 2.7764 2.3928 1.6779 0.128148 5.126 5.4918 2.998 2.8534 4.7172 2.1812 5.6722 2.905 2.998 4.3902 1.58886 2.5234 4.0498 1.67514 4.7994 1.9251 2.4292 2.3256 5.4416 1.84388 2.7662 2.756 2.2756 4.397 2.4128 0.0 0.0 2.5314 3.3668 2.5314 2.4362 3.8184 2.5314 2.4362 3.3668 1.87138 3.8184 2.5314 2.4362 3.3668 1.87138
24 5.9638 5.9468 5.063 1.4952 3.2654 4.3282 4.8608 2.9258 5.1552 7.0182 6.2022 0.6977 3.5296 3.1148 4.4 7.0182 2.7188 2.718 5.0762 2.9888 4.3768 2.7466 6.0626 0.0 5.555 3.9562 3.5992 2.0758 4.1918 4.5318 3.6106 5.3852 6.0862 3.4114 2.8572 4.9704 2.7894 4.534 6.1908 0.69418 2.7904 7.0182 6.8736 1.96924 3.5234 1.01624 3.853 7.0182 3.0484 5.771 3.8656 2.9888 4.6052 1.54552 6.1072 4.6892 5.1816 2.8916 4.774 3.3484 5.6862 4.5318 1.52302 4.669 0.0 0.0 5.4614 2.739 5.4614 6.6184 2.1774 5.4614 6.6184 2.739 6.0534 2.1774 5.4614 6.6184 2.739 6.0534
25 2.649 2.6322 1.46218 3.3324 1.91054 0.4355 2.364 2.475 3.5104 3.8654 3.0494 4.105 2.6208 2.606 0.57714 3.8654 1.88604 2.3092 2.5794 3.0252 2.086 1.75978 2.7478 3.8584 0.0 3.1974 1.10238 2.493 1.69492 2.639 3.4938 1.78446 2.7716 1.79252 4.7584 1.73966 1.35604 0.6412 2.876 4.1014 4.849 3.8654 3.7208 3.6924 2.6146 4.6354 3.3382 3.8654 3.7476 2.4562 2.9568 3.0252 2.1084 3.7628 2.7924 2.8624 1.28882 4.793 2.2772 1.72958 3.1894 2.639 3.3602 2.7762 0.0 0.0 2.9646 2.3302 2.9646 3.2416 2.7938 2.9646 3.2416 2.3302 2.7386 2.7938 2.9646 3.2416 2.3302 2.7386
26 2.8738 2.8568 1.97292 3.8052 3.1092 2.5642 1.77078 1.79378 1.50514 3.928 3.1122 3.4236 1.26552 1.92468 2.7058 3.928 4.0148 2.562 1.98614 2.344 4.2146 3.8406 2.9726 3.9512 2.465 0.0 3.2312 2.7456 2.3536 2.5136 2.3824 2.2952 2.9962 3.9212 3.653 3.8684 3.4848 2.77 3.1008 3.4202 3.7378 3.928 3.7834 3.0112 1.25928 4.7282 0.47622 3.928 2.6362 2.6808 1.60148 2.344 1.51516 3.8554 3.0172 1.03922 3.4176 3.6876 1.6839 3.8584 2.5962 2.5136 3.833 2.651 0.0 0.0 2.3714 2.5828 2.3714 3.5282 2.1124 2.3714 3.5282 2.5828 2.9634 2.1124 2.3714 3.5282 2.5828 2.9634
27 2.5038 2.4868 1.60296 3.7652 2.3434 0.86826 1.4008 2.9078 2.5472 3.5582 2.7422 4.5376 1.65756 3.0388 1.0099 3.5582 2.3188 2.742 1.61618 3.458 2.5188 2.1926 2.6026 4.2912 2.095 2.2342 0.0 2.9256 0.73168 1.74568 3.6066 1.92522 2.6262 2.2252 4.8772 2.1724 1.7888 1.07396 2.7308 4.5342 4.9618 3.5582 3.4136 4.1252 1.65132 5.0682 2.375 3.5582 3.8602 2.311 1.99352 3.458 1.1452 4.1956 2.6472 1.89926 1.72158 4.9116 1.31394 2.1624 2.2262 1.74568 3.793 1.88294 0.0 0.0 2.0014 2.763 2.0014 3.1582 3.2264 2.0014 3.1582 2.763 2.5934 3.2264 2.0014 3.1582 2.763 2.5934
28 5.0578 5.0408 4.157 1.47716 2.4992 3.4222 3.9548 2.5578 4.7872 6.1122 5.2962 2.0136 3.1616 2.7468 3.4938 6.1122 1.81278 1.952 4.1702 2.6208 3.4708 1.84052 5.1566 1.62314 4.649 3.5882 2.6932 0.0 3.2856 3.7996 3.2426 4.4792 5.1802 2.5052 2.6672 4.0644 1.88338 3.628 5.2848 2.0102 3.0758 6.1122 5.9674 1.6012 3.1554 2.4002 3.485 6.1122 2.6802 4.865 3.4976 2.6208 3.6992 1.52748 5.2012 4.3212 4.2756 2.7016 3.868 2.4424 4.7802 3.7996 1.50498 3.937 0.0 0.0 4.5554 2.3708 4.5554 5.7122 1.80942 4.5554 5.7122 2.3708 5.1474 1.80942 4.5554 5.7122 2.3708 5.1474
29 1.941 1.9241 1.04018 4.5284 3.1066 1.63148 0.83802 3.659 1.98438 2.9954 2.1794 5.2888 2.3468 3.79 1.77312 2.9954 3.082 3.5052 1.0534 4.2092 3.282 2.9558 2.0398 5.0544 1.53218 2.2474 2.2984 3.6888 0.0 2.435 4.2958 1.36244 2.0634 2.9884 5.5664 2.9356 2.552 1.83718 2.168 5.2854 5.651 2.9954 2.8508 4.8764 2.3406 5.8314 2.4174 2.9954 4.5496 1.74814 2.6828 4.2092 0.58242 4.9588 2.0844 1.59448 2.4848 5.6008 0.75116 2.9256 1.66336 2.435 4.5562 2.5722 0.0 0.0 1.43868 3.5262 1.43868 2.5954 3.9776 1.43868 2.5954 3.5262 2.0306 3.9776 1.43868 2.5954 3.5262 2.0306
30 2.4268 2.41 1.526 3.6882 2.2664 0.79132 1.32386 2.8308 2.4702 3.4812 2.6652 4.4608 1.58062 2.9618 0.93296 3.4812 2.2418 2.665 1.53924 3.381 2.4418 2.1156 2.5256 4.2142 2.018 2.1572 1.4582 2.8488 0.65474 0.0 3.5296 1.84828 2.5494 2.1484 4.8002 2.0954 1.71186 0.99702 2.6538 4.4572 4.8848 3.4812 3.3366 4.0482 1.57438 4.9912 2.298 3.4812 3.7834 2.234 1.91656 3.381 1.06824 4.1186 2.5702 1.82232 1.64464 4.8348 1.23698 2.0854 2.1492 0.0 3.716 1.806 0.0 0.0 1.9245 2.686 1.9245 3.0814 3.1496 1.9245 3.0814 2.686 2.5164 3.1496 1.9245 3.0814 2.686 2.5164
31 5.5544 5.5376 4.6536 2.6078 3.232 4.553 4.4516 2.0226 4.1858 6.6088 5.7928 2.2264 3.3162 1.89342 4.6246 6.6088 2.9436 2.6848 4.6668 1.57354 4.6014 2.9712 5.6532 2.7538 5.1456 2.987 3.8238 2.3004 4.4164 4.3184 0.0 4.976 5.677 3.636 1.53182 5.1952 3.014 4.7586 5.7814 2.2228 1.9405 6.6088 6.4642 0.94592 3.31 3.531 2.8838 6.6088 0.515 5.3616 3.6522 1.57354 4.196 2.6582 5.6978 3.72 5.4062 1.56638 4.3646 3.573 5.2768 4.3184 2.6356 4.4556 0.0 0.0 5.0522 2.7056 5.0522 6.209 1.94614 5.0522 6.209 2.7056 5.6442 1.94614 5.0522 6.209 2.7056 5.6442
32 2.0702 2.0532 1.16936 3.9316 2.3438 1.76068 0.96722 2.5362 2.1136 3.1246 2.3086 4.166 1.22398 2.6672 1.90232 3.1246 3.2112 2.5204 1.1826 3.0864 3.4112 3.081 2.169 4.0776 1.66138 1.80062 2.4276 2.704 0.2981 1.3121 3.173 0.0 2.1926 3.1176 4.4436 3.0648 2.6812 1.96638 2.2972 4.1626 4.5282 3.1246 2.98 3.7536 1.21774 4.8546 1.94144 3.1246 3.4268 1.87734 1.55994 3.0864 0.71162 3.982 2.2136 1.46568 2.614 4.478 0.88036 3.0548 1.79256 1.3121 3.9594 1.44936 0.0 0.0 1.56786 2.5414 1.56786 2.7246 2.8548 1.56786 2.7246 2.5414 2.1598 2.8548 1.56786 2.7246 2.5414 2.1598
33 1.75804 1.74114 0.85722 4.3454 2.9236 1.44852 1.90706 3.476 3.0534 2.9744 2.1584 5.106 2.1638 3.607 1.59016 2.9744 2.899 3.3222 0.87044 4.0262 3.099 2.7728 1.85686 4.8714 1.34922 2.7404 2.1154 3.506 1.23794 2.252 4.1128 1.17948 0.0 2.8056 5.3834 2.7526 2.369 1.65424 0.104472 5.1024 5.468 2.9744 2.8298 4.6934 2.1576 5.6484 2.8812 2.9744 4.3666 1.56518 2.4998 4.0262 1.65146 4.7758 1.90144 2.4056 2.3018 5.418 1.8202 2.7426 2.7324 2.252 4.3732 2.3892 0.0 0.0 2.5078 3.3432 2.5078 2.4126 3.7948 2.5078 2.4126 3.3432 1.8477 3.7948 2.5078 2.4126 3.3432 1.8477
34 4.627 4.61 3.4402 3.2644 3.2524 3.2734 3.806 3.917 4.9524 5.8434 4.7872 4.1808 4.0628 4.048 2.333 5.8434 0.41398 2.7052 4.0214 4.194 2.31 1.69172 4.7258 3.7904 3.9322 4.6394 2.5444 2.4848 3.1368 4.0808 4.9358 3.7624 4.7494 0.0 4.8344 2.6656 1.288 2.6192 4.854 4.1774 5.243 5.8434 5.2448 3.7684 4.0566 4.5674 4.7802 5.8434 4.2534 4.4342 4.3988 4.194 3.5504 3.6946 4.7704 4.3044 3.2668 4.8688 3.7192 1.04554 4.6314 4.0808 3.2922 4.2182 0.0 0.0 4.4066 3.772 4.4066 4.4434 3.3826 4.4066 4.4434 3.772 4.7166 3.3826 4.4066 4.4434 3.772 4.7166
