param n := 24.0;
param numVehicles := 3.0;
set Origin := 49 51 52 53;
set O := 51 52 53;
param Ok := 1 51 2 52 3 53;
set S := 59 60 61 62 63;
set F := 50 54 55 56 57 58;
param t:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63:=
11 2.9084 4.442 1.27484 3.9992 1.90978 1.5161 3.7404 4.4478 6.1794 1.52932 0.0 3.1946 4.7784 5.022 4.1746 1.39056 3.9666 2.758 4.5816 2.3136 2.1774 2.2552 1.978 5.022 2.9508 5.3666 3.8812 3.4448 4.3506 1.5161 1.75138 2.4388 6.1794 1.14954 2.0336 3.6682 4.2264 5.022 2.7272 0.28936 4.2626 4.6128 3.8184 1.7521 2.313 3.465 5.9804 5.022 0.0 0.0 1.60824 1.3814 1.52742 4.7904 1.52742 1.60824 4.4188 1.3814 4.7904 1.52742 1.60824 4.4188 1.3814
12 2.771 2.8346 3.9314 0.9579 3.1804 5.0028 3.453 2.1344 3.69 2.8 3.8024 0.0 2.001 3.5066 2.3614 4.0472 0.92516 2.6206 1.86428 2.1762 2.04 3.3698 3.0926 3.5066 2.8134 3.6852 2.0678 1.6314 2.5372 5.0028 3.584 2.3014 3.69 3.8562 3.9522 1.8549 1.18496 3.5066 2.5898 4.0918 3.1772 3.0974 2.005 3.6708 2.1756 3.2576 3.439 3.5066 0.0 0.0 4.6028 4.038 3.446 2.762 3.446 4.6028 2.8116 4.038 2.762 3.446 4.6028 2.8116 4.038
13 3.0966 2.03 4.325 1.78344 3.574 5.3962 3.0066 1.28592 1.77958 3.1934 4.196 1.98076 0.0 2.257 2.7548 4.4408 1.75068 3.0142 1.01582 2.5698 2.4336 3.7634 3.4862 2.257 3.1388 2.3688 1.78942 1.16752 2.2588 5.3962 3.9776 2.695 1.77958 4.2498 4.3458 1.57644 1.5785 2.257 2.9834 4.4854 2.4726 2.393 1.72648 4.0642 2.5692 3.221 1.52852 2.257 0.0 0.0 4.9964 4.4316 3.8396 1.44558 3.8396 4.9964 2.007 4.4316 1.44558 3.8396 4.9964 2.007 4.4316
14 3.369 1.68256 4.5886 2.186 3.8376 5.6598 2.563 1.68838 1.78004 3.457 4.4596 2.8152 2.275 0.0 3.5894 4.7044 2.1532 3.2778 1.82228 3.4042 3.268 4.027 3.7498 0.0 3.4114 1.35128 3.2958 2.8594 3.7652 5.6598 4.2412 3.5294 1.78004 4.5132 3.5532 3.083 2.413 0.0 3.247 4.7488 0.56428 0.4091 3.233 4.3278 3.4036 3.4936 2.335 0.0 0.0 0.0 5.26 4.6952 4.1032 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
15 3.3206 3.3842 4.1732 2.8416 3.73 5.4004 4.0026 2.344 3.8996 3.3496 4.044 2.1368 2.2106 3.783 0.0 4.2888 2.8088 3.1704 2.074 2.726 2.5898 3.3514 3.6422 3.783 3.363 3.895 1.3135 0.87704 0.5268 5.4004 3.8256 2.851 3.8996 4.4058 4.5018 0.47142 1.7346 3.783 3.1394 4.3334 3.7268 3.647 0.31058 4.2204 2.7252 3.8072 3.6486 3.783 0.0 0.0 3.6826 4.2796 3.9956 2.9716 3.9956 3.6826 3.3612 4.2796 2.9716 3.9956 3.6826 3.3612 4.2796
16 1.85634 3.39 1.76482 2.9472 2.2658 2.998 2.6884 3.3958 5.2554 1.8853 1.63574 2.1426 3.7264 4.0498 3.1226 0.0 2.9144 1.706 3.5296 1.26162 1.12544 1.20316 0.92598 4.0498 1.89868 4.4426 2.8292 2.3928 3.2986 2.998 1.41736 1.38672 5.2554 2.6316 3.0376 2.6162 3.1744 4.0498 1.67514 1.9251 3.3384 3.6408 2.7662 2.756 1.26094 2.4128 5.0084 4.0498 0.0 0.0 2.4362 1.87138 2.5314 3.8184 2.5314 2.4362 3.3668 1.87138 3.8184 2.5314 2.4362 3.3668 1.87138
17 2.9628 2.4064 4.1232 0.032752 3.3722 5.1944 3.3828 1.36214 2.9178 2.9918 3.9942 1.77898 1.22874 2.8012 2.553 4.239 0.0 2.8124 1.09204 2.368 2.2318 3.5616 3.2844 2.8012 3.0052 2.913 1.58764 0.96576 2.057 5.1944 3.7758 2.4932 2.9178 4.048 4.144 1.37466 1.37672 2.8012 2.7816 4.2836 3.017 2.9372 1.52472 3.8626 2.3674 3.2974 2.6668 2.8012 0.0 0.0 4.7946 4.2298 3.6378 1.9898 3.6378 4.7946 2.3832 4.2298 1.9898 3.6378 4.7946 2.3832 4.2298
18 2.3744 3.93 1.6989 3.8254 0.89786 2.7202 3.0904 3.9358 5.1674 0.5174 3.0078 3.0206 4.7344 4.01 4.4948 1.81464 3.7926 0.0 4.0698 2.6338 2.4976 2.5752 2.298 4.01 2.4168 4.3548 4.2014 3.7648 4.6706 2.7202 2.7894 2.7588 5.1674 1.5736 1.66964 3.9884 4.0524 4.01 1.79524 3.2972 3.2506 3.6008 4.1384 1.38818 2.633 2.931 4.9684 4.01 0.0 0.0 2.8124 1.80548 1.16348 3.7786 1.16348 2.8124 3.907 1.80548 3.7786 1.16348 2.8124 3.907 1.80548
19 3.8124 2.394 5.0408 2.4992 4.2898 6.1122 3.3704 2.0018 2.1434 3.9094 4.9118 2.6966 0.91436 2.6208 3.4708 5.1566 2.4666 3.73 0.0 3.2856 3.1494 4.4792 4.202 2.6208 3.8548 2.7326 2.5052 1.88338 2.9746 6.1122 4.6934 3.4108 2.1434 4.9656 5.0616 2.2922 2.2944 2.6208 3.6992 5.2012 2.8366 2.7568 2.4424 4.7802 3.285 3.937 1.89236 2.6208 0.0 0.0 5.7122 5.1474 4.5554 1.80942 4.5554 5.7122 2.3708 5.1474 1.80942 4.5554 5.7122 2.3708 5.1474
20 2.0156 3.5492 1.9241 3.1066 1.17304 2.9954 2.8476 3.555 5.4146 0.79258 1.79504 2.3018 3.8856 4.2092 3.282 2.0398 3.0738 0.6133 3.6888 0.0 1.28472 1.36244 1.08526 4.2092 2.058 4.602 2.9884 2.552 3.4578 2.9954 1.57664 0.125102 5.4146 1.84878 1.94482 2.7756 3.3336 4.2092 0.58242 2.0844 3.4978 3.8 2.9256 1.66336 1.42022 2.5722 5.1676 4.2092 0.0 0.0 2.5954 2.0306 1.43868 3.9776 1.43868 2.5954 3.5262 2.0306 3.9776 1.43868 2.5954 3.5262 2.0306
21 2.1508 3.6844 2.0592 3.2418 1.30822 3.1306 2.9828 3.6902 5.5498 0.92776 1.93022 2.437 4.0208 4.3444 3.4172 2.175 3.209 0.74848 3.824 0.30408 0.0 1.49762 1.22044 4.3444 2.1932 4.737 3.1236 2.6872 3.593 3.1306 1.71182 0.42918 5.5498 1.98398 2.08 2.9108 3.4688 4.3444 0.7176 2.2196 3.633 3.9352 3.0608 1.79854 0.135504 2.7074 5.3028 4.3444 0.0 0.0 2.7306 2.1658 1.57386 4.1128 1.57386 2.7306 3.6614 2.1658 4.1128 1.57386 2.7306 3.6614 2.1658
22 0.89282 2.5644 2.0532 2.3438 1.30224 3.1246 1.7248 2.5702 4.2918 0.92178 1.92422 1.53904 3.3688 3.0864 3.4112 2.169 2.311 0.74248 2.704 0.2981 0.161912 0.0 1.21446 3.0864 0.93516 3.4792 3.1176 2.6812 3.587 3.1246 1.70584 0.4232 4.2918 1.97798 2.074 2.9048 2.5708 3.0864 0.71162 2.2136 2.375 2.6772 3.0548 1.79256 0.29742 1.44936 4.0448 3.0864 0.0 0.0 2.7246 2.1598 1.56786 2.8548 1.56786 2.7246 2.5414 2.1598 2.8548 1.56786 2.7246 2.5414 2.1598
23 1.09836 2.632 2.2588 2.1892 1.50778 3.33 1.93036 2.6378 4.4974 1.12732 2.1298 1.38458 2.9684 3.292 2.3646 2.3746 2.1566 0.94804 2.7716 0.50364 0.36746 0.44518 0.0 3.292 1.1407 3.6846 2.0712 1.63478 2.5406 3.33 1.9114 0.62874 4.4974 2.1836 2.2796 1.85826 2.4164 3.292 0.91716 2.4192 2.5806 2.8828 2.0084 1.9981 0.50296 1.6549 4.2504 3.292 0.0 0.0 2.9302 2.3654 1.77342 3.0604 1.77342 2.9302 2.6088 2.3654 3.0604 1.77342 2.9302 2.6088 2.3654
24 3.369 1.68256 4.5886 2.186 3.8376 5.6598 2.563 1.68838 1.78004 3.457 4.4596 2.8152 2.275 0.0 3.5894 4.7044 2.1532 3.2778 1.82228 3.4042 3.268 4.027 3.7498 0.0 3.4114 1.35128 3.2958 2.8594 3.7652 5.6598 4.2412 3.5294 1.78004 4.5132 3.5532 3.083 2.413 0.0 3.247 4.7488 0.56428 0.4091 3.233 4.3278 3.4036 3.4936 2.335 0.0 0.0 0.0 5.26 4.6952 4.1032 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
25 1.73916 3.4108 2.5016 3.19 1.75058 3.5728 2.5712 3.4166 5.0502 1.37012 2.3726 2.3854 4.2152 3.8928 3.8594 2.6174 3.1574 1.19082 3.5504 1.99844 1.86226 1.93998 1.6628 3.8928 0.0 4.2374 3.566 3.1296 4.0354 3.5728 2.1542 2.1236 5.0502 2.4264 2.3704 3.353 3.4172 3.8928 1.15996 2.662 3.1334 3.4836 3.5032 2.2408 1.99776 2.2956 4.8512 3.8928 0.0 0.0 3.173 2.6082 2.0162 3.6612 2.0162 3.173 3.3876 2.6082 3.6612 2.0162 3.173 3.3876 2.6082
26 3.9192 2.3168 5.1258 2.8202 4.3746 6.197 3.1132 2.3226 2.0242 3.9942 4.9966 3.4494 2.6892 1.1617 4.2236 5.2414 2.7874 3.815 2.4566 4.0386 3.9024 4.564 4.2868 1.1617 3.9616 0.0 3.9302 3.4936 4.3994 6.197 4.7782 4.1636 2.0242 5.0504 4.0904 3.7172 3.0472 1.1617 3.784 5.286 1.1014 1.49172 3.8672 4.865 4.0378 4.0438 2.7492 1.1617 0.0 0.0 5.7972 5.2322 4.6404 1.77932 4.6404 5.7972 2.2938 5.2322 1.77932 4.6404 5.7972 2.2938 5.2322
27 3.7316 3.7952 4.61 3.2524 4.141 5.8434 4.4136 2.755 4.3106 3.7606 4.481 2.5478 2.6216 4.194 2.31 4.7258 3.2198 3.5812 2.4848 3.1368 3.0006 3.7624 4.0532 4.194 3.774 4.3058 0.0 1.288 1.57776 5.8434 4.2626 3.262 4.3106 4.8168 4.9128 0.8955 2.1456 4.194 3.5504 4.7704 4.1378 4.058 1.04554 4.6314 3.1362 4.2182 4.0596 4.194 0.0 0.0 4.4434 4.7166 4.4066 3.3826 4.4066 4.4434 3.772 4.7166 3.3826 4.4066 4.4434 3.772 4.7166
28 2.5376 2.6012 3.698 2.0584 2.947 4.7692 3.2196 1.56094 3.1166 2.5666 3.569 1.35378 1.42752 3.0 1.91728 3.8138 2.0256 2.3872 1.29082 1.94282 1.80664 3.1364 2.8592 3.0 2.5798 3.1118 0.71584 0.0 1.18514 4.7692 3.3506 2.068 3.1166 3.6228 3.7188 0.50286 0.9515 3.0 2.3564 3.8584 2.9438 2.864 0.65292 3.4372 1.94214 3.024 2.8656 3.0 0.0 0.0 4.3408 3.8046 3.2126 2.1886 3.2126 4.3408 2.578 3.8046 2.1886 3.2126 4.3408 2.578 3.8046
29 4.428 4.4916 4.6444 3.949 4.8374 5.8718 5.11 3.4514 5.007 4.457 4.5154 3.2442 3.318 4.8904 3.0064 4.7602 3.9162 4.2776 3.1814 3.8334 3.6972 4.0148 4.7496 4.8904 4.4704 5.0024 2.421 1.98444 0.0 5.8718 4.297 3.9584 5.007 5.5112 5.6092 1.5788 2.842 4.8904 4.2468 4.8048 4.8342 4.7544 1.41798 5.3278 3.8326 4.9146 4.756 4.8904 0.0 0.0 4.154 4.751 5.103 4.079 5.103 4.154 4.4686 4.751 4.079 5.103 4.154 4.4686 4.751
30 2.4922 4.0258 0.85872 3.5832 1.49368 0.0 3.3242 4.0316 5.7632 1.11322 2.2716 2.7784 4.3622 4.6058 3.7586 0.97446 3.5504 2.342 4.1656 1.89754 1.76136 1.83908 1.5619 4.6058 2.5346 4.9506 3.4652 3.0286 3.9344 0.0 2.0532 2.0226 5.7632 0.73342 1.61746 3.2522 3.8102 4.6058 2.311 2.561 3.8464 4.1968 3.4022 1.336 1.89686 3.0488 5.5642 4.6058 0.0 0.0 1.97214 0.9653 1.1113 4.3744 1.1113 1.97214 4.0028 0.9653 4.3744 1.1113 1.97214 4.0028 0.9653
31 3.1268 4.6604 1.49322 4.2176 2.1282 1.73448 3.9588 4.6662 6.3978 1.7477 0.21838 3.413 4.9968 5.2404 4.393 1.60894 4.1848 2.9764 4.8 2.532 2.3958 2.4736 2.1964 5.2404 3.169 5.585 4.0996 3.6632 4.569 1.73448 0.0 2.6572 6.3978 1.36792 2.252 3.8866 4.4448 5.2404 2.9456 0.50774 4.481 4.8312 4.0366 1.97048 2.5314 3.6832 6.1988 5.2404 0.0 0.0 1.82662 1.59978 1.7458 5.0088 1.7458 1.82662 4.6372 1.59978 5.0088 1.7458 1.82662 4.6372 1.59978
32 1.89052 3.424 1.79898 2.9814 1.04794 2.8702 2.7226 3.43 5.2896 0.66748 1.66992 2.1768 3.7604 4.084 3.1568 1.91472 2.9486 0.48818 3.5638 1.2958 1.15962 1.23734 0.96016 4.084 1.93286 4.4768 2.8634 2.427 3.3326 2.8702 1.45154 0.0 5.2896 1.72368 1.81972 2.6504 3.2084 4.084 0.45732 1.95928 3.3726 3.675 2.8004 1.53826 1.29512 2.447 5.0424 4.084 0.0 0.0 2.4704 1.90556 1.31356 3.8526 1.31356 2.4704 3.401 1.90556 3.8526 1.31356 2.4704 3.401 1.90556
33 3.7272 2.0408 5.3356 2.544 4.5846 6.4068 2.9212 2.0466 0.0 4.2042 5.2066 2.9914 1.20912 1.92158 3.7654 5.4514 2.5112 4.0248 1.46442 3.5804 3.4442 4.774 4.4968 1.92158 3.7694 2.0334 2.8 2.1782 3.2694 6.4068 4.9882 3.7056 0.0 5.2604 4.4042 2.587 2.5892 1.92158 3.994 5.496 2.1374 2.0576 2.737 5.0748 3.5798 3.8516 1.26912 1.92158 0.0 0.0 6.007 5.4422 4.8502 1.11018 4.8502 6.007 2.0176 5.4422 1.11018 4.8502 6.007 2.0176 5.4422
34 2.0956 3.6292 0.46204 3.1864 1.09698 2.9192 2.9276 3.635 5.3666 0.71652 1.87496 2.3818 3.9656 4.2092 3.3618 0.57776 3.1538 1.94522 3.7688 1.50084 1.36466 1.44238 1.1652 4.2092 2.138 4.5538 3.0684 2.632 3.5378 2.9192 1.65658 1.62594 5.3666 0.0 1.86876 2.8554 3.4136 4.2092 1.91436 2.1644 3.4498 3.8 3.0056 1.5873 1.50016 2.652 5.1676 4.2092 0.0 0.0 2.6754 0.5686 1.3626 3.9776 1.3626 2.6754 3.606 0.5686 3.9776 1.3626 2.6754 3.606 0.5686
35 2.7038 4.2594 1.81424 4.1546 1.50718 2.8354 3.4198 4.2652 5.4968 2.0688 3.2272 3.35 5.0638 4.3394 4.714 1.92996 4.122 2.1554 4.399 2.853 2.7168 2.7946 2.5174 4.3394 2.7462 4.684 4.4206 3.9842 4.89 2.8354 3.0088 2.9782 5.4968 1.68894 0.0 4.2076 4.3818 4.3394 2.1246 3.5166 3.58 3.9302 4.3578 1.5035 2.8524 3.2604 5.2978 4.3394 0.0 0.0 2.9276 1.9208 1.27882 4.1078 1.27882 2.9276 4.2362 1.9208 4.1078 1.27882 2.9276 4.2362 1.9208
36 2.9464 3.01 3.825 2.4674 3.3558 5.0582 3.6284 1.96984 3.5256 2.9754 3.6958 1.76268 1.83644 3.409 1.52478 3.9406 2.4346 2.7962 1.69974 2.3518 2.2156 2.9772 3.268 3.409 2.9888 3.5208 0.93934 0.50286 0.7795 5.0582 3.4774 2.4768 3.5256 4.0316 4.1276 0.0 1.36042 3.409 2.7652 3.9852 3.3526 3.273 0.16083 3.8462 2.351 3.433 3.2744 3.409 0.0 0.0 3.9352 3.9316 3.6216 2.5974 3.6216 3.9352 2.987 3.9316 2.5974 3.6216 3.9352 2.987 3.9316
37 3.0066 3.0702 3.5932 2.5276 3.416 4.8264 3.6886 2.03 3.5856 3.0356 3.464 1.82288 1.89664 3.469 1.29298 3.7088 2.4948 2.8564 1.75994 2.412 2.2758 2.7454 3.3282 3.469 3.049 3.581 0.99952 0.56306 1.46882 4.8264 3.2456 2.537 3.5856 4.0918 4.1878 0.78656 0.0 3.469 2.8254 3.7534 3.4128 3.3332 0.9366 3.9064 2.4112 3.4932 3.3346 3.469 0.0 0.0 3.8226 3.6996 3.6818 2.6576 3.6818 3.8226 3.0472 3.6996 2.6576 3.6818 3.8226 3.0472 3.6996
38 3.369 1.68256 4.5886 2.186 3.8376 5.6598 2.563 1.68838 1.78004 3.457 4.4596 2.8152 2.275 0.0 3.5894 4.7044 2.1532 3.2778 1.82228 3.4042 3.268 4.027 3.7498 0.0 3.4114 1.35128 3.2958 2.8594 3.7652 5.6598 4.2412 3.5294 1.78004 4.5132 3.5532 3.083 2.413 0.0 3.247 4.7488 0.56428 0.4091 3.233 4.3278 3.4036 3.4936 2.335 0.0 0.0 0.0 5.26 4.6952 4.1032 1.14506 4.1032 5.26 1.6595 4.6952 1.14506 4.1032 5.26 1.6595 4.6952
39 1.67578 3.2094 1.58426 2.7666 2.0852 2.8176 2.5078 3.2152 5.0748 1.70474 1.4552 1.962 3.5458 3.8694 2.9422 1.69998 2.734 1.52546 3.349 1.08106 0.94488 1.0226 0.74542 3.8694 1.71812 4.262 2.6486 2.2122 3.118 2.8176 1.2368 1.20616 5.0748 2.451 2.857 2.4356 2.9938 3.8694 0.0 1.74456 3.158 3.4602 2.5858 2.5756 1.08038 2.2324 4.8278 3.8694 0.0 0.0 2.2556 1.69082 2.3508 3.6378 2.3508 2.2556 3.1862 1.69082 3.6378 2.3508 2.2556 3.1862 1.69082
40 2.619 4.1526 0.98548 3.71 1.62042 1.22674 3.451 4.1584 5.89 1.23996 1.68042 2.9052 4.489 4.7326 3.8854 1.1012 3.6772 2.4686 4.2922 2.0242 1.8881 1.96582 1.68864 4.7326 2.6614 5.0772 3.5918 3.1554 4.0612 1.22674 1.46202 2.1494 5.89 0.86018 1.74422 3.379 3.937 4.7326 2.4378 0.0 3.9732 4.3234 3.529 1.46274 2.0236 3.1756 5.691 4.7326 0.0 0.0 1.31888 1.09204 1.23806 4.501 1.23806 1.31888 4.1296 1.09204 4.501 1.23806 1.31888 4.1296 1.09204
41 2.9288 2.2042 4.1352 2.7076 3.3842 5.2064 2.1228 2.21 2.0278 3.0036 4.0062 3.143 2.6926 1.04916 4.111 4.251 2.6748 2.8244 2.344 3.46 3.3238 3.5736 3.2964 1.04916 2.971 1.215 3.8176 3.3812 4.2868 5.2064 3.7878 3.585 2.0278 4.0598 3.0998 3.6046 2.9346 1.04916 2.7936 4.2954 0.0 1.37918 3.7546 3.8744 3.4594 3.0532 2.7526 1.04916 0.0 0.0 4.8066 4.2418 3.6498 1.66678 3.6498 4.8066 2.1812 4.2418 1.66678 3.6498 4.8066 2.1812 4.2418
42 2.973 2.0126 4.1794 2.516 3.4284 5.2508 2.167 2.0184 2.072 3.048 4.0504 3.1452 2.605 0.4091 3.9194 4.2952 2.4832 2.8686 2.1522 3.5042 3.3682 3.6178 3.3406 0.4091 3.0154 1.2593 3.6258 3.1894 4.0952 5.2508 3.832 3.6294 2.072 4.1042 3.1442 3.413 2.743 0.4091 2.8378 4.3398 0.155174 0.0 3.563 3.9188 3.5036 3.0976 2.665 0.4091 0.0 0.0 4.8508 4.286 3.694 1.47508 3.694 4.8508 1.98952 4.286 1.47508 3.694 4.8508 1.98952 4.286
43 3.0966 3.16 3.975 2.6174 3.506 5.2082 3.7784 2.1198 3.6756 3.1254 3.846 1.91274 1.98648 3.559 1.67484 4.0908 2.5846 2.9462 1.84978 2.5018 2.3656 3.1274 3.4182 3.559 3.1388 3.6708 1.08938 0.65292 0.61868 5.2082 3.6276 2.6268 3.6756 4.1816 4.2778 0.16083 1.51048 3.559 2.9154 4.1352 3.5026 3.423 0.0 3.9962 2.5012 3.583 3.4244 3.559 0.0 0.0 3.7744 4.0816 3.7716 2.7476 3.7716 3.7744 3.137 4.0816 2.7476 3.7716 3.7744 3.137 4.0816
44 3.3372 4.0488 2.4476 4.5522 2.1406 3.469 3.2092 4.0546 5.2042 2.7022 3.8606 3.9834 4.8532 4.0468 5.3476 2.5634 4.5194 2.7888 4.1884 3.4864 3.3504 3.428 3.1508 4.0468 3.3796 4.3914 5.054 4.6176 5.5234 3.469 3.6422 3.6116 5.2042 2.3224 0.7763 4.8412 4.7792 4.0468 2.758 4.15 3.2874 3.6376 4.9912 0.0 3.4858 3.8938 5.0052 4.0468 0.0 0.0 3.561 2.5542 1.91226 3.8152 1.91226 3.561 4.0258 2.5542 3.8152 1.91226 3.561 4.0258 2.5542
